HUISHOUDNR,TYPHH,rinpersoon,PLHH,REFPERSOONHH,NUMBERPERSHH,DATUMAANVANGHH,DATUMEINDEHH,AANTALOVHH,AANTALKINDHH,AANTALPERSHH,EVENT,GEBJAARJONGSTEKINDHH,GEBMAANDJONGSTEKINDHH,GEBJAAROUDSTEKINDHH,GEBMAANDOUDSTEKINDHH
bb7fb0a7,couple with children,e8ae8f05,child living at home,0,6,19930101,19940101,2,4,6,nothing,2015.0,01,2010.0,05
bb7fb0a7,couple with children,102cc80e,child living at home,0,6,19930101,19940101,2,4,6,nothing,2015.0,01,2010.0,05
bb7fb0a7,couple with children,fd692d9b,child living at home,0,6,19930101,19940101,2,4,6,nothing,2015.0,01,2010.0,05
e49ac8d2,couple with children,4b737717,partner in couple with children,0,3,19930101,19940101,2,1,3,nothing,2015.0,01,2010.0,05
e49ac8d2,couple with children,539b5685,partner in couple with children,0,3,19930101,19940101,2,1,3,nothing,2015.0,01,2010.0,05
e49ac8d2,couple with children,7419b861,child living at home,0,3,19930101,19940101,2,1,3,nothing,2015.0,01,2010.0,05
e5750851,couple with children,c847fa38,partner in couple with children,1,3,19930101,19940101,2,1,3,nothing,2015.0,01,2010.0,05
e5750851,couple with children,8f98ae81,partner in couple with children,1,3,19930101,19940101,2,1,3,nothing,2015.0,01,2010.0,05
e5750851,couple with children,dd325ba4,child living at home,1,3,19930101,19940101,2,1,3,nothing,2015.0,01,2010.0,05
fc27c253,single parent household,dcaa910c,parent in single parent household,1,2,19930101,19940101,1,1,2,nothing,,--,,--
fc27c253,single parent household,a0bfc4a1,child living at home,1,2,19930101,19940101,1,1,2,nothing,,--,,--
db4a1280,couple with children,4006cf5a,partner in couple with children,1,3,19930101,19940101,2,1,3,nothing,2015.0,01,2010.0,05
db4a1280,couple with children,0ba64b9f,partner in couple with children,1,3,19930101,19940101,2,1,3,nothing,2015.0,01,2010.0,05
db4a1280,couple with children,a846e54a,child living at home,1,3,19930101,19940101,2,1,3,nothing,2015.0,01,2010.0,05
f969415b,couple without children,9f5e7455,partner in couple without children,1,2,19930101,19940101,2,0,2,nothing,2015.0,01,2010.0,05
f969415b,couple without children,21b9d5b1,partner in couple without children,1,2,19930101,19940101,2,0,2,nothing,2015.0,01,2010.0,05
bb28d876,single person household,3ab44e54,single person,1,1,19930101,19940101,1,0,1,breakup,,--,,--
ea68f55a,single parent household,d6aa70ff,parent in single parent household,1,2,19930101,19940101,1,1,2,breakup,,--,,--
ea68f55a,single parent household,55f02585,child living at home,1,2,19930101,19940101,1,1,2,breakup,,--,,--
b5baf938,single person household,b1e400cf,single person,1,1,19930101,19940101,1,0,1,breakup,,--,,--
65f3e28e,single parent household,7bdc5eab,parent in single parent household,0,2,19930101,19940101,1,1,2,breakup,,--,,--
65f3e28e,single parent household,cf5ace7f,child living at home,0,2,19930101,19940101,1,1,2,breakup,,--,,--
cad7acb3,couple with children,883a2601,partner in couple with children,1,3,19930101,19940101,2,1,3,nothing,2015.0,01,2010.0,05
cad7acb3,couple with children,e2879bfc,partner in couple with children,1,3,19930101,19940101,2,1,3,nothing,2015.0,01,2010.0,05
cad7acb3,couple with children,40adcd9d,child living at home,1,3,19930101,19940101,2,1,3,nothing,2015.0,01,2010.0,05
38321e99,single person household,0e41d74d,single person,1,1,19930101,19940101,1,0,1,breakup,,--,,--
27f36c64,single parent household,c35d25a5,parent in single parent household,1,3,19930101,19940101,1,2,3,breakup,,--,,--
27f36c64,single parent household,a0485d74,child living at home,1,3,19930101,19940101,1,2,3,breakup,,--,,--
27f36c64,single parent household,dc2dedaa,child living at home,1,3,19930101,19940101,1,2,3,breakup,,--,,--
f5269b9c,couple with children,0a040bc7,partner in couple with children,0,4,19930101,19940101,2,2,4,nothing,2015.0,01,2010.0,05
f5269b9c,couple with children,ee5a0230,child living at home,0,4,19930101,19940101,2,2,4,nothing,2015.0,01,2010.0,05
f5269b9c,couple with children,ca54918a,child living at home,0,4,19930101,19940101,2,2,4,nothing,2015.0,01,2010.0,05
f5269b9c,couple with children,2e0b0793,partner in couple with children,0,4,19930101,19940101,2,2,4,nothing,2015.0,01,2010.0,05
35d6161d,couple with children,85c7d09f,partner in couple with children,0,5,19930101,19940101,2,3,5,nothing,2015.0,01,2010.0,05
35d6161d,couple with children,ff9d0482,partner in couple with children,0,5,19930101,19940101,2,3,5,nothing,2015.0,01,2010.0,05
35d6161d,couple with children,5e1863fb,child living at home,0,5,19930101,19940101,2,3,5,nothing,2015.0,01,2010.0,05
35d6161d,couple with children,e4b0e864,child living at home,0,5,19930101,19940101,2,3,5,nothing,2015.0,01,2010.0,05
35d6161d,couple with children,40e1c775,child living at home,0,5,19930101,19940101,2,3,5,nothing,2015.0,01,2010.0,05
25d971f5,couple with children,bd73a381,partner in couple with children,0,3,19930101,19940101,2,1,3,nothing,2015.0,01,2010.0,05
25d971f5,couple with children,5c598517,partner in couple with children,0,3,19930101,19940101,2,1,3,nothing,2015.0,01,2010.0,05
25d971f5,couple with children,0b996c13,child living at home,0,3,19930101,19940101,2,1,3,nothing,2015.0,01,2010.0,05
07a1df64,couple without children,8c35fde0,partner in couple without children,0,2,19930101,19940101,2,0,2,couple_formed,2015.0,01,2010.0,05
07a1df64,couple without children,d8570fc3,partner in couple without children,0,2,19930101,19940101,2,0,2,couple_formed,2015.0,01,2010.0,05
1a51de83,couple with children,b9c179c4,partner in couple with children,0,8,19930101,19940101,2,6,8,couple_formed,2015.0,01,2010.0,05
1a51de83,couple with children,06e4bda1,child living at home,0,8,19930101,19940101,2,6,8,couple_formed,2015.0,01,2010.0,05
1a51de83,couple with children,68d8c8e2,child living at home,0,8,19930101,19940101,2,6,8,couple_formed,2015.0,01,2010.0,05
1a51de83,couple with children,548be77a,child living at home,0,8,19930101,19940101,2,6,8,couple_formed,2015.0,01,2010.0,05
1a51de83,couple with children,3fc5e650,partner in couple with children,0,8,19930101,19940101,2,6,8,couple_formed,2015.0,01,2010.0,05
1a51de83,couple with children,456a1eb5,child living at home,0,8,19930101,19940101,2,6,8,couple_formed,2015.0,01,2010.0,05
1a51de83,couple with children,81057cdc,child living at home,0,8,19930101,19940101,2,6,8,couple_formed,2015.0,01,2010.0,05
1a51de83,couple with children,42118437,child living at home,0,8,19930101,19940101,2,6,8,couple_formed,2015.0,01,2010.0,05
34141d47,couple without children,e5df017c,partner in couple without children,0,2,19930101,19940101,2,0,2,nothing,2015.0,01,2010.0,05
34141d47,couple without children,b485bc14,partner in couple without children,0,2,19930101,19940101,2,0,2,nothing,2015.0,01,2010.0,05
9c32b5f5,couple with children,c477db35,partner in couple with children,0,4,19930101,19940101,2,2,4,nothing,2015.0,01,2010.0,05
9c32b5f5,couple with children,20d7f575,partner in couple with children,0,4,19930101,19940101,2,2,4,nothing,2015.0,01,2010.0,05
9c32b5f5,couple with children,07369bd5,child living at home,0,4,19930101,19940101,2,2,4,nothing,2015.0,01,2010.0,05
9c32b5f5,couple with children,57b7d36e,child living at home,0,4,19930101,19940101,2,2,4,nothing,2015.0,01,2010.0,05
c7db9ff7,couple with children,18944ee4,partner in couple with children,0,4,19930101,19940101,2,2,4,nothing,2015.0,01,2010.0,05
c7db9ff7,couple with children,6869b9a3,partner in couple with children,0,4,19930101,19940101,2,2,4,nothing,2015.0,01,2010.0,05
c7db9ff7,couple with children,8cfa6bd3,child living at home,0,4,19930101,19940101,2,2,4,nothing,2015.0,01,2010.0,05
c7db9ff7,couple with children,57a64711,child living at home,0,4,19930101,19940101,2,2,4,nothing,2015.0,01,2010.0,05
bc5e289a,couple with children,98319b67,partner in couple with children,0,3,19930101,19940101,2,1,3,child_born,2015.0,01,2010.0,05
bc5e289a,couple with children,260e7644,partner in couple with children,0,3,19930101,19940101,2,1,3,child_born,2015.0,01,2010.0,05
bc5e289a,couple with children,582682fc,child living at home,0,3,19930101,19940101,2,1,3,child_born,2015.0,01,2010.0,05
b6cbf612,couple with children,cf278e93,partner in couple with children,1,5,19930101,19940101,2,3,5,nothing,2015.0,01,2010.0,05
b6cbf612,couple with children,d1756348,partner in couple with children,1,5,19930101,19940101,2,3,5,nothing,2015.0,01,2010.0,05
b6cbf612,couple with children,8c807b81,child living at home,1,5,19930101,19940101,2,3,5,nothing,2015.0,01,2010.0,05
b6cbf612,couple with children,d5995cf1,child living at home,1,5,19930101,19940101,2,3,5,nothing,2015.0,01,2010.0,05
b6cbf612,couple with children,e627e291,child living at home,1,5,19930101,19940101,2,3,5,nothing,2015.0,01,2010.0,05
8c6cd633,single person household,ca7688c0,single person,0,1,19930101,19940101,1,0,1,breakup,,--,,--
3d3129da,single person household,e0f6f66b,single person,0,1,19930101,19940101,1,0,1,breakup,,--,,--
0ec71dc4,single person household,b60d214c,single person,1,1,19930101,19940101,1,0,1,nothing,,--,,--
857cf439,single person household,b32f946b,single person,0,1,19930101,19940101,1,0,1,breakup,,--,,--
a0638ac1,single person household,6cbe138d,single person,0,1,19930101,19940101,1,0,1,breakup,,--,,--
4d0b140f,couple with children,ae269164,partner in couple with children,1,4,19930101,19940101,2,2,4,couple_formed,2015.0,01,2010.0,05
4d0b140f,couple with children,0c7f07d9,child living at home,1,4,19930101,19940101,2,2,4,couple_formed,2015.0,01,2010.0,05
4d0b140f,couple with children,3061568f,child living at home,1,4,19930101,19940101,2,2,4,couple_formed,2015.0,01,2010.0,05
4d0b140f,couple with children,7c7b9d5d,partner in couple with children,1,4,19930101,19940101,2,2,4,couple_formed,2015.0,01,2010.0,05
5583e3b0,single person household,a9cc5c3f,single person,1,1,19930101,19940101,1,0,1,nothing,,--,,--
25d9f5a8,single person household,df112a91,single person,1,1,19930101,19940101,1,0,1,breakup,,--,,--
21f7b27d,single parent household,5307c455,parent in single parent household,0,4,19930101,19940101,1,3,4,breakup,,--,,--
21f7b27d,single parent household,8cf635aa,child living at home,0,4,19930101,19940101,1,3,4,breakup,,--,,--
21f7b27d,single parent household,47b2fa44,child living at home,0,4,19930101,19940101,1,3,4,breakup,,--,,--
21f7b27d,single parent household,1240b078,child living at home,0,4,19930101,19940101,1,3,4,breakup,,--,,--
8ed7e8ab,couple with children,7df79987,partner in couple with children,0,4,19930101,19940101,2,2,4,nothing,2015.0,01,2010.0,05
8ed7e8ab,couple with children,7551a2e7,partner in couple with children,0,4,19930101,19940101,2,2,4,nothing,2015.0,01,2010.0,05
8ed7e8ab,couple with children,3d4bdd1d,child living at home,0,4,19930101,19940101,2,2,4,nothing,2015.0,01,2010.0,05
8ed7e8ab,couple with children,da9cf5f0,child living at home,0,4,19930101,19940101,2,2,4,nothing,2015.0,01,2010.0,05
6d0a311c,single person household,f130529e,single person,0,1,19930101,19940101,1,0,1,breakup,,--,,--
e005cf65,single person household,f84cda83,single person,0,1,19930101,19940101,1,0,1,breakup,,--,,--
9272d9db,couple with children,4b5d5de9,partner in couple with children,0,3,19930101,19940101,2,1,3,couple_formed,2015.0,01,2010.0,05
9272d9db,couple with children,a7963263,partner in couple with children,0,3,19930101,19940101,2,1,3,couple_formed,2015.0,01,2010.0,05
9272d9db,couple with children,fc020916,child living at home,0,3,19930101,19940101,2,1,3,couple_formed,2015.0,01,2010.0,05
bf22146e,couple with children,6dc131a2,partner in couple with children,0,6,19930101,19940101,2,4,6,nothing,2015.0,01,2010.0,05
bf22146e,couple with children,74f686db,child living at home,0,6,19930101,19940101,2,4,6,nothing,2015.0,01,2010.0,05
bf22146e,couple with children,45670311,child living at home,0,6,19930101,19940101,2,4,6,nothing,2015.0,01,2010.0,05
bf22146e,couple with children,042d011d,partner in couple with children,0,6,19930101,19940101,2,4,6,nothing,2015.0,01,2010.0,05
bf22146e,couple with children,474ecc62,child living at home,0,6,19930101,19940101,2,4,6,nothing,2015.0,01,2010.0,05
bf22146e,couple with children,fcc7a0cc,child living at home,0,6,19930101,19940101,2,4,6,nothing,2015.0,01,2010.0,05
c1a26dd0,single parent household,a23244cb,parent in single parent household,0,2,19930101,19940101,1,1,2,child_born,,--,,--
c1a26dd0,single parent household,8f1eafa4,child living at home,0,2,19930101,19940101,1,1,2,child_born,,--,,--
7f34fb56,couple with children,f5b0442b,partner in couple with children,1,5,19930101,19940101,2,3,5,child_born,2015.0,01,2010.0,05
7f34fb56,couple with children,67491510,partner in couple with children,1,5,19930101,19940101,2,3,5,child_born,2015.0,01,2010.0,05
7f34fb56,couple with children,710ae8b3,child living at home,1,5,19930101,19940101,2,3,5,child_born,2015.0,01,2010.0,05
7f34fb56,couple with children,bb8979b3,child living at home,1,5,19930101,19940101,2,3,5,child_born,2015.0,01,2010.0,05
7f34fb56,couple with children,08bb547a,child living at home,1,5,19930101,19940101,2,3,5,child_born,2015.0,01,2010.0,05
1091fa7b,couple with children,cd9171ce,partner in couple with children,0,3,19930101,19940101,2,1,3,couple_formed,2015.0,01,2010.0,05
1091fa7b,couple with children,c1f48458,child living at home,0,3,19930101,19940101,2,1,3,couple_formed,2015.0,01,2010.0,05
1091fa7b,couple with children,54ec856f,partner in couple with children,0,3,19930101,19940101,2,1,3,couple_formed,2015.0,01,2010.0,05
88d2d9a2,single person household,7caa1c93,single person,1,1,19930101,19940101,1,0,1,breakup,,--,,--
99c875a7,single person household,7f6b1d66,single person,0,1,19930101,19940101,1,0,1,breakup,,--,,--
474231b0,single parent household,b7fa8269,parent in single parent household,1,2,19930101,19940101,1,1,2,child_born,,--,,--
474231b0,single parent household,401b7f15,child living at home,1,2,19930101,19940101,1,1,2,child_born,,--,,--
69b3a595,single parent household,73e663b1,parent in single parent household,1,3,19930101,19940101,1,2,3,nothing,,--,,--
69b3a595,single parent household,d3111b1b,child living at home,1,3,19930101,19940101,1,2,3,nothing,,--,,--
69b3a595,single parent household,cb816a20,child living at home,1,3,19930101,19940101,1,2,3,nothing,,--,,--
252db2a8,couple with children,90222857,partner in couple with children,1,3,19930101,19940101,2,1,3,nothing,2015.0,01,2010.0,05
252db2a8,couple with children,1c811ac0,partner in couple with children,1,3,19930101,19940101,2,1,3,nothing,2015.0,01,2010.0,05
252db2a8,couple with children,362e2cb6,child living at home,1,3,19930101,19940101,2,1,3,nothing,2015.0,01,2010.0,05
7f658185,couple without children,6af8dc93,partner in couple without children,0,2,19930101,19940101,2,0,2,nothing,2015.0,01,2010.0,05
7f658185,couple without children,90ed90a6,partner in couple without children,0,2,19930101,19940101,2,0,2,nothing,2015.0,01,2010.0,05
adb06a4e,single person household,60f1e0e9,single person,1,1,19930101,19940101,1,0,1,breakup,,--,,--
c7975c43,single person household,8d5fe09f,single person,1,1,19930101,19940101,1,0,1,breakup,,--,,--
57f3ffca,couple with children,1c382c9c,partner in couple with children,1,4,19930101,19940101,2,2,4,nothing,2015.0,01,2010.0,05
57f3ffca,couple with children,986d7395,child living at home,1,4,19930101,19940101,2,2,4,nothing,2015.0,01,2010.0,05
57f3ffca,couple with children,e6c03348,child living at home,1,4,19930101,19940101,2,2,4,nothing,2015.0,01,2010.0,05
57f3ffca,couple with children,c7006d23,partner in couple with children,1,4,19930101,19940101,2,2,4,nothing,2015.0,01,2010.0,05
76b9e08d,couple with children,1d1ad4a1,partner in couple with children,0,3,19930101,19940101,2,1,3,couple_formed,2015.0,01,2010.0,05
76b9e08d,couple with children,b31d4f2a,partner in couple with children,0,3,19930101,19940101,2,1,3,couple_formed,2015.0,01,2010.0,05
76b9e08d,couple with children,49f2b6f8,child living at home,0,3,19930101,19940101,2,1,3,couple_formed,2015.0,01,2010.0,05
49d415f2,couple without children,3139c710,partner in couple without children,0,2,19930101,19940101,2,0,2,nothing,2015.0,01,2010.0,05
49d415f2,couple without children,d8d12b57,partner in couple without children,0,2,19930101,19940101,2,0,2,nothing,2015.0,01,2010.0,05
c4022618,couple with children,184ed5c2,partner in couple with children,1,3,19930101,19940101,2,1,3,nothing,2015.0,01,2010.0,05
c4022618,couple with children,b96a7ff7,partner in couple with children,1,3,19930101,19940101,2,1,3,nothing,2015.0,01,2010.0,05
c4022618,couple with children,3a1835bb,child living at home,1,3,19930101,19940101,2,1,3,nothing,2015.0,01,2010.0,05
9786fd53,single person household,490aea49,single person,0,1,19930101,19940101,1,0,1,breakup,,--,,--
0f619d75,single parent household,8fa1b410,parent in single parent household,0,2,19930101,19940101,1,1,2,breakup,,--,,--
0f619d75,single parent household,53d8f9f9,child living at home,0,2,19930101,19940101,1,1,2,breakup,,--,,--
d2dbb1bd,single person household,61fc2882,single person,0,1,19930101,19940101,1,0,1,nothing,,--,,--
2c3cce13,couple with children,45a2ba14,partner in couple with children,0,4,19930101,19940101,2,2,4,nothing,2015.0,01,2010.0,05
2c3cce13,couple with children,1d939c41,partner in couple with children,0,4,19930101,19940101,2,2,4,nothing,2015.0,01,2010.0,05
2c3cce13,couple with children,05590354,child living at home,0,4,19930101,19940101,2,2,4,nothing,2015.0,01,2010.0,05
2c3cce13,couple with children,fba08946,child living at home,0,4,19930101,19940101,2,2,4,nothing,2015.0,01,2010.0,05
43bd43c7,couple with children,f77e77da,partner in couple with children,0,5,19930101,19940101,2,3,5,nothing,2015.0,01,2010.0,05
43bd43c7,couple with children,b94ba5ef,child living at home,0,5,19930101,19940101,2,3,5,nothing,2015.0,01,2010.0,05
43bd43c7,couple with children,0ff43fd9,partner in couple with children,0,5,19930101,19940101,2,3,5,nothing,2015.0,01,2010.0,05
43bd43c7,couple with children,ef277d99,child living at home,0,5,19930101,19940101,2,3,5,nothing,2015.0,01,2010.0,05
43bd43c7,couple with children,12f0291a,child living at home,0,5,19930101,19940101,2,3,5,nothing,2015.0,01,2010.0,05
210ca753,couple with children,29c65914,partner in couple with children,1,6,19930101,19940101,2,4,6,nothing,2015.0,01,2010.0,05
210ca753,couple with children,58499195,partner in couple with children,1,6,19930101,19940101,2,4,6,nothing,2015.0,01,2010.0,05
210ca753,couple with children,48ebedf9,child living at home,1,6,19930101,19940101,2,4,6,nothing,2015.0,01,2010.0,05
210ca753,couple with children,af57e26d,child living at home,1,6,19930101,19940101,2,4,6,nothing,2015.0,01,2010.0,05
210ca753,couple with children,4d1441d4,child living at home,1,6,19930101,19940101,2,4,6,nothing,2015.0,01,2010.0,05
210ca753,couple with children,56fd0331,child living at home,1,6,19930101,19940101,2,4,6,nothing,2015.0,01,2010.0,05
b41595bc,couple with children,f439ce4e,partner in couple with children,0,4,19930101,19940101,2,2,4,child_born,2015.0,01,2010.0,05
b41595bc,couple with children,ac38c274,partner in couple with children,0,4,19930101,19940101,2,2,4,child_born,2015.0,01,2010.0,05
b41595bc,couple with children,70a52adf,child living at home,0,4,19930101,19940101,2,2,4,child_born,2015.0,01,2010.0,05
b41595bc,couple with children,8d1c668b,child living at home,0,4,19930101,19940101,2,2,4,child_born,2015.0,01,2010.0,05
f2320909,couple without children,a8167862,partner in couple without children,1,2,19930101,19940101,2,0,2,couple_formed,2015.0,01,2010.0,05
f2320909,couple without children,45578ec5,partner in couple without children,1,2,19930101,19940101,2,0,2,couple_formed,2015.0,01,2010.0,05
69f8d74a,couple with children,f9f43ab0,partner in couple with children,1,3,19930101,19940101,2,1,3,nothing,2015.0,01,2010.0,05
69f8d74a,couple with children,20e40a96,partner in couple with children,1,3,19930101,19940101,2,1,3,nothing,2015.0,01,2010.0,05
69f8d74a,couple with children,11327c40,child living at home,1,3,19930101,19940101,2,1,3,nothing,2015.0,01,2010.0,05
f9e6f1e2,couple with children,731d37e9,partner in couple with children,1,3,19930101,19940101,2,1,3,nothing,2015.0,01,2010.0,05
f9e6f1e2,couple with children,5a3b6df2,partner in couple with children,1,3,19930101,19940101,2,1,3,nothing,2015.0,01,2010.0,05
f9e6f1e2,couple with children,29eb59af,child living at home,1,3,19930101,19940101,2,1,3,nothing,2015.0,01,2010.0,05
a4d21b9d,couple without children,d28734bc,partner in couple without children,0,2,19930101,19940101,2,0,2,couple_formed,2015.0,01,2010.0,05
a4d21b9d,couple without children,fe2f208b,partner in couple without children,0,2,19930101,19940101,2,0,2,couple_formed,2015.0,01,2010.0,05
a25793ed,couple with children,a5497a8a,partner in couple with children,0,3,19930101,19940101,2,1,3,nothing,2015.0,01,2010.0,05
a25793ed,couple with children,3a9d11f8,partner in couple with children,0,3,19930101,19940101,2,1,3,nothing,2015.0,01,2010.0,05
a25793ed,couple with children,5e947afc,child living at home,0,3,19930101,19940101,2,1,3,nothing,2015.0,01,2010.0,05
bfdf7c56,couple with children,d137d4c0,partner in couple with children,0,3,19930101,19940101,2,1,3,nothing,2015.0,01,2010.0,05
bfdf7c56,couple with children,7da9b511,partner in couple with children,0,3,19930101,19940101,2,1,3,nothing,2015.0,01,2010.0,05
bfdf7c56,couple with children,c7503c09,child living at home,0,3,19930101,19940101,2,1,3,nothing,2015.0,01,2010.0,05
f915365e,couple with children,dc179d73,partner in couple with children,0,4,19930101,19940101,2,2,4,nothing,2015.0,01,2010.0,05
f915365e,couple with children,2620134c,partner in couple with children,0,4,19930101,19940101,2,2,4,nothing,2015.0,01,2010.0,05
f915365e,couple with children,14e6fe9b,child living at home,0,4,19930101,19940101,2,2,4,nothing,2015.0,01,2010.0,05
f915365e,couple with children,9d465d76,child living at home,0,4,19930101,19940101,2,2,4,nothing,2015.0,01,2010.0,05
270ec8d4,couple with children,015ccec2,partner in couple with children,1,6,19930101,19940101,2,4,6,couple_formed,2015.0,01,2010.0,05
270ec8d4,couple with children,11ef0d6b,child living at home,1,6,19930101,19940101,2,4,6,couple_formed,2015.0,01,2010.0,05
270ec8d4,couple with children,9636088b,child living at home,1,6,19930101,19940101,2,4,6,couple_formed,2015.0,01,2010.0,05
270ec8d4,couple with children,e21c61b6,child living at home,1,6,19930101,19940101,2,4,6,couple_formed,2015.0,01,2010.0,05
270ec8d4,couple with children,b2d2cd68,partner in couple with children,1,6,19930101,19940101,2,4,6,couple_formed,2015.0,01,2010.0,05
270ec8d4,couple with children,44117083,child living at home,1,6,19930101,19940101,2,4,6,couple_formed,2015.0,01,2010.0,05
00c70e0e,single parent household,b3cfb1a6,parent in single parent household,1,3,19930101,19940101,1,2,3,child_born,,--,,--
00c70e0e,single parent household,6b392ee9,child living at home,1,3,19930101,19940101,1,2,3,child_born,,--,,--
00c70e0e,single parent household,1a76d41e,child living at home,1,3,19930101,19940101,1,2,3,child_born,,--,,--
f38f8622,couple without children,2b0f1389,partner in couple without children,1,2,19930101,19940101,2,0,2,nothing,2015.0,01,2010.0,05
f38f8622,couple without children,29d9216c,partner in couple without children,1,2,19930101,19940101,2,0,2,nothing,2015.0,01,2010.0,05
abfc8f07,single parent household,7029e388,parent in single parent household,1,2,19930101,19940101,1,1,2,child_born,,--,,--
abfc8f07,single parent household,59b70d7f,child living at home,1,2,19930101,19940101,1,1,2,child_born,,--,,--
2337e911,couple with children,b62b0acf,partner in couple with children,0,5,19930101,19940101,2,3,5,couple_formed,2015.0,01,2010.0,05
2337e911,couple with children,89d6e79e,partner in couple with children,0,5,19930101,19940101,2,3,5,couple_formed,2015.0,01,2010.0,05
2337e911,couple with children,82597981,child living at home,0,5,19930101,19940101,2,3,5,couple_formed,2015.0,01,2010.0,05
2337e911,couple with children,952a3eec,child living at home,0,5,19930101,19940101,2,3,5,couple_formed,2015.0,01,2010.0,05
2337e911,couple with children,7d96691a,child living at home,0,5,19930101,19940101,2,3,5,couple_formed,2015.0,01,2010.0,05
89868b19,couple with children,b29e8232,partner in couple with children,0,4,19930101,19940101,2,2,4,nothing,2015.0,01,2010.0,05
89868b19,couple with children,40d3c697,partner in couple with children,0,4,19930101,19940101,2,2,4,nothing,2015.0,01,2010.0,05
89868b19,couple with children,73658068,child living at home,0,4,19930101,19940101,2,2,4,nothing,2015.0,01,2010.0,05
89868b19,couple with children,fe0c39fc,child living at home,0,4,19930101,19940101,2,2,4,nothing,2015.0,01,2010.0,05
3f1c7015,single person household,58aeb753,single person,0,1,19930101,19940101,1,0,1,breakup,,--,,--
85b0a749,single parent household,60833505,parent in single parent household,0,2,19930101,19940101,1,1,2,breakup,,--,,--
85b0a749,single parent household,9b8b131c,child living at home,0,2,19930101,19940101,1,1,2,breakup,,--,,--
ed89559f,couple with children,81082a61,partner in couple with children,0,3,19930101,19940101,2,1,3,nothing,2015.0,01,2010.0,05
ed89559f,couple with children,215ce4b5,partner in couple with children,0,3,19930101,19940101,2,1,3,nothing,2015.0,01,2010.0,05
ed89559f,couple with children,1194b3df,child living at home,0,3,19930101,19940101,2,1,3,nothing,2015.0,01,2010.0,05
15a36432,couple with children,44d185c0,partner in couple with children,1,4,19930101,19940101,2,2,4,nothing,2015.0,01,2010.0,05
15a36432,couple with children,6ca4ed8c,partner in couple with children,1,4,19930101,19940101,2,2,4,nothing,2015.0,01,2010.0,05
15a36432,couple with children,4b9e33e7,child living at home,1,4,19930101,19940101,2,2,4,nothing,2015.0,01,2010.0,05
15a36432,couple with children,601255ef,child living at home,1,4,19930101,19940101,2,2,4,nothing,2015.0,01,2010.0,05
bf20beb3,single parent household,688eda7a,parent in single parent household,0,4,19930101,19940101,1,3,4,nothing,,--,,--
bf20beb3,single parent household,8bfde201,child living at home,0,4,19930101,19940101,1,3,4,nothing,,--,,--
bf20beb3,single parent household,dd4dcb51,child living at home,0,4,19930101,19940101,1,3,4,nothing,,--,,--
bf20beb3,single parent household,3ca5dab7,child living at home,0,4,19930101,19940101,1,3,4,nothing,,--,,--
2012884e,single person household,fb24bd11,single person,1,1,19930101,19940101,1,0,1,nothing,,--,,--
8bdd7d41,single parent household,ae3dba8c,parent in single parent household,1,4,19930101,19940101,1,3,4,nothing,,--,,--
8bdd7d41,single parent household,b9edebe4,child living at home,1,4,19930101,19940101,1,3,4,nothing,,--,,--
8bdd7d41,single parent household,b0a1d978,child living at home,1,4,19930101,19940101,1,3,4,nothing,,--,,--
8bdd7d41,single parent household,ec0d7b87,child living at home,1,4,19930101,19940101,1,3,4,nothing,,--,,--
ca12f2b0,single person household,aae2eeb2,single person,1,1,19930101,19940101,1,0,1,breakup,,--,,--
a2f522d3,single parent household,7bd512f5,parent in single parent household,1,3,19930101,19940101,1,2,3,breakup,,--,,--
a2f522d3,single parent household,3130b6d0,child living at home,1,3,19930101,19940101,1,2,3,breakup,,--,,--
a2f522d3,single parent household,da8a0d0e,child living at home,1,3,19930101,19940101,1,2,3,breakup,,--,,--
42154dba,single person household,2edb4a7e,single person,0,1,19930101,19940101,1,0,1,breakup,,--,,--
05b3c7f0,single parent household,c8490ece,parent in single parent household,0,4,19930101,19940101,1,3,4,breakup,,--,,--
05b3c7f0,single parent household,cc9f0d5a,child living at home,0,4,19930101,19940101,1,3,4,breakup,,--,,--
05b3c7f0,single parent household,6cf7d311,child living at home,0,4,19930101,19940101,1,3,4,breakup,,--,,--
05b3c7f0,single parent household,8d675ad0,child living at home,0,4,19930101,19940101,1,3,4,breakup,,--,,--
cee88b25,couple with children,e82547fd,partner in couple with children,1,3,19930101,19940101,2,1,3,couple_formed,2015.0,01,2010.0,05
cee88b25,couple with children,3ed8cdf5,partner in couple with children,1,3,19930101,19940101,2,1,3,couple_formed,2015.0,01,2010.0,05
cee88b25,couple with children,d7ea05ae,child living at home,1,3,19930101,19940101,2,1,3,couple_formed,2015.0,01,2010.0,05
0c07bb31,single parent household,c0111478,parent in single parent household,0,2,19930101,19940101,1,1,2,child_born,,--,,--
0c07bb31,single parent household,8b3d1454,child living at home,0,2,19930101,19940101,1,1,2,child_born,,--,,--
3fa8e428,single person household,89fcfa0f,single person,0,1,19930101,19940101,1,0,1,breakup,,--,,--
f2c1c9bf,single person household,b516c619,single person,0,1,19930101,19940101,1,0,1,breakup,,--,,--
8e025750,single person household,b838626c,single person,0,1,19930101,19940101,1,0,1,breakup,,--,,--
82c022c2,single parent household,49d01937,parent in single parent household,0,4,19930101,19940101,1,3,4,breakup,,--,,--
82c022c2,single parent household,02930028,child living at home,0,4,19930101,19940101,1,3,4,breakup,,--,,--
