rinpersoon,GBAGEBOORTELAND,GBAGESLACHT,GBAGEBOORTELANDMOEDER,GBAGEBOORTELANDVADER,GBAAANTALOUDERSBUITENLAND,GBAHERKOMSTGROEPERING,GBAGENERATIE,GBAGEBOORTEJAAR,GBAGESLACHTMOEDER,GBAGESLACHTVADER,GBAGEBOORTEJAARMOEDER,GBAGEBOORTEJAARVADER,GBAHERKOMSTLAND,GBAGEBOORTELANDNL
9b82535c,NL,1,NL,NL,0,Western,0,1967,2,1,1931,1937,NL,1
9b84006c,NL,1,France,NL,1,Western,2,1994,2,1,1971,1974,NL,1
9b8b131c,NL,2,NL,NL,0,Western,2,1988,2,1,1958,1951,NL,1
9b8bc468,NL,1,NL,US,1,Western,2,1984,2,1,1953,1961,NL,1
9b92d7b2,NL,1,France,NL,1,Western,2,1981,2,1,1947,1957,NL,1
9b95074d,NL,2,France,NL,1,Western,2,1991,2,1,1956,1970,NL,1
9b9863ea,France,1,NL,NL,0,Western,1,1970,2,1,1950,1936,France,0
9b9970c7,NL,1,France,NL,1,Western,2,1953,2,1,1922,1922,NL,1
9ba80ae4,NL,2,NL,NL,0,Western,1,1981,2,1,1947,1945,NL,1
9bb4f946,France,1,NL,Egypt,1,Western,2,1985,2,1,1947,1960,France,0
9bb5de72,NL,2,NL,NL,0,Western,1,1997,2,1,1961,1975,NL,1
9bb98673,NL,1,NL,NL,0,Western,0,1999,2,1,1969,1977,NL,1
9bbb9c0b,NL,1,NL,US,1,Western,1,1991,2,1,1952,1957,NL,1
9bbc9e18,France,2,NL,NL,0,Western,0,1965,2,1,1937,1944,France,0
9bc10f20,NL,2,NL,NL,0,Western,-,1955,2,1,1933,1932,NL,1
9bc397fd,NL,2,NL,NL,0,Western,2,1967,2,1,1941,1944,NL,1
9bc5a583,NL,2,France,NL,1,Western,1,1991,2,1,1962,1954,NL,1
9bdb9aa2,NL,1,NL,NL,0,Western,2,1966,2,1,1938,1931,NL,1
9be52a55,NL,1,NL,France,1,Western,2,1999,2,1,1973,1972,NL,1
9be553e3,NL,1,US,NL,1,Western,2,1954,2,1,1931,1919,NL,1
9bed6933,NL,1,NL,NL,0,Western,1,1970,2,1,1940,1945,NL,1
9bee0ea3,NL,2,NL,NL,0,Western,0,1981,2,1,1948,1948,NL,1
9bf3a1e3,NL,2,France,NL,1,Western,0,1953,2,1,1921,1914,NL,1
9bf52296,NL,2,NL,NL,0,Western,2,1967,2,1,1929,1947,NL,1
9bf5cf92,NL,2,NL,NL,0,Western,2,1989,2,1,1957,1965,NL,1
9c076985,NL,1,NL,NL,0,Western,1,1991,2,1,1965,1969,NL,1
9c0c551d,NL,2,NL,France,1,Western,1,1967,2,1,1935,1938,NL,1
9c0c6a72,NL,1,NL,US,1,Western,0,1985,2,1,1952,1962,NL,1
9c0c8271,NL,1,NL,France,1,Western,0,1958,2,1,1920,1931,NL,1
9c0d0bae,Egypt,2,NL,NL,0,Non-Western,1,1960,2,1,1924,1938,Egypt,0
9c108d75,France,1,NL,NL,0,Western,0,1954,2,1,1921,1930,France,0
9c1d779f,NL,1,NL,NL,0,Western,1,1995,2,1,1959,1963,NL,1
9c20a559,NL,1,NL,NL,0,Western,0,1997,2,1,1966,1976,NL,1
9c20b8d2,NL,2,NL,NL,0,Western,2,1959,2,1,1929,1938,NL,1
9c2f2923,NL,1,NL,NL,0,Western,1,1998,2,1,1965,1960,NL,1
9c39607d,NL,2,US,NL,1,Western,1,1961,2,1,1936,1933,NL,1
9c3b6019,US,2,Egypt,NL,1,Western,0,1966,2,1,1943,1936,US,0
9c3c6f0f,NL,2,NL,France,1,Western,1,1956,2,1,1936,1921,NL,1
9c3d014c,NL,1,NL,NL,0,Western,0,1966,2,1,1944,1945,NL,1
9c43461b,NL,2,NL,NL,0,Western,0,1950,2,1,1916,1927,NL,1
9c471a51,NL,2,NL,France,1,Western,1,1989,2,1,1957,1965,NL,1
9c47d7ba,NL,1,France,NL,1,Western,0,1961,2,1,1927,1936,NL,1
9c50db39,NL,1,NL,NL,0,Western,0,1982,2,1,1943,1952,NL,1
9c51e9c9,NL,1,NL,NL,0,Western,2,1966,2,1,1938,1939,NL,1
9c540f02,NL,2,NL,NL,0,Western,0,1961,2,1,1924,1926,NL,1
9c59b430,NL,2,NL,NL,0,Western,2,1995,2,1,1971,1961,NL,1
9c61c989,NL,2,NL,NL,0,Western,0,1991,2,1,1970,1955,NL,1
9c694baa,NL,2,NL,NL,0,Western,0,1987,2,1,1953,1958,NL,1
9c6c2e02,NL,1,France,NL,1,Western,0,1988,2,1,1952,1950,NL,1
9c6d98e5,NL,2,NL,NL,0,Western,1,1999,2,1,1964,1976,NL,1
9c7000c6,France,1,Egypt,NL,1,Western,2,1951,2,1,1923,1917,France,0
9c7a1d34,NL,-,France,NL,1,Western,0,1993,2,1,1966,1964,NL,1
9c81de5e,NL,2,NL,NL,0,Western,1,1953,2,1,1914,1914,NL,1
9c885950,NL,2,NL,NL,0,Western,0,1987,2,1,1952,1961,NL,1
9c887746,NL,1,NL,NL,0,Western,2,1967,2,1,1947,1944,NL,1
9c9be588,France,1,NL,NL,0,Western,1,1954,2,1,1917,1924,France,0
9ca00c6c,NL,2,NL,France,1,Western,2,1950,2,1,1924,1919,NL,1
9ca1b9c7,NL,1,France,France,2,Western,1,1961,2,1,1926,1941,NL,1
9cabac78,France,2,Egypt,NL,1,Western,1,1989,2,1,1957,1952,France,0
9cac1606,NL,2,France,France,2,Western,1,1958,2,1,1931,1931,NL,1
9cb1c987,NL,2,NL,NL,0,Western,2,1981,2,1,1948,1960,NL,1
9cb959ea,NL,1,NL,NL,0,Western,1,1999,2,1,1979,1973,NL,1
9cc3a4fd,NL,1,NL,NL,0,Western,2,1985,2,1,1950,1946,NL,1
9cc70824,NL,2,NL,NL,0,Western,0,1967,2,1,1934,1929,NL,1
9cd3cd07,NL,2,NL,NL,0,Western,1,1962,2,1,1927,1937,NL,1
9ce3a1cd,NL,1,NL,NL,0,Western,2,1983,2,1,1961,1948,NL,1
9ce94e5c,France,2,NL,France,1,Western,1,1951,2,1,1924,1925,France,0
9cea9162,France,2,NL,NL,0,Western,1,1983,2,1,1944,1960,France,0
9cfb5292,NL,2,NL,NL,0,Western,2,1986,2,1,1955,1949,NL,1
9cff2e3e,NL,1,NL,NL,0,Western,1,1957,2,1,1927,1930,NL,1
9d013ea1,NL,-,NL,NL,0,Western,1,1980,2,1,1946,1957,NL,1
9d04db06,NL,1,NL,NL,0,Western,1,1950,2,1,1923,1911,NL,1
9d0bb7b5,NL,2,France,NL,1,Western,1,1982,2,1,1951,1950,NL,1
9d0fd279,NL,2,NL,NL,0,Western,2,1989,2,1,1952,1962,NL,1
9d11db7d,NL,1,NL,NL,0,Western,1,1960,2,1,1937,1929,NL,1
9d14746d,NL,2,France,NL,1,Western,2,1954,2,1,1930,1918,NL,1
9d2c0021,US,1,NL,France,1,Western,2,1955,1,1,1934,1934,US,0
9d2ffa27,France,2,NL,NL,0,Western,0,1989,2,1,1969,1951,France,0
9d332014,NL,1,NL,NL,0,Western,1,1962,2,1,1929,1939,NL,1
9d33fc52,NL,2,NL,France,1,Western,0,1987,2,1,1960,1964,NL,1
9d389a2d,NL,1,France,NL,1,Western,1,1997,2,1,1961,1977,NL,1
9d3fd5a4,NL,1,France,NL,1,Western,2,1990,2,1,1961,1953,NL,1
9d465d76,France,1,NL,NL,0,Western,1,1983,2,1,1963,1949,France,0
9d4e8650,NL,2,NL,France,1,Western,0,1991,2,1,1961,1971,NL,1
9d530133,NL,1,Egypt,France,2,Western,1,1963,2,1,1930,1927,NL,1
9d653b4d,NL,2,NL,NL,0,Western,0,1990,2,1,1957,1967,NL,1
9d6596f1,NL,2,NL,NL,0,Western,2,1986,2,1,1965,1951,NL,1
9d66cdfd,NL,1,NL,NL,0,Western,1,1963,2,1,1943,1940,NL,1
9d6d1adc,Egypt,2,NL,France,1,Non-Western,0,1953,2,1,1933,1930,Egypt,0
9d6dbc6d,NL,2,NL,NL,0,Western,2,1997,2,1,1977,1970,NL,1
9d71e8f7,NL,2,NL,NL,0,Western,0,1987,2,1,1961,1962,NL,1
9d88900e,NL,2,NL,France,1,Western,2,1994,2,1,1967,1974,NL,1
9d89fd48,NL,1,NL,NL,0,Western,0,1957,2,1,1923,1936,NL,1
9d8aa3f4,NL,2,NL,NL,0,Western,2,1981,2,-,1953,1950,NL,1
9d8dd256,NL,1,NL,NL,0,Western,1,1961,2,1,1939,1931,NL,1
9da5b3f0,NL,2,NL,NL,0,Western,0,1981,2,1,1954,1958,NL,1
9dad1e4b,NL,2,NL,NL,0,Western,1,1981,2,1,1956,1945,NL,1
9db377bc,NL,1,NL,NL,0,Western,2,1953,2,1,1919,1932,NL,1
9dbabb12,NL,1,NL,NL,0,Western,0,1953,2,1,1925,1922,NL,1
9dbb23f3,NL,1,France,NL,1,Western,1,1986,2,1,1956,1958,NL,1
9dbec167,NL,1,NL,NL,0,Western,1,1998,2,1,1970,1974,NL,1
9dcc2070,NL,2,NL,NL,0,Western,2,1992,2,1,1953,1956,NL,1
9dd19f33,NL,1,NL,NL,0,Western,0,1956,2,1,1934,1932,NL,1
9dd3be58,NL,2,NL,NL,0,Western,1,1962,2,1,1924,1932,NL,1
9dd821b2,NL,2,NL,NL,0,Western,1,1970,2,1,1934,1950,NL,1
9ddadeb9,NL,2,NL,France,1,Western,0,1967,2,1,1942,1937,NL,1
9ddd13fe,NL,2,NL,NL,0,Western,2,1950,2,1,1914,1926,NL,1
9ddfb3a5,NL,1,NL,NL,0,Western,0,1951,2,1,1922,1930,NL,1
9de346e6,NL,1,NL,NL,0,Western,1,1953,2,1,1919,1914,NL,1
9de37aac,France,2,NL,NL,0,Western,2,1954,2,1,1919,1919,France,0
9de48ee3,NL,2,NL,France,1,Western,1,1956,2,1,1930,1918,NL,1
9de89938,NL,2,France,France,2,Western,0,1952,2,1,1930,1919,NL,1
9de9a09d,US,1,NL,NL,0,Western,0,1963,2,1,1926,1939,US,0
9def672c,France,1,NL,France,1,Western,1,1968,2,1,1938,1932,France,0
9df15f0e,NL,1,NL,NL,0,Western,1,1956,2,1,1922,1923,NL,1
9df3b7f8,NL,2,NL,NL,0,Western,1,1999,2,1,1967,1973,NL,1
9df52504,NL,2,NL,NL,0,Western,2,1988,2,1,1949,1964,NL,1
9df6816a,NL,1,NL,NL,0,Western,0,1962,2,1,1931,1929,NL,1
9df9d4ff,France,2,NL,NL,0,Western,2,1964,2,1,1930,1940,France,0
9dfe5e63,Egypt,1,NL,France,1,Non-Western,0,1980,2,1,1941,1958,Egypt,0
9e02211d,NL,1,NL,France,1,Western,1,1967,2,1,1931,1941,NL,1
9e082512,NL,2,NL,NL,0,Western,1,1969,2,1,1935,1931,NL,1
9e0d8edc,NL,1,NL,NL,0,Western,1,1989,2,2,1954,1964,NL,1
9e0f28f4,NL,1,NL,NL,0,Western,2,1994,2,1,1959,1960,NL,1
9e0fa022,NL,1,NL,NL,0,Western,2,1991,2,1,1966,1965,NL,1
9e1851b1,NL,2,NL,NL,0,Western,1,1980,2,1,1957,1958,NL,1
9e19884e,France,2,NL,NL,0,Western,1,1966,2,1,1942,1946,France,0
9e1a652a,NL,1,France,NL,1,Western,1,1960,2,1,1923,1940,NL,1
9e2f40c2,NL,2,NL,NL,0,Western,2,1996,1,1,1959,1964,NL,1
9e31c4f4,NL,1,NL,France,1,Western,2,1995,2,1,1959,1958,NL,1
9e33839d,NL,2,US,NL,1,Western,0,1992,2,1,1953,1955,NL,1
9e388cb6,France,2,NL,NL,0,Western,0,1986,2,1,1948,1966,France,0
9e3dfe51,NL,1,NL,NL,0,Western,2,1987,2,1,1957,1951,NL,1
9e3fbf0e,NL,1,NL,NL,0,Western,1,1992,2,1,1956,1961,NL,1
9e44bebb,NL,2,NL,NL,0,Western,1,1981,2,1,1957,1949,NL,1
9e498659,NL,2,NL,NL,0,Western,0,1957,2,1,1918,1920,NL,1
9e4a6515,NL,2,France,NL,1,Western,1,1968,2,1,1941,1939,NL,1
9e4b2403,NL,1,NL,NL,0,Western,0,1969,2,1,1949,1930,NL,1
9e4b8fbe,NL,2,France,France,2,Western,1,1995,2,1,1964,1972,NL,1
9e4feb3f,NL,1,NL,NL,0,Western,1,1960,2,1,1929,1927,NL,1
9e506632,NL,1,NL,France,1,Western,1,1967,2,1,1941,1936,NL,1
9e5ed2e5,NL,2,NL,NL,0,Western,2,1959,2,1,1927,1920,NL,1
9e6240cc,NL,2,NL,NL,0,Western,2,1956,2,1,1918,1919,NL,1
9e67b743,NL,2,NL,NL,0,Western,2,1994,2,1,1963,1971,NL,1
9e68042b,NL,1,NL,France,1,Western,2,1999,2,1,1971,1961,NL,1
9e68c897,France,1,NL,NL,0,Western,0,1984,2,1,1953,1948,France,0
9e6b2c5d,NL,1,NL,NL,0,Western,1,1967,2,1,1936,1945,NL,1
9e6baaeb,NL,2,NL,NL,0,Western,-,1984,2,1,1956,1962,NL,1
9e6cf9b3,NL,-,NL,NL,0,Western,2,1955,2,1,1917,1921,NL,1
9e71dce6,France,1,NL,NL,0,Western,0,1953,2,1,1920,1933,France,0
9e732131,NL,2,NL,NL,0,Western,0,1989,2,1,1958,1950,NL,1
9e750aad,NL,1,France,NL,1,Western,1,1999,2,1,1964,1969,NL,1
9e76d227,NL,1,France,NL,1,Western,2,1987,2,1,1958,1959,NL,1
9e77e0f6,NL,1,NL,NL,0,Western,1,1992,2,1,1965,1972,NL,1
9e79834a,NL,1,NL,France,1,Western,0,1959,2,1,1927,1922,NL,1
9e7dcd66,NL,2,NL,NL,0,Western,2,1999,2,1,1976,1976,NL,1
9e8af916,NL,1,France,NL,1,Western,1,1951,2,1,1913,1920,NL,1
9e8fc8b7,France,2,NL,NL,0,Western,2,1985,2,1,1949,1961,France,0
9e90c05a,NL,2,NL,NL,0,Western,0,1963,2,1,1933,1935,NL,1
9e9137b3,NL,2,Egypt,France,2,Western,0,1986,2,1,1955,1954,NL,1
9e95f097,NL,1,NL,NL,0,Western,0,1952,2,1,1916,1918,NL,1
9e9cc0ce,NL,2,NL,NL,0,Western,0,1955,2,1,1916,1923,NL,1
9e9e302a,NL,1,NL,NL,0,Western,0,1996,2,1,1960,1968,NL,1
9ea1e0d6,NL,2,NL,NL,0,Western,1,1984,2,1,1954,1960,NL,1
9eada6e5,NL,2,NL,NL,0,Western,2,1952,2,1,1931,1914,NL,1
9eae9733,France,1,NL,NL,0,Western,2,1981,2,1,1954,1958,France,0
9eb8885b,US,1,NL,NL,0,Western,2,1985,2,1,1964,1957,US,0
9ec4629a,NL,-,US,NL,1,Western,0,1957,2,1,1929,1924,NL,1
9ec4f0f8,NL,2,NL,NL,0,Western,0,1953,2,1,1921,1920,NL,1
9ec8abbd,NL,2,NL,NL,0,Western,2,1986,2,-,1965,1953,NL,1
9ecc49d9,NL,1,France,NL,1,Western,1,1992,2,1,1966,1967,NL,1
9edd67ee,NL,1,NL,NL,0,Western,1,1987,2,1,1961,1962,NL,1
9ee4e52e,NL,-,France,NL,1,Western,0,1981,2,1,1949,1957,NL,1
9ee6ee6e,NL,1,NL,NL,0,Western,2,1957,2,1,1922,1920,NL,1
9eeb0678,NL,1,NL,NL,0,Western,2,1987,2,1,1967,1967,NL,1
9eec9fd1,NL,2,NL,NL,0,Western,2,1966,2,1,1942,1940,NL,1
9eecf537,NL,2,NL,NL,0,Western,1,1965,2,1,1934,1929,NL,1
9eedca4b,NL,2,France,NL,1,Western,0,1997,2,1,1962,1971,NL,1
9ef98acd,NL,1,NL,NL,0,Western,0,1994,2,1,1955,1962,NL,1
9efc5e9b,NL,1,NL,NL,0,Western,1,1991,2,1,1966,1967,NL,1
9efd7fa5,NL,2,NL,France,1,Western,0,1984,2,1,1962,1964,NL,1
9f0c7ab6,France,1,NL,NL,0,Western,2,1988,2,1,1968,1954,France,0
9f0ed95a,NL,1,France,France,2,Western,0,1992,2,1,1956,1963,NL,1
9f10c257,NL,1,NL,France,1,Western,1,1996,2,1,1967,1957,NL,1
9f14b5dd,NL,1,Egypt,NL,1,Western,1,1993,2,1,1957,1962,NL,1
9f189c0f,NL,1,NL,NL,0,Western,2,1961,2,1,1927,1930,NL,1
9f2a65e9,NL,1,NL,US,1,Western,2,1991,2,1,1968,1968,NL,1
9f34547f,NL,1,NL,NL,0,Western,1,1983,2,1,1950,1959,NL,1
9f3cc1c6,NL,2,NL,NL,0,Western,1,1995,2,1,1972,1956,NL,1
9f3e401c,France,1,NL,France,1,Western,1,1990,2,1,1958,1957,France,0
9f476436,NL,1,France,NL,1,Western,1,1980,2,1,1949,1954,NL,1
9f4a216e,NL,2,NL,NL,0,Western,1,1996,2,1,1968,1971,NL,1
9f4a305f,France,1,France,NL,1,Western,0,1986,2,1,1950,1950,France,0
9f4ec41a,NL,1,NL,France,1,Western,1,1956,-,1,1917,1933,NL,1
9f4ed8c0,NL,1,NL,NL,0,Western,1,1953,2,1,1925,1915,NL,1
9f537b53,NL,1,NL,NL,0,Western,0,1990,2,1,1969,1967,NL,1
9f53a181,NL,2,France,NL,1,Western,0,1982,2,1,1948,1948,NL,1
9f56c7ff,NL,1,NL,NL,0,Western,0,1950,2,1,1918,1924,NL,1
9f5c265d,NL,2,NL,US,1,Western,1,1980,2,1,1953,1950,NL,1
9f5cba62,NL,2,NL,France,1,Western,2,1997,2,2,1975,1964,NL,1
9f5e7455,NL,2,France,NL,1,Western,0,1957,2,1,1926,1935,NL,1
9f636db8,NL,2,NL,NL,0,Western,0,1951,2,1,1915,1918,NL,1
9f69a70c,NL,1,NL,NL,0,Western,2,1999,2,1,1976,1971,NL,1
9f6cf031,NL,1,NL,France,1,Western,2,1962,2,1,1936,1933,NL,1
9f76cc8e,NL,2,NL,NL,0,Western,2,1997,2,1,1963,1973,NL,1
9f7a28f1,NL,1,NL,NL,0,Western,1,1990,2,1,1955,1969,NL,1
9f7adefc,NL,2,NL,France,1,Western,0,1980,2,1,1957,1950,NL,1
9f7ce1d3,NL,2,NL,NL,0,Western,1,1970,2,1,1934,1945,NL,1
9f856eeb,NL,2,NL,NL,0,Western,2,1988,2,1,1957,1953,NL,1
9f8e41bb,NL,2,NL,NL,0,Western,2,1983,2,1,1959,1949,NL,1
9f972f08,France,1,NL,France,1,Western,1,1987,2,1,1963,1958,France,0
9f98c753,NL,2,NL,France,1,Western,1,1980,2,1,1957,1941,NL,1
9fab9d12,NL,2,NL,France,1,Western,-,1959,2,1,1923,1925,NL,1
9fb6a02a,NL,2,NL,NL,0,Western,0,1966,2,1,1936,1938,NL,1
9fba2967,France,2,NL,NL,0,Western,0,1985,2,1,1965,1948,France,0
9fc5bcbb,NL,1,NL,NL,0,Western,2,1990,2,1,1964,1959,NL,1
9fc76206,France,2,NL,NL,0,Western,1,1989,2,1,1951,1954,France,0
9fcb4487,France,2,NL,NL,0,Western,2,1960,2,1,1925,1935,France,0
9fcb4c8b,France,1,NL,NL,0,Western,0,1962,2,1,1935,1938,France,0
9fd0df45,NL,2,France,NL,1,Western,1,1986,2,1,1952,1959,NL,1
9fd251de,NL,1,NL,Egypt,1,Western,2,1963,2,1,1931,1936,NL,1
9fd4e78b,NL,1,NL,NL,0,Western,2,1991,2,1,1969,1952,NL,1
9fd7099d,NL,2,France,NL,1,Western,0,1994,2,1,1960,1957,NL,1
9ff1b8eb,NL,2,NL,NL,0,Western,2,1957,2,1,1921,1920,NL,1
9ff39a60,NL,1,NL,France,1,Western,0,1955,2,1,1925,1933,NL,1
a00ca1ba,NL,2,NL,France,1,Western,1,1953,2,1,1916,1933,NL,1
a00ea521,NL,2,France,NL,1,Western,0,1967,2,1,1929,1930,NL,1
a00f3488,NL,1,NL,NL,0,Western,1,1990,2,1,1967,1958,NL,1
a00f5bd1,NL,1,NL,US,1,Western,2,1985,2,1,1963,1946,NL,1
a00fb271,NL,2,NL,NL,0,Western,0,1957,2,1,1921,1920,NL,1
a011d73d,NL,1,NL,NL,0,Western,1,1959,2,1,1921,1923,NL,1
a01281b7,France,1,NL,NL,0,Western,0,1951,2,1,1926,1924,France,0
a016c557,NL,1,NL,France,1,Western,1,1966,2,1,1937,1932,NL,1
a0175581,NL,2,NL,NL,0,Western,0,1988,2,1,1958,1957,NL,1
a017f472,NL,1,Egypt,NL,1,Western,2,1986,2,1,1964,1949,NL,1
a0186322,NL,1,France,NL,1,Western,0,1986,2,1,1952,1947,NL,1
a02ae577,NL,2,NL,NL,0,Western,0,1967,2,1,1933,1928,NL,1
a02d8062,France,2,NL,NL,0,Western,0,1964,2,1,1939,1937,France,0
a02e97b6,US,1,NL,NL,0,Western,2,1952,2,1,1914,1929,US,0
a0304e6c,NL,1,NL,France,1,Western,1,1986,2,1,1955,1954,NL,1
a0339a95,France,1,NL,NL,0,Western,2,1965,2,1,1934,1938,France,0
a035521a,NL,1,NL,NL,0,Western,0,1969,2,1,1949,1934,NL,1
a03ad846,NL,2,NL,NL,0,Western,0,1953,2,1,1917,1920,NL,1
a0485d74,NL,2,NL,NL,0,Western,0,1981,2,1,1945,1945,NL,1
a04f90c3,NL,2,NL,NL,0,Western,2,1982,2,1,1951,1958,NL,1
a0508ff8,NL,2,France,NL,1,Western,0,1988,2,1,1960,1960,NL,1
a050d207,NL,2,NL,France,1,Western,0,1964,2,1,1928,1932,NL,1
a0606e26,NL,1,NL,NL,0,Western,1,1986,2,1,1950,1953,NL,1
a061f1a8,NL,2,NL,NL,0,Western,2,1992,2,1,1971,1953,NL,1
a0654b82,NL,2,NL,France,1,Western,1,1991,2,1,1966,1959,NL,1
a06d7583,NL,1,France,NL,1,Western,2,1993,-,1,1954,1962,NL,1
a07178a5,NL,2,NL,France,1,Western,-,1993,2,1,1969,1973,NL,1
a071c412,NL,2,Egypt,NL,1,Western,0,1991,2,1,1954,1968,NL,1
a074bfcc,NL,2,NL,NL,0,Western,2,1958,2,1,1923,1930,NL,1
a0790b00,US,2,NL,NL,0,Western,1,1990,2,1,1968,1957,US,0
a07b9387,US,1,France,NL,1,Western,2,1967,2,1,1938,1947,US,0
a081f4bb,NL,1,NL,NL,0,Western,1,1992,2,1,1958,1968,NL,1
a083e975,NL,-,NL,France,1,Western,0,1991,2,1,1968,1967,NL,1
a0865b25,NL,1,Egypt,NL,1,Western,1,1987,2,1,1957,1950,NL,1
a089c76d,NL,1,France,France,2,Western,2,1982,2,1,1951,1946,NL,1
a0934be0,NL,1,NL,France,1,Western,1,1991,2,1,1964,1958,NL,1
a095d3a9,NL,1,NL,NL,0,Western,1,1982,2,1,1949,1946,NL,1
a096041d,NL,2,NL,France,1,Western,1,1992,2,1,1970,1963,NL,1
a0962931,NL,2,NL,NL,0,Western,0,1969,2,1,1932,1946,NL,1
a09844fd,NL,1,France,France,2,Western,1,1986,2,1,1966,1961,NL,1
a0a3524d,NL,2,NL,France,1,Western,1,1983,2,1,1952,1945,NL,1
a0a950f2,NL,2,NL,NL,0,Western,1,1983,2,1,1945,1944,NL,1
a0b1584c,NL,1,France,France,2,Western,1,1989,2,1,1954,1950,NL,1
a0b49884,NL,2,NL,NL,0,Western,1,1970,2,1,1941,1940,NL,1
a0b8be93,NL,1,NL,NL,0,Western,0,1952,2,1,1923,1920,NL,1
a0bfc4a1,NL,1,NL,NL,0,Western,2,1985,2,1,1956,1958,NL,1
a0bffc79,NL,2,NL,NL,0,Western,1,1997,2,1,1959,1959,NL,1
a0c5e7e8,France,2,NL,France,1,Western,0,1950,2,1,1930,1925,France,0
a0cbb498,NL,2,NL,NL,0,Western,0,1964,2,1,1929,1927,NL,1
a0cf5fe8,NL,2,NL,NL,0,Western,1,1998,2,1,1974,1971,NL,1
a0cf7a95,NL,2,NL,NL,0,Western,1,1998,2,1,1977,1962,NL,1
a0d0ff14,NL,1,NL,NL,0,Western,1,1986,2,1,1951,1964,NL,1
a0d71700,NL,1,NL,NL,0,Western,0,1956,2,1,1919,1932,NL,1
a0d8ec9a,NL,2,NL,NL,0,Western,2,1952,2,1,1930,1919,NL,1
a0dd7248,France,2,NL,NL,0,Western,1,1980,2,1,1960,1953,France,0
a0dfe8ee,NL,1,NL,NL,0,Western,0,1964,2,1,1928,1926,NL,1
a0e072b6,NL,1,NL,NL,0,Western,2,1959,2,1,1932,1921,NL,1
a0e615eb,NL,1,NL,NL,0,Western,0,1991,2,1,1962,1962,NL,1
a0ef0abf,NL,1,NL,NL,0,Western,1,1967,2,1,1947,1936,NL,1
a0f64ff0,NL,1,NL,NL,0,Western,1,1965,2,1,1933,1942,NL,1
a0f99654,NL,1,NL,US,1,Western,2,1967,2,1,1937,1936,NL,1
a0fbecbe,NL,1,France,NL,1,Western,2,1984,2,1,1949,1960,NL,1
a105023e,Egypt,2,NL,NL,0,Non-Western,0,1955,2,1,1921,1922,Egypt,0
a116b834,NL,1,France,NL,1,Western,2,1956,2,-,1936,1934,NL,1
a118efbd,NL,2,NL,France,1,Western,0,1965,2,1,1935,1937,NL,1
a11db89e,NL,2,NL,NL,0,Western,2,1989,2,1,1965,1953,NL,1
a1278422,France,2,France,France,2,Western,1,1989,2,1,1954,1960,France,0
a12a7dfb,NL,2,NL,NL,0,Western,2,1990,2,1,1954,1961,NL,1
a12a8f76,NL,1,NL,NL,0,Western,0,1959,2,1,1932,1923,NL,1
a12c3e36,NL,1,US,NL,1,Western,1,1992,2,1,1960,1957,NL,1
a12d3305,Egypt,2,NL,NL,0,Non-Western,2,1983,2,1,1952,1956,Egypt,0
a12e6078,NL,1,NL,NL,0,Western,1,1969,2,1,1945,1946,NL,1
a135d43c,NL,2,NL,NL,0,Western,1,1961,2,1,1927,1924,NL,1
a137610e,NL,1,NL,NL,0,Western,1,1964,2,1,1942,1929,NL,1
a13b4df5,NL,-,NL,NL,0,Western,1,1967,2,1,1937,1937,NL,1
a13ea5d0,NL,1,NL,France,1,Western,0,1994,2,1,1958,1965,NL,1
a14b4431,NL,2,NL,NL,0,Western,1,1999,2,1,1973,1971,NL,1
a151f3b1,NL,2,France,France,2,Western,2,1996,2,1,1962,1968,NL,1
a1587ac2,NL,1,NL,NL,0,Western,0,1994,2,1,1959,1957,NL,1
a15b3fbe,NL,1,NL,France,1,Western,2,1989,2,1,1955,1963,NL,1
a16249cb,NL,1,France,NL,1,Western,2,1989,2,1,1964,1964,NL,1
a16b1009,NL,2,France,US,2,Western,0,1956,2,1,1922,1922,NL,1
a16fd47f,NL,2,NL,Egypt,1,Western,0,1957,2,1,1937,1923,NL,1
a17280dc,France,2,US,NL,1,Western,1,1950,2,1,1919,1924,France,0
a175478f,NL,1,NL,NL,0,Western,1,1987,2,1,1960,1960,NL,1
a176e24a,NL,2,France,NL,1,Western,1,1964,2,1,1940,1935,NL,1
a17c2163,NL,1,NL,US,1,Western,1,1998,2,1,1973,1977,NL,1
a17d3594,NL,1,NL,NL,0,Western,0,1988,2,1,1966,1957,NL,1
a1926c99,NL,1,France,France,2,Western,2,1954,-,1,1934,1923,NL,1
a194a32e,NL,2,NL,France,1,Western,1,1996,2,1,1961,1975,NL,1
a19ef81b,NL,1,NL,NL,0,Western,0,1953,2,2,1929,1931,NL,1
a1a36a12,NL,1,NL,NL,0,Western,1,1958,2,1,1933,1924,NL,1
a1a4a3ea,NL,2,NL,France,1,Western,0,1999,2,1,1975,1979,NL,1
a1a7be0e,NL,2,NL,NL,0,Western,0,1983,2,1,1950,1959,NL,1
a1af0ec9,NL,2,France,NL,1,Western,1,1983,2,1,1960,1958,NL,1
a1b0ec38,NL,2,NL,France,1,Western,0,1964,2,1,1931,1944,NL,1
a1b6ebf3,NL,2,NL,NL,0,Western,1,1984,2,1,1954,1960,NL,1
a1b99d9a,NL,2,NL,NL,0,Western,0,1991,2,1,1968,1970,NL,1
a1c8748c,NL,2,NL,NL,0,Western,1,1961,2,1,1927,1940,NL,1
