HOUSEKEEPING_NR,TYPHH,rinpersoon,PLHH,REFPERSOONHH,NUMBERPERSHH,DATE_STIRTHH,DATUMEINDEHH,AANTALOVHH,AANTALKINDHH,BIRTHEDYOUNGCHILDHH,GEBMAANDJONGSTEKINDHH,GEBJAAROUDSTEKINDHH,BMAANDOUDSTEKINDHH
0dc2dd55,couple with children,2d457d5f,child living at home,0,3,1994-01-01,1995-01-01,2,1,2015.0,01,2010.0,05
ddf33ad3,single parent household,28a097ab,parent in single parent household,0,3,1994-01-01,1995-01-01,1,2,,--,,--
ddf33ad3,single parent household,2707d4e0,child living at home,0,3,1994-01-01,1995-01-01,1,2,,--,,--
ddf33ad3,single parent household,21ecd92b,child living at home,0,3,1994-01-01,1995-01-01,1,2,,--,,--
81dc7733,couple with children,a89314ac,partner in couple with children,1,3,1994-01-01,1995-01-01,2,1,2015.0,01,2010.0,05
81dc7733,couple with children,9554b54a,partner in couple with children,1,3,1994-01-01,1995-01-01,2,1,2015.0,01,2010.0,05
81dc7733,couple with children,b8d0c87e,child living at home,1,3,1994-01-01,1995-01-01,2,1,2015.0,01,2010.0,05
100e7e07,couple with children,761df28c,partner in couple with children,1,5,1994-01-01,1995-01-01,2,3,2015.0,01,2010.0,05
100e7e07,couple with children,0e30c262,child living at home,1,5,1994-01-01,1995-01-01,2,3,2015.0,01,2010.0,05
100e7e07,couple with children,87262451,child living at home,1,5,1994-01-01,1995-01-01,2,3,2015.0,01,2010.0,05
100e7e07,couple with children,8d478736,partner in couple with children,1,5,1994-01-01,1995-01-01,2,3,2015.0,01,2010.0,05
100e7e07,couple with children,242743fd,child living at home,1,5,1994-01-01,1995-01-01,2,3,2015.0,01,2010.0,05
890f5cfe,couple with children,d5268abb,partner in couple with children,0,3,1994-01-01,1995-01-01,2,1,2015.0,01,2010.0,05
890f5cfe,couple with children,56b25cd7,partner in couple with children,0,3,1994-01-01,1995-01-01,2,1,2015.0,01,2010.0,05
890f5cfe,couple with children,2d1ba0a5,child living at home,0,3,1994-01-01,1995-01-01,2,1,2015.0,01,2010.0,05
1db0cd85,couple with children,c2921c9d,partner in couple with children,0,4,1994-01-01,1995-01-01,2,2,2015.0,01,2010.0,05
1db0cd85,couple with children,4d5f864d,child living at home,0,4,1994-01-01,1995-01-01,2,2,2015.0,01,2010.0,05
1db0cd85,couple with children,934a8721,partner in couple with children,0,4,1994-01-01,1995-01-01,2,2,2015.0,01,2010.0,05
1db0cd85,couple with children,e9e764db,child living at home,0,4,1994-01-01,1995-01-01,2,2,2015.0,01,2010.0,05
0760ceb9,single person household,0d302242,single person,0,1,1994-01-01,1995-01-01,1,0,,--,,--
4a40e9d6,single parent household,b58fe046,parent in single parent household,0,3,1994-01-01,1995-01-01,1,2,,--,,--
4a40e9d6,single parent household,5d71be0c,child living at home,0,3,1994-01-01,1995-01-01,1,2,,--,,--
4a40e9d6,single parent household,ca9fd164,child living at home,0,3,1994-01-01,1995-01-01,1,2,,--,,--
3f74dfbc,couple with children,d13d415e,partner in couple with children,0,5,1994-01-01,1995-01-01,2,3,2015.0,01,2010.0,05
3f74dfbc,couple with children,678c09b8,partner in couple with children,0,5,1994-01-01,1995-01-01,2,3,2015.0,01,2010.0,05
3f74dfbc,couple with children,99cb489e,child living at home,0,5,1994-01-01,1995-01-01,2,3,2015.0,01,2010.0,05
3f74dfbc,couple with children,73f902fd,child living at home,0,5,1994-01-01,1995-01-01,2,3,2015.0,01,2010.0,05
3f74dfbc,couple with children,ff6b9882,child living at home,0,5,1994-01-01,1995-01-01,2,3,2015.0,01,2010.0,05
98494c83,couple without children,d487548b,partner in couple without children,0,2,1994-01-01,1995-01-01,2,0,2015.0,01,2010.0,05
98494c83,couple without children,cf188e9e,partner in couple without children,0,2,1994-01-01,1995-01-01,2,0,2015.0,01,2010.0,05
23ae98aa,couple without children,6c7764d8,partner in couple without children,1,2,1994-01-01,1995-01-01,2,0,2015.0,01,2010.0,05
23ae98aa,couple without children,678a040d,partner in couple without children,1,2,1994-01-01,1995-01-01,2,0,2015.0,01,2010.0,05
1b10bc97,couple with children,841030bd,partner in couple with children,0,3,1994-01-01,1995-01-01,2,1,2015.0,01,2010.0,05
1b10bc97,couple with children,359722c1,partner in couple with children,0,3,1994-01-01,1995-01-01,2,1,2015.0,01,2010.0,05
1b10bc97,couple with children,7419b1d5,child living at home,0,3,1994-01-01,1995-01-01,2,1,2015.0,01,2010.0,05
eb8f89c0,couple with children,f435ebc1,partner in couple with children,1,4,1994-01-01,1995-01-01,2,2,2015.0,01,2010.0,05
eb8f89c0,couple with children,d9eda59d,child living at home,1,4,1994-01-01,1995-01-01,2,2,2015.0,01,2010.0,05
eb8f89c0,couple with children,2061558e,child living at home,1,4,1994-01-01,1995-01-01,2,2,2015.0,01,2010.0,05
eb8f89c0,couple with children,6683d80c,partner in couple with children,1,4,1994-01-01,1995-01-01,2,2,2015.0,01,2010.0,05
cb8a8b0d,single parent household,3f4b9328,parent in single parent household,1,2,1994-01-01,1995-01-01,1,1,,--,,--
cb8a8b0d,single parent household,20196197,child living at home,1,2,1994-01-01,1995-01-01,1,1,,--,,--
6f4cea9d,couple with children,6fabb65e,partner in couple with children,0,4,1994-01-01,1995-01-01,2,2,2015.0,01,2010.0,05
6f4cea9d,couple with children,c338ceb1,child living at home,0,4,1994-01-01,1995-01-01,2,2,2015.0,01,2010.0,05
6f4cea9d,couple with children,19fb8f76,child living at home,0,4,1994-01-01,1995-01-01,2,2,2015.0,01,2010.0,05
6f4cea9d,couple with children,46b505a6,partner in couple with children,0,4,1994-01-01,1995-01-01,2,2,2015.0,01,2010.0,05
562da4fb,couple with children,ce9427ee,partner in couple with children,1,4,1994-01-01,1995-01-01,2,2,2015.0,01,2010.0,05
562da4fb,couple with children,d7aa5f87,partner in couple with children,1,4,1994-01-01,1995-01-01,2,2,2015.0,01,2010.0,05
562da4fb,couple with children,0cb80b58,child living at home,1,4,1994-01-01,1995-01-01,2,2,2015.0,01,2010.0,05
562da4fb,couple with children,e11d0757,child living at home,1,4,1994-01-01,1995-01-01,2,2,2015.0,01,2010.0,05
0b8168f8,couple with children,f069856a,partner in couple with children,1,3,1994-01-01,1995-01-01,2,1,2015.0,01,2010.0,05
0b8168f8,couple with children,183ef5f3,child living at home,1,3,1994-01-01,1995-01-01,2,1,2015.0,01,2010.0,05
0b8168f8,couple with children,d1e4b544,partner in couple with children,1,3,1994-01-01,1995-01-01,2,1,2015.0,01,2010.0,05
54ee1199,single person household,a065a60e,single person,1,1,1994-01-01,1995-01-01,1,0,,--,,--
fc4fdd10,single parent household,91a48532,parent in single parent household,0,2,1994-01-01,1995-01-01,1,1,,--,,--
fc4fdd10,single parent household,2e034bc2,child living at home,0,2,1994-01-01,1995-01-01,1,1,,--,,--
8025da67,couple with children,c8625a2a,partner in couple with children,0,7,1994-01-01,1995-01-01,2,5,2015.0,01,2010.0,05
8025da67,couple with children,56f21f55,child living at home,0,7,1994-01-01,1995-01-01,2,5,2015.0,01,2010.0,05
8025da67,couple with children,8e4c24e7,child living at home,0,7,1994-01-01,1995-01-01,2,5,2015.0,01,2010.0,05
8025da67,couple with children,245acfda,partner in couple with children,0,7,1994-01-01,1995-01-01,2,5,2015.0,01,2010.0,05
8025da67,couple with children,140ccda3,child living at home,0,7,1994-01-01,1995-01-01,2,5,2015.0,01,2010.0,05
8025da67,couple with children,710c492f,child living at home,0,7,1994-01-01,1995-01-01,2,5,2015.0,01,2010.0,05
8025da67,couple with children,24f5df1e,child living at home,0,7,1994-01-01,1995-01-01,2,5,2015.0,01,2010.0,05
84e317f0,single person household,2c355d86,single person,1,1,1994-01-01,1995-01-01,1,0,,--,,--
8221a77b,couple with children,4332d9a0,partner in couple with children,0,3,1994-01-01,1995-01-01,2,1,2015.0,01,2010.0,05
8221a77b,couple with children,f5925e77,partner in couple with children,0,3,1994-01-01,1995-01-01,2,1,2015.0,01,2010.0,05
8221a77b,couple with children,0889e4ba,child living at home,0,3,1994-01-01,1995-01-01,2,1,2015.0,01,2010.0,05
3a1dd939,single person household,ed1382a2,single person,0,1,1994-01-01,1995-01-01,1,0,,--,,--
49c7f330,single person household,6c0cae68,single person,1,1,1994-01-01,1995-01-01,1,0,,--,,--
d51322ef,single parent household,71ed4a86,parent in single parent household,1,2,1995-01-01,1996-01-01,1,1,,--,,--
d51322ef,single parent household,2ab990a8,child living at home,1,2,1995-01-01,1996-01-01,1,1,,--,,--
5e5f17bb,couple with children,cc883317,partner in couple with children,1,3,1995-01-01,1996-01-01,2,1,2015.0,01,2010.0,05
5e5f17bb,couple with children,b8b85917,child living at home,1,3,1995-01-01,1996-01-01,2,1,2015.0,01,2010.0,05
5e5f17bb,couple with children,63d409b8,partner in couple with children,1,3,1995-01-01,1996-01-01,2,1,2015.0,01,2010.0,05
e94bc627,couple with children,9c1c5278,partner in couple with children,1,5,1995-01-01,1996-01-01,2,3,2015.0,01,2010.0,05
e94bc627,couple with children,1206949c,partner in couple with children,1,5,1995-01-01,1996-01-01,2,3,2015.0,01,2010.0,05
e94bc627,couple with children,d17ac422,child living at home,1,5,1995-01-01,1996-01-01,2,3,2015.0,01,2010.0,05
e94bc627,couple with children,afb1d667,child living at home,1,5,1995-01-01,1996-01-01,2,3,2015.0,01,2010.0,05
e94bc627,couple with children,e3e7553d,child living at home,1,5,1995-01-01,1996-01-01,2,3,2015.0,01,2010.0,05
5784b6c3,couple without children,2ed687a6,partner in couple without children,0,2,1995-01-01,1996-01-01,2,0,2015.0,01,2010.0,05
5784b6c3,couple without children,66e9ba2b,partner in couple without children,0,2,1995-01-01,1996-01-01,2,0,2015.0,01,2010.0,05
41651ec0,couple with children,be0a58d4,partner in couple with children,0,3,1995-01-01,1996-01-01,2,1,2015.0,01,2010.0,05
41651ec0,couple with children,62e811bb,partner in couple with children,0,3,1995-01-01,1996-01-01,2,1,2015.0,01,2010.0,05
41651ec0,couple with children,dc72956d,child living at home,0,3,1995-01-01,1996-01-01,2,1,2015.0,01,2010.0,05
08af5dc9,couple with children,b8432ead,partner in couple with children,1,3,1995-01-01,1996-01-01,2,1,2015.0,01,2010.0,05
08af5dc9,couple with children,4bfb08e0,partner in couple with children,1,3,1995-01-01,1996-01-01,2,1,2015.0,01,2010.0,05
08af5dc9,couple with children,e2df154c,child living at home,1,3,1995-01-01,1996-01-01,2,1,2015.0,01,2010.0,05
d24d2d17,couple with children,254f7859,partner in couple with children,1,5,1995-01-01,1996-01-01,2,3,2015.0,01,2010.0,05
d24d2d17,couple with children,30197924,child living at home,1,5,1995-01-01,1996-01-01,2,3,2015.0,01,2010.0,05
d24d2d17,couple with children,f99b413e,child living at home,1,5,1995-01-01,1996-01-01,2,3,2015.0,01,2010.0,05
d24d2d17,couple with children,caffcfd9,child living at home,1,5,1995-01-01,1996-01-01,2,3,2015.0,01,2010.0,05
d24d2d17,couple with children,36677213,partner in couple with children,1,5,1995-01-01,1996-01-01,2,3,2015.0,01,2010.0,05
ddeecec6,couple with children,c15e4cb4,partner in couple with children,1,3,1995-01-01,1996-01-01,2,1,2015.0,01,2010.0,05
ddeecec6,couple with children,c2d3fb66,partner in couple with children,1,3,1995-01-01,1996-01-01,2,1,2015.0,01,2010.0,05
ddeecec6,couple with children,98070944,child living at home,1,3,1995-01-01,1996-01-01,2,1,2015.0,01,2010.0,05
3a7629b9,couple with children,cc497336,partner in couple with children,0,5,1995-01-01,1996-01-01,2,3,2015.0,01,2010.0,05
3a7629b9,couple with children,55a4503d,child living at home,0,5,1995-01-01,1996-01-01,2,3,2015.0,01,2010.0,05
3a7629b9,couple with children,c32be144,child living at home,0,5,1995-01-01,1996-01-01,2,3,2015.0,01,2010.0,05
3a7629b9,couple with children,a1e63301,partner in couple with children,0,5,1995-01-01,1996-01-01,2,3,2015.0,01,2010.0,05
3a7629b9,couple with children,83848be9,child living at home,0,5,1995-01-01,1996-01-01,2,3,2015.0,01,2010.0,05
4eaf4b3d,couple without children,a58f8773,partner in couple without children,1,2,1995-01-01,1996-01-01,2,0,2015.0,01,2010.0,05
4eaf4b3d,couple without children,437acb0e,partner in couple without children,1,2,1995-01-01,1996-01-01,2,0,2015.0,01,2010.0,05
fd6a5e52,couple with children,120a256a,partner in couple with children,0,3,1995-01-01,1996-01-01,2,1,2015.0,01,2010.0,05
fd6a5e52,couple with children,887cd01c,partner in couple with children,0,3,1995-01-01,1996-01-01,2,1,2015.0,01,2010.0,05
fd6a5e52,couple with children,b57a12e3,child living at home,0,3,1995-01-01,1996-01-01,2,1,2015.0,01,2010.0,05
b1d5829e,single parent household,a9998b37,parent in single parent household,0,2,1995-01-01,1996-01-01,1,1,,--,,--
b1d5829e,single parent household,ba137b3d,child living at home,0,2,1995-01-01,1996-01-01,1,1,,--,,--
c6187a91,couple without children,461f62ba,partner in couple without children,0,2,1995-01-01,1996-01-01,2,0,2015.0,01,2010.0,05
c6187a91,couple without children,20a30672,partner in couple without children,0,2,1995-01-01,1996-01-01,2,0,2015.0,01,2010.0,05
07a30e39,couple with children,2ae09b76,partner in couple with children,1,4,1995-01-01,1996-01-01,2,2,2015.0,01,2010.0,05
07a30e39,couple with children,8f260525,partner in couple with children,1,4,1995-01-01,1996-01-01,2,2,2015.0,01,2010.0,05
07a30e39,couple with children,88285fb4,child living at home,1,4,1995-01-01,1996-01-01,2,2,2015.0,01,2010.0,05
07a30e39,couple with children,09f7a651,child living at home,1,4,1995-01-01,1996-01-01,2,2,2015.0,01,2010.0,05
30aed750,couple with children,1cefb90b,partner in couple with children,0,3,1995-01-01,1996-01-01,2,1,2015.0,01,2010.0,05
30aed750,couple with children,c87c7eb3,partner in couple with children,0,3,1995-01-01,1996-01-01,2,1,2015.0,01,2010.0,05
30aed750,couple with children,9601a3b6,child living at home,0,3,1995-01-01,1996-01-01,2,1,2015.0,01,2010.0,05
bdab68c0,couple with children,a553b7f9,partner in couple with children,0,3,1995-01-01,1996-01-01,2,1,2015.0,01,2010.0,05
bdab68c0,couple with children,ecc584e2,partner in couple with children,0,3,1995-01-01,1996-01-01,2,1,2015.0,01,2010.0,05
bdab68c0,couple with children,916b9948,child living at home,0,3,1995-01-01,1996-01-01,2,1,2015.0,01,2010.0,05
9cf2a509,couple with children,1610981e,partner in couple with children,0,3,1995-01-01,1996-01-01,2,1,2015.0,01,2010.0,05
9cf2a509,couple with children,9c7fae3a,partner in couple with children,0,3,1995-01-01,1996-01-01,2,1,2015.0,01,2010.0,05
9cf2a509,couple with children,61afa796,child living at home,0,3,1995-01-01,1996-01-01,2,1,2015.0,01,2010.0,05
50a82ac0,couple without children,37aba74f,partner in couple without children,0,2,1995-01-01,1996-01-01,2,0,2015.0,01,2010.0,05
50a82ac0,couple without children,b0a21246,partner in couple without children,0,2,1995-01-01,1996-01-01,2,0,2015.0,01,2010.0,05
3ca86d23,couple with children,af1b4a1b,partner in couple with children,1,5,1995-01-01,1996-01-01,2,3,2015.0,01,2010.0,05
3ca86d23,couple with children,6d9cc4bb,partner in couple with children,1,5,1995-01-01,1996-01-01,2,3,2015.0,01,2010.0,05
3ca86d23,couple with children,d35cf72b,child living at home,1,5,1995-01-01,1996-01-01,2,3,2015.0,01,2010.0,05
3ca86d23,couple with children,0b2f1798,child living at home,1,5,1995-01-01,1996-01-01,2,3,2015.0,01,2010.0,05
3ca86d23,couple with children,17250469,child living at home,1,5,1995-01-01,1996-01-01,2,3,2015.0,01,2010.0,05
208bf2ca,couple with children,fde16b96,partner in couple with children,0,4,1995-01-01,1996-01-01,2,2,2015.0,01,2010.0,05
208bf2ca,couple with children,65a2e8d1,child living at home,0,4,1995-01-01,1996-01-01,2,2,2015.0,01,2010.0,05
208bf2ca,couple with children,ec2e126b,partner in couple with children,0,4,1995-01-01,1996-01-01,2,2,2015.0,01,2010.0,05
208bf2ca,couple with children,ea0c9001,child living at home,0,4,1995-01-01,1996-01-01,2,2,2015.0,01,2010.0,05
f4ae0934,single parent household,74fdfb73,parent in single parent household,0,2,1995-01-01,1996-01-01,1,1,,--,,--
f4ae0934,single parent household,34c3bf80,child living at home,0,2,1995-01-01,1996-01-01,1,1,,--,,--
3c1cb5b1,single person household,853fe91f,single person,1,1,1995-01-01,1996-01-01,1,0,,--,,--
7d9ef18c,single parent household,de5b3581,parent in single parent household,1,4,1995-01-01,1996-01-01,1,3,,--,,--
7d9ef18c,single parent household,02dae9b3,child living at home,1,4,1995-01-01,1996-01-01,1,3,,--,,--
7d9ef18c,single parent household,ceb688ab,child living at home,1,4,1995-01-01,1996-01-01,1,3,,--,,--
7d9ef18c,single parent household,6b9bb414,child living at home,1,4,1995-01-01,1996-01-01,1,3,,--,,--
c486e628,couple with children,803211ef,partner in couple with children,0,3,1995-01-01,1996-01-01,2,1,2015.0,01,2010.0,05
c486e628,couple with children,90d5c62a,partner in couple with children,0,3,1995-01-01,1996-01-01,2,1,2015.0,01,2010.0,05
c486e628,couple with children,9ddc42d7,child living at home,0,3,1995-01-01,1996-01-01,2,1,2015.0,01,2010.0,05
17217684,couple with children,431cea40,partner in couple with children,0,3,1995-01-01,1996-01-01,2,1,2015.0,01,2010.0,05
17217684,couple with children,38f180e6,partner in couple with children,0,3,1995-01-01,1996-01-01,2,1,2015.0,01,2010.0,05
17217684,couple with children,8f30630d,child living at home,0,3,1995-01-01,1996-01-01,2,1,2015.0,01,2010.0,05
65b9c242,couple with children,bc90f08b,partner in couple with children,0,3,1995-01-01,1996-01-01,2,1,2015.0,01,2010.0,05
65b9c242,couple with children,9e0c9697,child living at home,0,3,1995-01-01,1996-01-01,2,1,2015.0,01,2010.0,05
65b9c242,couple with children,eb1e611e,partner in couple with children,0,3,1995-01-01,1996-01-01,2,1,2015.0,01,2010.0,05
90052fae,couple with children,f39962d5,partner in couple with children,1,3,1995-01-01,1996-01-01,2,1,2015.0,01,2010.0,05
90052fae,couple with children,92ad9e37,partner in couple with children,1,3,1995-01-01,1996-01-01,2,1,2015.0,01,2010.0,05
90052fae,couple with children,f685e86d,child living at home,1,3,1995-01-01,1996-01-01,2,1,2015.0,01,2010.0,05
eb06f6a6,single person household,ca5c5e48,single person,1,1,1995-01-01,1996-01-01,1,0,,--,,--
43558405,single person household,247fbc76,single person,1,1,1995-01-01,1996-01-01,1,0,,--,,--
9e61a76c,couple with children,860ec335,partner in couple with children,1,4,1995-01-01,1996-01-01,2,2,2015.0,01,2010.0,05
9e61a76c,couple with children,2bbc5d88,partner in couple with children,1,4,1995-01-01,1996-01-01,2,2,2015.0,01,2010.0,05
9e61a76c,couple with children,befc15c9,child living at home,1,4,1995-01-01,1996-01-01,2,2,2015.0,01,2010.0,05
9e61a76c,couple with children,9b083d70,child living at home,1,4,1995-01-01,1996-01-01,2,2,2015.0,01,2010.0,05
23ef24a3,couple with children,1e5842ee,partner in couple with children,1,3,1995-01-01,1996-01-01,2,1,2015.0,01,2010.0,05
23ef24a3,couple with children,61243c95,child living at home,1,3,1995-01-01,1996-01-01,2,1,2015.0,01,2010.0,05
23ef24a3,couple with children,93c3b503,partner in couple with children,1,3,1995-01-01,1996-01-01,2,1,2015.0,01,2010.0,05
787d8e6d,single parent household,a97ae209,parent in single parent household,1,3,1995-01-01,1996-01-01,1,2,,--,,--
787d8e6d,single parent household,7c903c8b,child living at home,1,3,1995-01-01,1996-01-01,1,2,,--,,--
787d8e6d,single parent household,57c99fa1,child living at home,1,3,1995-01-01,1996-01-01,1,2,,--,,--
0fc8faa3,couple without children,4f3a8f30,partner in couple without children,1,2,1995-01-01,1996-01-01,2,0,2015.0,01,2010.0,05
0fc8faa3,couple without children,f901aeea,partner in couple without children,1,2,1995-01-01,1996-01-01,2,0,2015.0,01,2010.0,05
ae909ab2,couple with children,bbe7343e,partner in couple with children,1,3,1995-01-01,1996-01-01,2,1,2015.0,01,2010.0,05
ae909ab2,couple with children,7cdf5a71,partner in couple with children,1,3,1995-01-01,1996-01-01,2,1,2015.0,01,2010.0,05
ae909ab2,couple with children,aed2a2ca,child living at home,1,3,1995-01-01,1996-01-01,2,1,2015.0,01,2010.0,05
b55a1feb,couple with children,edecd5f5,partner in couple with children,0,3,1995-01-01,1996-01-01,2,1,2015.0,01,2010.0,05
b55a1feb,couple with children,2e738989,partner in couple with children,0,3,1995-01-01,1996-01-01,2,1,2015.0,01,2010.0,05
b55a1feb,couple with children,683b88f2,child living at home,0,3,1995-01-01,1996-01-01,2,1,2015.0,01,2010.0,05
dd2f4c03,couple without children,c6a4c67e,partner in couple without children,1,2,1995-01-01,1996-01-01,2,0,2015.0,01,2010.0,05
dd2f4c03,couple without children,16f92055,partner in couple without children,1,2,1995-01-01,1996-01-01,2,0,2015.0,01,2010.0,05
bbf2ac95,single person household,11590e61,single person,1,1,1995-01-01,1996-01-01,1,0,,--,,--
f97339d3,single parent household,df16a0df,parent in single parent household,1,3,1995-01-01,1996-01-01,1,2,,--,,--
f97339d3,single parent household,f531984b,child living at home,1,3,1995-01-01,1996-01-01,1,2,,--,,--
f97339d3,single parent household,3d190e9d,child living at home,1,3,1995-01-01,1996-01-01,1,2,,--,,--
13492572,couple with children,7be701c2,partner in couple with children,1,6,1995-01-01,1996-01-01,2,4,2015.0,01,2010.0,05
13492572,couple with children,d5bd699f,partner in couple with children,1,6,1995-01-01,1996-01-01,2,4,2015.0,01,2010.0,05
13492572,couple with children,ddd88a26,child living at home,1,6,1995-01-01,1996-01-01,2,4,2015.0,01,2010.0,05
13492572,couple with children,62058e8a,child living at home,1,6,1995-01-01,1996-01-01,2,4,2015.0,01,2010.0,05
13492572,couple with children,65fbc6a1,child living at home,1,6,1995-01-01,1996-01-01,2,4,2015.0,01,2010.0,05
13492572,couple with children,13cf5fcd,child living at home,1,6,1995-01-01,1996-01-01,2,4,2015.0,01,2010.0,05
042aa557,couple with children,37490794,partner in couple with children,1,8,1995-01-01,1996-01-01,2,6,2015.0,01,2010.0,05
042aa557,couple with children,b26b57de,child living at home,1,8,1995-01-01,1996-01-01,2,6,2015.0,01,2010.0,05
042aa557,couple with children,dd318db8,child living at home,1,8,1995-01-01,1996-01-01,2,6,2015.0,01,2010.0,05
042aa557,couple with children,5f2120dd,child living at home,1,8,1995-01-01,1996-01-01,2,6,2015.0,01,2010.0,05
042aa557,couple with children,04944dda,partner in couple with children,1,8,1995-01-01,1996-01-01,2,6,2015.0,01,2010.0,05
042aa557,couple with children,1d4d2171,child living at home,1,8,1995-01-01,1996-01-01,2,6,2015.0,01,2010.0,05
042aa557,couple with children,1a55e142,child living at home,1,8,1995-01-01,1996-01-01,2,6,2015.0,01,2010.0,05
042aa557,couple with children,03c6605f,child living at home,1,8,1995-01-01,1996-01-01,2,6,2015.0,01,2010.0,05
a20bb171,couple with children,6c41c19b,partner in couple with children,1,7,1995-01-01,1996-01-01,2,5,2015.0,01,2010.0,05
a20bb171,couple with children,4ab62457,child living at home,1,7,1995-01-01,1996-01-01,2,5,2015.0,01,2010.0,05
a20bb171,couple with children,99bafd58,child living at home,1,7,1995-01-01,1996-01-01,2,5,2015.0,01,2010.0,05
a20bb171,couple with children,d6a8c905,child living at home,1,7,1995-01-01,1996-01-01,2,5,2015.0,01,2010.0,05
a20bb171,couple with children,79de4813,child living at home,1,7,1995-01-01,1996-01-01,2,5,2015.0,01,2010.0,05
a20bb171,couple with children,67254760,partner in couple with children,1,7,1995-01-01,1996-01-01,2,5,2015.0,01,2010.0,05
a20bb171,couple with children,6566547b,child living at home,1,7,1995-01-01,1996-01-01,2,5,2015.0,01,2010.0,05
80bf8a50,single parent household,a514d4f3,parent in single parent household,0,2,1995-01-01,1996-01-01,1,1,,--,,--
80bf8a50,single parent household,1ee23966,child living at home,0,2,1995-01-01,1996-01-01,1,1,,--,,--
85de54be,couple without children,0fab8cd4,partner in couple without children,1,2,1995-01-01,1996-01-01,2,0,2015.0,01,2010.0,05
85de54be,couple without children,072ccdc5,partner in couple without children,1,2,1995-01-01,1996-01-01,2,0,2015.0,01,2010.0,05
e50eb526,single parent household,2e4a5aa7,parent in single parent household,0,2,1995-01-01,1996-01-01,1,1,,--,,--
e50eb526,single parent household,81a8ea3b,child living at home,0,2,1995-01-01,1996-01-01,1,1,,--,,--
fe4bd453,couple with children,d5eae13d,partner in couple with children,0,5,1995-01-01,1996-01-01,2,3,2015.0,01,2010.0,05
fe4bd453,couple with children,7b44a300,partner in couple with children,0,5,1995-01-01,1996-01-01,2,3,2015.0,01,2010.0,05
fe4bd453,couple with children,6cce39de,child living at home,0,5,1995-01-01,1996-01-01,2,3,2015.0,01,2010.0,05
fe4bd453,couple with children,d9b62737,child living at home,0,5,1995-01-01,1996-01-01,2,3,2015.0,01,2010.0,05
fe4bd453,couple with children,ed2760e4,child living at home,0,5,1995-01-01,1996-01-01,2,3,2015.0,01,2010.0,05
a6356b00,couple with children,677fc918,partner in couple with children,1,3,1995-01-01,1996-01-01,2,1,2015.0,01,2010.0,05
a6356b00,couple with children,203f72e6,partner in couple with children,1,3,1995-01-01,1996-01-01,2,1,2015.0,01,2010.0,05
a6356b00,couple with children,057ba9b9,child living at home,1,3,1995-01-01,1996-01-01,2,1,2015.0,01,2010.0,05
d1a3f6da,single person household,8cd4678b,single person,1,1,1995-01-01,1996-01-01,1,0,,--,,--
367b57f2,single person household,d1ccc4c3,single person,0,1,1995-01-01,1996-01-01,1,0,,--,,--
55435dbf,couple with children,504039d3,partner in couple with children,1,3,1995-01-01,1996-01-01,2,1,2015.0,01,2010.0,05
55435dbf,couple with children,1c0cf745,partner in couple with children,1,3,1995-01-01,1996-01-01,2,1,2015.0,01,2010.0,05
55435dbf,couple with children,ac9bbba4,child living at home,1,3,1995-01-01,1996-01-01,2,1,2015.0,01,2010.0,05
03f2a835,single person household,3ecfc7de,single person,0,1,1995-01-01,1996-01-01,1,0,,--,,--
84cf3aad,single parent household,c287df82,parent in single parent household,1,3,1995-01-01,1996-01-01,1,2,,--,,--
84cf3aad,single parent household,f0a19adc,child living at home,1,3,1995-01-01,1996-01-01,1,2,,--,,--
84cf3aad,single parent household,9ce02f22,child living at home,1,3,1995-01-01,1996-01-01,1,2,,--,,--
0e1d9545,couple with children,73714a86,partner in couple with children,1,4,1995-01-01,1996-01-01,2,2,2015.0,01,2010.0,05
0e1d9545,couple with children,0f66bec7,partner in couple with children,1,4,1995-01-01,1996-01-01,2,2,2015.0,01,2010.0,05
0e1d9545,couple with children,870e1532,child living at home,1,4,1995-01-01,1996-01-01,2,2,2015.0,01,2010.0,05
0e1d9545,couple with children,83d3fd5c,child living at home,1,4,1995-01-01,1996-01-01,2,2,2015.0,01,2010.0,05
4dfb7df9,single parent household,f47b6fce,parent in single parent household,1,2,1995-01-01,1996-01-01,1,1,,--,,--
4dfb7df9,single parent household,17184c4d,child living at home,1,2,1995-01-01,1996-01-01,1,1,,--,,--
a7ec39ff,single person household,9c292f29,single person,1,1,1995-01-01,1996-01-01,1,0,,--,,--
a579f418,couple without children,9474d614,partner in couple without children,1,2,1995-01-01,1996-01-01,2,0,2015.0,01,2010.0,05
a579f418,couple without children,201b0565,partner in couple without children,1,2,1995-01-01,1996-01-01,2,0,2015.0,01,2010.0,05
4f087b3d,couple with children,c70f17db,partner in couple with children,1,6,1995-01-01,1996-01-01,2,4,2015.0,01,2010.0,05
4f087b3d,couple with children,94c7184b,child living at home,1,6,1995-01-01,1996-01-01,2,4,2015.0,01,2010.0,05
4f087b3d,couple with children,2ecb427e,child living at home,1,6,1995-01-01,1996-01-01,2,4,2015.0,01,2010.0,05
4f087b3d,couple with children,b45bb496,child living at home,1,6,1995-01-01,1996-01-01,2,4,2015.0,01,2010.0,05
4f087b3d,couple with children,d3229821,child living at home,1,6,1995-01-01,1996-01-01,2,4,2015.0,01,2010.0,05
