rinpersoon,education_level,GBAGEBOORTEJAAR,OPLNIVSOI2016AGG4HBMETNIRWO,OPLNIVSOI2016AGG4HGMETNIRWO,RICHTdetailISCEDF2013HBmetNIRWO,RICHTdetailISCEDF2013HGmetNIRWO,OPLNIVSOI2021AGG4HBmetNIRWO,OPLNIVSOI2021AGG4HGmetNIRWO,RICHTSOI2021SCEDF2013HBNIRWO,RICHTSOI2021SCEDF2013HGNIRWO,year
29545a7a,17.0,1990,-,-,-,-,-,-,-,-,2010
2954c1f0,6.0,1990,-,-,-,-,-,-,-,-,2010
295fdca6,2.0,1984,-,-,-,-,-,-,-,-,2010
29725683,12.0,1982,-,-,-,-,-,-,-,-,2010
297469e9,2.0,1958,-,-,-,-,-,-,-,-,2010
297b76bf,10.0,1999,-,-,-,-,-,-,-,-,2010
297f0b4c,2.0,1991,-,-,-,-,-,-,-,-,2010
298f43d9,14.0,1987,-,-,-,-,-,-,-,-,2010
299105d4,13.0,1984,-,-,-,-,-,-,-,-,2010
2992f906,1.0,1993,-,-,-,-,-,-,-,-,2010
299bb6c9,9.0,1988,-,-,-,-,-,-,-,-,2010
299d2096,1.0,1963,-,-,-,-,-,-,-,-,2010
299d6356,17.0,1966,-,-,-,-,-,-,-,-,2010
29d9216c,5.0,1955,-,-,-,-,-,-,-,-,2010
351d80e7,5.0,1996,-,-,-,-,-,-,-,-,2010
35217dda,7.0,1997,-,-,-,-,-,-,-,-,2010
35285c3c,2.0,1961,-,-,-,-,-,-,-,-,2010
40090698,4.0,1985,-,-,-,-,-,-,-,-,2010
4012bc69,7.0,1958,-,-,-,-,-,-,-,-,2010
401a7892,17.0,1955,-,-,-,-,-,-,-,-,2010
401b7f15,13.0,1993,-,-,-,-,-,-,-,-,2010
401e5fa7,3.0,1987,-,-,-,-,-,-,-,-,2010
4021ed40,14.0,1994,-,-,-,-,-,-,-,-,2010
402642bd,1.0,1991,-,-,-,-,-,-,-,-,2010
4028bff9,7.0,1990,-,-,-,-,-,-,-,-,2010
402a6df9,6.0,1980,-,-,-,-,-,-,-,-,2010
40307d46,17.0,1998,-,-,-,-,-,-,-,-,2010
4006cf5a,3.0,1960,-,-,-,-,-,-,-,-,2010
4033336f,17.0,1997,-,-,-,-,-,-,-,-,2010
403bd147,11.0,1989,-,-,-,-,-,-,-,-,2010
40415dde,11.0,1950,-,-,-,-,-,-,-,-,2010
4043b92a,4.0,1985,-,-,-,-,-,-,-,-,2010
4044177c,5.0,1982,-,-,-,-,-,-,-,-,2010
404cd81b,11.0,1988,-,-,-,-,-,-,-,-,2010
4052e212,13.0,1963,-,-,-,-,-,-,-,-,2010
4054c8fc,6.0,1967,-,-,-,-,-,-,-,-,2010
40551711,10.0,1952,-,-,-,-,-,-,-,-,2010
405750da,5.0,1985,-,-,-,-,-,-,-,-,2010
4058baa1,16.0,1962,-,-,-,-,-,-,-,-,2010
4038278b,17.0,1991,-,-,-,-,-,-,-,-,2010
40598026,2.0,1986,-,-,-,-,-,-,-,-,2010
4004bffd,2.0,1950,-,-,-,-,-,-,-,-,2010
3fef7ee1,12.0,1990,-,-,-,-,-,-,-,-,2010
3f9de626,13.0,1982,-,-,-,-,-,-,-,-,2010
3fa17702,17.0,1980,-,-,-,-,-,-,-,-,2010
3fa4e083,9.0,1953,-,-,-,-,-,-,-,-,2010
3fa75f04,3.0,1982,-,-,-,-,-,-,-,-,2010
3fa8182a,7.0,1959,-,-,-,-,-,-,-,-,2010
3fa960c7,3.0,1960,-,-,-,-,-,-,-,-,2010
3faf2e99,17.0,1991,-,-,-,-,-,-,-,-,2010
3fb0bad8,2.0,1988,-,-,-,-,-,-,-,-,2010
3fb18afa,16.0,1953,-,-,-,-,-,-,-,-,2010
3fbc2a37,6.0,1985,-,-,-,-,-,-,-,-,2010
3ff0128d,13.0,1982,-,-,-,-,-,-,-,-,2010
3fbec7e4,16.0,1982,-,-,-,-,-,-,-,-,2010
3fc9ff5d,16.0,1960,-,-,-,-,-,-,-,-,2010
3fca82ed,4.0,1993,-,-,-,-,-,-,-,-,2010
3fcdd692,14.0,1950,-,-,-,-,-,-,-,-,2010
3fd700eb,4.0,1982,-,-,-,-,-,-,-,-,2010
3fe124f2,10.0,1987,-,-,-,-,-,-,-,-,2010
3fe12e64,4.0,1994,-,-,-,-,-,-,-,-,2010
3fe202eb,16.0,1989,-,-,-,-,-,-,-,-,2010
3fe79429,15.0,1964,-,-,-,-,-,-,-,-,2010
3fe8a724,14.0,1970,-,-,-,-,-,-,-,-,2010
3feab605,14.0,1996,-,-,-,-,-,-,-,-,2010
3fc5e650,14.0,1958,-,-,-,-,-,-,-,-,2010
405c079c,1.0,1984,-,-,-,-,-,-,-,-,2010
40616ff6,4.0,1989,-,-,-,-,-,-,-,-,2010
4074d39b,10.0,1960,-,-,-,-,-,-,-,-,2010
4115e541,5.0,1960,-,-,-,-,-,-,-,-,2010
411efde0,4.0,1966,-,-,-,-,-,-,-,-,2010
411fcdb3,6.0,1987,-,-,-,-,-,-,-,-,2010
41275013,6.0,1966,-,-,-,-,-,-,-,-,2010
412abe12,13.0,1991,-,-,-,-,-,-,-,-,2010
414495c1,14.0,1962,-,-,-,-,-,-,-,-,2010
4151037d,15.0,1963,-,-,-,-,-,-,-,-,2010
4156bc3a,3.0,1981,-,-,-,-,-,-,-,-,2010
4156ccc7,8.0,1991,-,-,-,-,-,-,-,-,2010
415eac33,16.0,1958,-,-,-,-,-,-,-,-,2010
41157007,11.0,1997,-,-,-,-,-,-,-,-,2010
415f85f6,2.0,1967,-,-,-,-,-,-,-,-,2010
4161b477,10.0,1955,-,-,-,-,-,-,-,-,2010
4165ae3d,14.0,1980,-,-,-,-,-,-,-,-,2010
416808d6,11.0,1953,-,-,-,-,-,-,-,-,2010
41683ac1,1.0,1958,-,-,-,-,-,-,-,-,2010
4172f544,1.0,1961,-,-,-,-,-,-,-,-,2010
41751873,8.0,1964,-,-,-,-,-,-,-,-,2010
417dbbcb,13.0,1952,-,-,-,-,-,-,-,-,2010
417fd1a8,10.0,1994,-,-,-,-,-,-,-,-,2010
41818252,10.0,1953,-,-,-,-,-,-,-,-,2010
4181c04b,12.0,1987,-,-,-,-,-,-,-,-,2010
41619c80,3.0,1957,-,-,-,-,-,-,-,-,2010
4113d78b,9.0,1951,-,-,-,-,-,-,-,-,2010
410967b9,13.0,1963,-,-,-,-,-,-,-,-,2010
41068996,3.0,1998,-,-,-,-,-,-,-,-,2010
407d8499,6.0,1951,-,-,-,-,-,-,-,-,2010
40827caa,6.0,1954,-,-,-,-,-,-,-,-,2010
40903f42,7.0,1987,-,-,-,-,-,-,-,-,2010
4092ae4c,13.0,1982,-,-,-,-,-,-,-,-,2010
409b5b22,4.0,1985,-,-,-,-,-,-,-,-,2010
409d379a,4.0,1964,-,-,-,-,-,-,-,-,2010
409f7ee8,9.0,1981,-,-,-,-,-,-,-,-,2010
40a78845,7.0,1996,-,-,-,-,-,-,-,-,2010
40a86f54,11.0,1998,-,-,-,-,-,-,-,-,2010
40adcd9d,5.0,1989,-,-,-,-,-,-,-,-,2010
40cacb1c,5.0,1957,-,-,-,-,-,-,-,-,2010
40d305c1,4.0,1988,-,-,-,-,-,-,-,-,2010
40d3c697,3.0,1962,-,-,-,-,-,-,-,-,2010
40d58fd9,17.0,1961,-,-,-,-,-,-,-,-,2010
40d9a239,6.0,1998,-,-,-,-,-,-,-,-,2010
40da638b,6.0,1985,-,-,-,-,-,-,-,-,2010
40e1c775,17.0,1989,-,-,-,-,-,-,-,-,2010
40e25c42,9.0,1990,-,-,-,-,-,-,-,-,2010
40edab08,7.0,1989,-,-,-,-,-,-,-,-,2010
40f20e53,11.0,1990,-,-,-,-,-,-,-,-,2010
40f35e99,4.0,1999,-,-,-,-,-,-,-,-,2010
40f51294,1.0,1984,-,-,-,-,-,-,-,-,2010
41040d02,9.0,1981,-,-,-,-,-,-,-,-,2010
3f9aa687,4.0,1993,-,-,-,-,-,-,-,-,2010
418c6f2d,9.0,1969,-,-,-,-,-,-,-,-,2010
3f984458,16.0,1991,-,-,-,-,-,-,-,-,2010
3f959bee,1.0,1990,-,-,-,-,-,-,-,-,2010
3e01b033,4.0,1962,-,-,-,-,-,-,-,-,2010
3e149b6d,6.0,1957,-,-,-,-,-,-,-,-,2010
3e201de2,5.0,1995,-,-,-,-,-,-,-,-,2010
3e2051d2,15.0,1964,-,-,-,-,-,-,-,-,2010
3e21b5a2,13.0,1969,-,-,-,-,-,-,-,-,2010
3e310bf5,1.0,1989,-,-,-,-,-,-,-,-,2010
3e375bf1,1.0,1957,-,-,-,-,-,-,-,-,2010
3e3f595c,17.0,1952,-,-,-,-,-,-,-,-,2010
3e44b7c5,5.0,1982,-,-,-,-,-,-,-,-,2010
3e4d39e4,11.0,1956,-,-,-,-,-,-,-,-,2010
3e01151b,7.0,1999,-,-,-,-,-,-,-,-,2010
3e601f2e,4.0,1968,-,-,-,-,-,-,-,-,2010
3e6297cb,16.0,1955,-,-,-,-,-,-,-,-,2010
3e635392,15.0,1994,-,-,-,-,-,-,-,-,2010
3e63a9c6,11.0,1984,-,-,-,-,-,-,-,-,2010
3e64728e,13.0,1958,-,-,-,-,-,-,-,-,2010
3e682176,11.0,1959,-,-,-,-,-,-,-,-,2010
3e6f3097,10.0,1982,-,-,-,-,-,-,-,-,2010
3e71c566,14.0,1987,-,-,-,-,-,-,-,-,2010
3e759fa1,7.0,1989,-,-,-,-,-,-,-,-,2010
3e851631,7.0,1967,-,-,-,-,-,-,-,-,2010
3e95271d,9.0,1980,-,-,-,-,-,-,-,-,2010
3e60e166,16.0,1962,-,-,-,-,-,-,-,-,2010
3e9904ee,11.0,1953,-,-,-,-,-,-,-,-,2010
3e002e3f,11.0,1985,-,-,-,-,-,-,-,-,2010
3df3c7a7,17.0,1995,-,-,-,-,-,-,-,-,2010
3d729bd1,10.0,1988,-,-,-,-,-,-,-,-,2010
3d7510fa,14.0,1988,-,-,-,-,-,-,-,-,2010
3d76b73e,14.0,1989,-,-,-,-,-,-,-,-,2010
3d7bed98,14.0,1992,-,-,-,-,-,-,-,-,2010
3d85e8f3,5.0,1953,-,-,-,-,-,-,-,-,2010
3d875a8d,1.0,1965,-,-,-,-,-,-,-,-,2010
3d8a0fc7,13.0,1998,-,-,-,-,-,-,-,-,2010
3d917ab1,3.0,1991,-,-,-,-,-,-,-,-,2010
3da07b0b,13.0,1965,-,-,-,-,-,-,-,-,2010
3da3f94f,16.0,1961,-,-,-,-,-,-,-,-,2010
3df88a15,10.0,1991,-,-,-,-,-,-,-,-,2010
3da4863b,5.0,1993,-,-,-,-,-,-,-,-,2010
3dc114a4,9.0,1991,-,-,-,-,-,-,-,-,2010
3dcec189,15.0,1961,-,-,-,-,-,-,-,-,2010
3dd2129e,16.0,1959,-,-,-,-,-,-,-,-,2010
3dd92ae2,7.0,1989,-,-,-,-,-,-,-,-,2010
3ddb98cc,8.0,1960,-,-,-,-,-,-,-,-,2010
3ddd0194,3.0,1983,-,-,-,-,-,-,-,-,2010
3de3c2e3,8.0,1980,-,-,-,-,-,-,-,-,2010
3de697ea,15.0,1990,-,-,-,-,-,-,-,-,2010
3de7d8b1,8.0,1956,-,-,-,-,-,-,-,-,2010
3df2694e,5.0,1961,-,-,-,-,-,-,-,-,2010
3da90566,10.0,1950,-,-,-,-,-,-,-,-,2010
3e9ece9e,17.0,1992,-,-,-,-,-,-,-,-,2010
3ea0e196,6.0,1965,-,-,-,-,-,-,-,-,2010
3ea423d1,17.0,1960,-,-,-,-,-,-,-,-,2010
3f2af447,13.0,1959,-,-,-,-,-,-,-,-,2010
3f2b1dc5,17.0,1952,-,-,-,-,-,-,-,-,2010
3f31c442,15.0,1982,-,-,-,-,-,-,-,-,2010
3f31df5e,6.0,1988,-,-,-,-,-,-,-,-,2010
3f38b3bc,7.0,1987,-,-,-,-,-,-,-,-,2010
3f3a460c,7.0,1997,-,-,-,-,-,-,-,-,2010
3f3b140a,1.0,1983,-,-,-,-,-,-,-,-,2010
3f3e4089,6.0,1989,-,-,-,-,-,-,-,-,2010
3f49b9b6,1.0,1990,-,-,-,-,-,-,-,-,2010
3f5060e7,9.0,1992,-,-,-,-,-,-,-,-,2010
3f29a22a,12.0,1955,-,-,-,-,-,-,-,-,2010
3f5121bb,9.0,1952,-,-,-,-,-,-,-,-,2010
3f5ea790,7.0,1955,-,-,-,-,-,-,-,-,2010
3f5ebeb5,12.0,1968,-,-,-,-,-,-,-,-,2010
3f6bee32,12.0,1962,-,-,-,-,-,-,-,-,2010
3f6d8736,15.0,1986,-,-,-,-,-,-,-,-,2010
3f73f9a0,17.0,1965,-,-,-,-,-,-,-,-,2010
3f7d2aef,8.0,1961,-,-,-,-,-,-,-,-,2010
3f7e6079,2.0,1984,-,-,-,-,-,-,-,-,2010
3f8691d8,16.0,1959,-,-,-,-,-,-,-,-,2010
3f94651b,14.0,1950,-,-,-,-,-,-,-,-,2010
3f94b8b9,9.0,1984,-,-,-,-,-,-,-,-,2010
3f5b2fa1,11.0,1992,-,-,-,-,-,-,-,-,2010
3f2372ef,2.0,1984,-,-,-,-,-,-,-,-,2010
3f1ffc9d,16.0,1991,-,-,-,-,-,-,-,-,2010
3efe13c2,7.0,1969,-,-,-,-,-,-,-,-,2010
3eac7bed,8.0,1951,-,-,-,-,-,-,-,-,2010
3eaeb392,2.0,1968,-,-,-,-,-,-,-,-,2010
3eb824d0,14.0,1985,-,-,-,-,-,-,-,-,2010
3ebc9d3a,10.0,1965,-,-,-,-,-,-,-,-,2010
3ebe0daa,13.0,1956,-,-,-,-,-,-,-,-,2010
3ec06896,14.0,1996,-,-,-,-,-,-,-,-,2010
3ec0f98f,16.0,1959,-,-,-,-,-,-,-,-,2010
3ec205df,6.0,1983,-,-,-,-,-,-,-,-,2010
3ec5fcac,2.0,1953,-,-,-,-,-,-,-,-,2010
3eca3917,7.0,1969,-,-,-,-,-,-,-,-,2010
3ecd8d71,9.0,1987,-,-,-,-,-,-,-,-,2010
3ed0333c,15.0,1956,-,-,-,-,-,-,-,-,2010
3ed3a90e,5.0,1989,-,-,-,-,-,-,-,-,2010
3ed8cdf5,8.0,1956,-,-,-,-,-,-,-,-,2010
3edc78ac,6.0,1955,-,-,-,-,-,-,-,-,2010
3ee3c4be,6.0,1984,-,-,-,-,-,-,-,-,2010
3ee504dc,10.0,1965,-,-,-,-,-,-,-,-,2010
3ee6945c,7.0,1990,-,-,-,-,-,-,-,-,2010
3eea0cf7,11.0,1968,-,-,-,-,-,-,-,-,2010
3eeaed0c,6.0,1991,-,-,-,-,-,-,-,-,2010
3ef3051b,11.0,1960,-,-,-,-,-,-,-,-,2010
3ef7dc90,11.0,1950,-,-,-,-,-,-,-,-,2010
3efa190b,3.0,1999,-,-,-,-,-,-,-,-,2010
3f9716d8,10.0,1958,-,-,-,-,-,-,-,-,2010
3d685df7,6.0,1965,-,-,-,-,-,-,-,-,2010
41939304,6.0,1980,-,-,-,-,-,-,-,-,2010
4199385b,7.0,1988,-,-,-,-,-,-,-,-,2010
4426f0b6,14.0,1994,-,-,-,-,-,-,-,-,2010
4427b1e7,12.0,1968,-,-,-,-,-,-,-,-,2010
44281f8a,10.0,1986,-,-,-,-,-,-,-,-,2010
442d3a55,7.0,1954,-,-,-,-,-,-,-,-,2010
442ddbf7,17.0,1984,-,-,-,-,-,-,-,-,2010
4432b300,13.0,1984,-,-,-,-,-,-,-,-,2010
44347e6d,4.0,1992,-,-,-,-,-,-,-,-,2010
443f86ef,9.0,1968,-,-,-,-,-,-,-,-,2010
445095ec,8.0,1988,-,-,-,-,-,-,-,-,2010
44566046,8.0,1956,-,-,-,-,-,-,-,-,2010
4426e5ad,3.0,1960,-,-,-,-,-,-,-,-,2010
4456786c,4.0,1955,-,-,-,-,-,-,-,-,2010
445e2404,12.0,1996,-,-,-,-,-,-,-,-,2010
447e1c85,5.0,1960,-,-,-,-,-,-,-,-,2010
44831ab7,13.0,1991,-,-,-,-,-,-,-,-,2010
448b82b0,9.0,1984,-,-,-,-,-,-,-,-,2010
44968f09,6.0,1962,-,-,-,-,-,-,-,-,2010
449d331e,12.0,1970,-,-,-,-,-,-,-,-,2010
449db0a1,10.0,1956,-,-,-,-,-,-,-,-,2010
44a1ba2a,5.0,1981,-,-,-,-,-,-,-,-,2010
44a2dd99,1.0,1999,-,-,-,-,-,-,-,-,2010
44a6f6ee,12.0,1987,-,-,-,-,-,-,-,-,2010
445a75dd,3.0,1994,-,-,-,-,-,-,-,-,2010
44a7cc90,7.0,1986,-,-,-,-,-,-,-,-,2010
441e73f7,16.0,1991,-,-,-,-,-,-,-,-,2010
44159fb0,9.0,1987,-,-,-,-,-,-,-,-,2010
43b78d41,8.0,1955,-,-,-,-,-,-,-,-,2010
43baf8b5,7.0,1988,-,-,-,-,-,-,-,-,2010
43c49d98,4.0,1957,-,-,-,-,-,-,-,-,2010
43c8bd33,6.0,1989,-,-,-,-,-,-,-,-,2010
43d11a52,12.0,1966,-,-,-,-,-,-,-,-,2010
43d63d29,8.0,1955,-,-,-,-,-,-,-,-,2010
43da5114,4.0,1959,-,-,-,-,-,-,-,-,2010
43ed3f64,9.0,1953,-,-,-,-,-,-,-,-,2010
43f00f49,11.0,1962,-,-,-,-,-,-,-,-,2010
43f9b66f,11.0,1958,-,-,-,-,-,-,-,-,2010
441694d2,7.0,1987,-,-,-,-,-,-,-,-,2010
43fce26f,1.0,1984,-,-,-,-,-,-,-,-,2010
43fd26cf,2.0,1981,-,-,-,-,-,-,-,-,2010
43fe7c6b,5.0,1956,-,-,-,-,-,-,-,-,2010
43fff490,6.0,1968,-,-,-,-,-,-,-,-,2010
44004e0e,1.0,1999,-,-,-,-,-,-,-,-,2010
4400c282,6.0,1957,-,-,-,-,-,-,-,-,2010
44021459,12.0,1988,-,-,-,-,-,-,-,-,2010
44064efd,7.0,1961,-,-,-,-,-,-,-,-,2010
440d792d,12.0,1996,-,-,-,-,-,-,-,-,2010
44117083,12.0,1981,-,-,-,-,-,-,-,-,2010
4412aa15,16.0,1960,-,-,-,-,-,-,-,-,2010
43fd130c,2.0,1989,-,-,-,-,-,-,-,-,2010
44af06aa,1.0,1983,-,-,-,-,-,-,-,-,2010
44b01abf,8.0,1958,-,-,-,-,-,-,-,-,2010
44b2e9bc,12.0,1958,-,-,-,-,-,-,-,-,2010
454c5d6c,14.0,1995,-,-,-,-,-,-,-,-,2010
454da142,16.0,1990,-,-,-,-,-,-,-,-,2010
4551b59d,8.0,1964,-,-,-,-,-,-,-,-,2010
45539265,4.0,1966,-,-,-,-,-,-,-,-,2010
45578ec5,15.0,1965,-,-,-,-,-,-,-,-,2010
45632ae7,7.0,1997,-,-,-,-,-,-,-,-,2010
4565b1b6,2.0,1990,-,-,-,-,-,-,-,-,2010
45670311,11.0,1989,-,-,-,-,-,-,-,-,2010
456a1eb5,11.0,1990,-,-,-,-,-,-,-,-,2010
456b03fd,13.0,1960,-,-,-,-,-,-,-,-,2010
453f1018,2.0,1997,-,-,-,-,-,-,-,-,2010
45845130,10.0,1997,-,-,-,-,-,-,-,-,2010
4595c6ac,17.0,1961,-,-,-,-,-,-,-,-,2010
459ca6b2,3.0,1991,-,-,-,-,-,-,-,-,2010
45a1b9f1,10.0,1952,-,-,-,-,-,-,-,-,2010
45a2ba14,1.0,1950,-,-,-,-,-,-,-,-,2010
45a427f3,2.0,1999,-,-,-,-,-,-,-,-,2010
45af1035,8.0,1984,-,-,-,-,-,-,-,-,2010
45af70b6,11.0,1958,-,-,-,-,-,-,-,-,2010
45b2787e,1.0,1990,-,-,-,-,-,-,-,-,2010
45b29dfe,16.0,1988,-,-,-,-,-,-,-,-,2010
45b49f01,9.0,1957,-,-,-,-,-,-,-,-,2010
4587414c,9.0,1986,-,-,-,-,-,-,-,-,2010
453e87c3,16.0,1951,-,-,-,-,-,-,-,-,2010
4539bd4c,8.0,1993,-,-,-,-,-,-,-,-,2010
4535b18e,12.0,1967,-,-,-,-,-,-,-,-,2010
44bc57d6,14.0,1997,-,-,-,-,-,-,-,-,2010
44bccd96,2.0,1983,-,-,-,-,-,-,-,-,2010
44d0987a,4.0,1987,-,-,-,-,-,-,-,-,2010
44d185c0,11.0,1952,-,-,-,-,-,-,-,-,2010
44df2624,1.0,1964,-,-,-,-,-,-,-,-,2010
44e758fd,6.0,1955,-,-,-,-,-,-,-,-,2010
44ea7cf6,2.0,1989,-,-,-,-,-,-,-,-,2010
44eb8084,11.0,1956,-,-,-,-,-,-,-,-,2010
44f56049,9.0,1998,-,-,-,-,-,-,-,-,2010
44f6adb8,3.0,1967,-,-,-,-,-,-,-,-,2010
44f8348a,12.0,1998,-,-,-,-,-,-,-,-,2010
44fca7d7,17.0,1988,-,-,-,-,-,-,-,-,2010
45036961,2.0,1996,-,-,-,-,-,-,-,-,2010
4503c5ee,3.0,1997,-,-,-,-,-,-,-,-,2010
450549f5,1.0,1953,-,-,-,-,-,-,-,-,2010
450fd53e,1.0,1966,-,-,-,-,-,-,-,-,2010
451e4e0c,2.0,1982,-,-,-,-,-,-,-,-,2010
451e9317,2.0,1950,-,-,-,-,-,-,-,-,2010
4525b5a9,10.0,1969,-,-,-,-,-,-,-,-,2010
452c3ef9,13.0,1968,-,-,-,-,-,-,-,-,2010
4530ae2f,12.0,1965,-,-,-,-,-,-,-,-,2010
45345c12,13.0,1961,-,-,-,-,-,-,-,-,2010
45352b15,6.0,1958,-,-,-,-,-,-,-,-,2010
43ad59ba,13.0,1950,-,-,-,-,-,-,-,-,2010
41948c14,11.0,1969,-,-,-,-,-,-,-,-,2010
439fa0d7,4.0,1965,-,-,-,-,-,-,-,-,2010
43909e8c,16.0,1980,-,-,-,-,-,-,-,-,2010
420a7fa7,11.0,1967,-,-,-,-,-,-,-,-,2010
420f42f5,5.0,1963,-,-,-,-,-,-,-,-,2010
42118437,6.0,1984,-,-,-,-,-,-,-,-,2010
421687d6,16.0,1953,-,-,-,-,-,-,-,-,2010
421cb1af,7.0,1956,-,-,-,-,-,-,-,-,2010
421ee56d,11.0,1992,-,-,-,-,-,-,-,-,2010
42278a4a,5.0,1980,-,-,-,-,-,-,-,-,2010
42278c56,3.0,1953,-,-,-,-,-,-,-,-,2010
42330333,15.0,1960,-,-,-,-,-,-,-,-,2010
4234f609,12.0,1999,-,-,-,-,-,-,-,-,2010
4209b513,14.0,1966,-,-,-,-,-,-,-,-,2010
4235a272,9.0,1987,-,-,-,-,-,-,-,-,2010
423b889a,8.0,1964,-,-,-,-,-,-,-,-,2010
424bfebe,10.0,1999,-,-,-,-,-,-,-,-,2010
4252b163,8.0,1984,-,-,-,-,-,-,-,-,2010
425b6fe5,16.0,1958,-,-,-,-,-,-,-,-,2010
425c2738,1.0,1987,-,-,-,-,-,-,-,-,2010
425db856,11.0,1989,-,-,-,-,-,-,-,-,2010
4265f31f,15.0,1955,-,-,-,-,-,-,-,-,2010
42672d8c,4.0,1989,-,-,-,-,-,-,-,-,2010
42677d08,9.0,1998,-,-,-,-,-,-,-,-,2010
426d36b4,15.0,1985,-,-,-,-,-,-,-,-,2010
4237349c,4.0,1970,-,-,-,-,-,-,-,-,2010
42729757,13.0,1963,-,-,-,-,-,-,-,-,2010
420561b7,12.0,1980,-,-,-,-,-,-,-,-,2010
4201be1f,2.0,1987,-,-,-,-,-,-,-,-,2010
419985c7,3.0,1982,-,-,-,-,-,-,-,-,2010
41a0ed50,9.0,1968,-,-,-,-,-,-,-,-,2010
41a21949,11.0,1983,-,-,-,-,-,-,-,-,2010
41a6f470,15.0,1967,-,-,-,-,-,-,-,-,2010
41aa1473,11.0,1994,-,-,-,-,-,-,-,-,2010
41b60357,5.0,1952,-,-,-,-,-,-,-,-,2010
41bad265,3.0,1955,-,-,-,-,-,-,-,-,2010
41c842e5,9.0,1969,-,-,-,-,-,-,-,-,2010
41cbb26c,7.0,1985,-,-,-,-,-,-,-,-,2010
41d5aebc,1.0,1993,-,-,-,-,-,-,-,-,2010
42022093,8.0,1954,-,-,-,-,-,-,-,-,2010
41d61c65,11.0,1960,-,-,-,-,-,-,-,-,2010
41d9d142,16.0,1964,-,-,-,-,-,-,-,-,2010
41dc329d,4.0,1963,-,-,-,-,-,-,-,-,2010
41dd81fe,8.0,1990,-,-,-,-,-,-,-,-,2010
41e7941d,4.0,1981,-,-,-,-,-,-,-,-,2010
41e7c9f1,9.0,1956,-,-,-,-,-,-,-,-,2010
41ead331,14.0,1963,-,-,-,-,-,-,-,-,2010
41faab75,14.0,1988,-,-,-,-,-,-,-,-,2010
41ffd5ce,6.0,1953,-,-,-,-,-,-,-,-,2010
4200e151,16.0,1958,-,-,-,-,-,-,-,-,2010
42018399,13.0,1988,-,-,-,-,-,-,-,-,2010
41d9bfc1,4.0,1998,-,-,-,-,-,-,-,-,2010
427831bc,6.0,1982,-,-,-,-,-,-,-,-,2010
427e9997,13.0,1959,-,-,-,-,-,-,-,-,2010
428811f3,15.0,1967,-,-,-,-,-,-,-,-,2010
431335c6,17.0,1994,-,-,-,-,-,-,-,-,2010
43136ada,9.0,1981,-,-,-,-,-,-,-,-,2010
4317e915,9.0,1980,-,-,-,-,-,-,-,-,2010
4317f48d,6.0,1953,-,-,-,-,-,-,-,-,2010
431afb67,12.0,1981,-,-,-,-,-,-,-,-,2010
43224532,6.0,1990,-,-,-,-,-,-,-,-,2010
432f00db,9.0,1987,-,-,-,-,-,-,-,-,2010
432f3cc1,15.0,1989,-,-,-,-,-,-,-,-,2010
433cb5b8,3.0,1969,-,-,-,-,-,-,-,-,2010
433e24a0,8.0,1992,-,-,-,-,-,-,-,-,2010
43126567,12.0,1993,-,-,-,-,-,-,-,-,2010
4340893b,14.0,1963,-,-,-,-,-,-,-,-,2010
434fa5a4,15.0,1970,-,-,-,-,-,-,-,-,2010
43584716,13.0,1989,-,-,-,-,-,-,-,-,2010
4358476e,16.0,1987,-,-,-,-,-,-,-,-,2010
435c859c,5.0,1954,-,-,-,-,-,-,-,-,2010
436b7d03,15.0,1957,-,-,-,-,-,-,-,-,2010
4383e211,8.0,1987,-,-,-,-,-,-,-,-,2010
4383e427,10.0,1967,-,-,-,-,-,-,-,-,2010
438411b6,9.0,1957,-,-,-,-,-,-,-,-,2010
4387bca7,7.0,1992,-,-,-,-,-,-,-,-,2010
438f6eea,10.0,1954,-,-,-,-,-,-,-,-,2010
434d4db3,3.0,1980,-,-,-,-,-,-,-,-,2010
4309232d,9.0,1964,-,-,-,-,-,-,-,-,2010
4303b2e8,6.0,1970,-,-,-,-,-,-,-,-,2010
42fe99d4,6.0,1950,-,-,-,-,-,-,-,-,2010
42903623,1.0,1958,-,-,-,-,-,-,-,-,2010
4294b530,14.0,1981,-,-,-,-,-,-,-,-,2010
4299b620,14.0,1965,-,-,-,-,-,-,-,-,2010
42a8763d,14.0,1970,-,-,-,-,-,-,-,-,2010
42b090e4,2.0,1998,-,-,-,-,-,-,-,-,2010
42b51472,11.0,1970,-,-,-,-,-,-,-,-,2010
42b68452,9.0,1994,-,-,-,-,-,-,-,-,2010
42b947a5,1.0,1988,-,-,-,-,-,-,-,-,2010
42be2c9e,9.0,1964,-,-,-,-,-,-,-,-,2010
42ca62b0,5.0,1965,-,-,-,-,-,-,-,-,2010
42cc9cbc,4.0,1963,-,-,-,-,-,-,-,-,2010
42d3f290,2.0,1957,-,-,-,-,-,-,-,-,2010
42d56f61,16.0,1989,-,-,-,-,-,-,-,-,2010
42d78317,2.0,1959,-,-,-,-,-,-,-,-,2010
42de7820,7.0,1950,-,-,-,-,-,-,-,-,2010
42e1d779,17.0,1959,-,-,-,-,-,-,-,-,2010
42eeddef,1.0,1964,-,-,-,-,-,-,-,-,2010
42f063af,17.0,1987,-,-,-,-,-,-,-,-,2010
