,HOUSEKEEPING_NR,TYPHH,rinpersoon,PLHH,REFPERSOONHH,NUMBERPERSHH,DATE_STIRTHH,DATUMEINDEHH,AANTALOVHH,AANTALKINDHH,BIRTHEDYOUNGCHILDHH,GEBMAANDJONGSTEKINDHH,GEBJAAROUDSTEKINDHH,BMAANDOUDSTEKINDHH,hierarchy,ID_list_rinpersoon
1357,85de54be,couple without children,072ccdc5,partner in couple without children,1,2,1995-01-01,1996-01-01,2,0,2015.0,01,2010.0,05,85de54be_1995-01-01,"['0fab8cd4', '072ccdc5']"
1358,e50eb526,single parent household,2e4a5aa7,parent in single parent household,0,2,1995-01-01,1996-01-01,1,1,,--,,--,e50eb526_1995-01-01,"['2e4a5aa7', '81a8ea3b']"
1359,e50eb526,single parent household,81a8ea3b,child living at home,0,2,1995-01-01,1996-01-01,1,1,,--,,--,e50eb526_1995-01-01,"['2e4a5aa7', '81a8ea3b']"
1360,fe4bd453,couple with children,d5eae13d,partner in couple with children,0,5,1995-01-01,1996-01-01,2,3,2015.0,01,2010.0,05,fe4bd453_1995-01-01,"['d5eae13d', '7b44a300', '6cce39de', 'd9b62737', 'ed2760e4']"
1361,fe4bd453,couple with children,7b44a300,partner in couple with children,0,5,1995-01-01,1996-01-01,2,3,2015.0,01,2010.0,05,fe4bd453_1995-01-01,"['d5eae13d', '7b44a300', '6cce39de', 'd9b62737', 'ed2760e4']"
1362,fe4bd453,couple with children,6cce39de,child living at home,0,5,1995-01-01,1996-01-01,2,3,2015.0,01,2010.0,05,fe4bd453_1995-01-01,"['d5eae13d', '7b44a300', '6cce39de', 'd9b62737', 'ed2760e4']"
1363,fe4bd453,couple with children,d9b62737,child living at home,0,5,1995-01-01,1996-01-01,2,3,2015.0,01,2010.0,05,fe4bd453_1995-01-01,"['d5eae13d', '7b44a300', '6cce39de', 'd9b62737', 'ed2760e4']"
1364,fe4bd453,couple with children,ed2760e4,child living at home,0,5,1995-01-01,1996-01-01,2,3,2015.0,01,2010.0,05,fe4bd453_1995-01-01,"['d5eae13d', '7b44a300', '6cce39de', 'd9b62737', 'ed2760e4']"
1365,a6356b00,couple with children,677fc918,partner in couple with children,1,3,1995-01-01,1996-01-01,2,1,2015.0,01,2010.0,05,a6356b00_1995-01-01,"['677fc918', '203f72e6', '057ba9b9']"
1366,a6356b00,couple with children,203f72e6,partner in couple with children,1,3,1995-01-01,1996-01-01,2,1,2015.0,01,2010.0,05,a6356b00_1995-01-01,"['677fc918', '203f72e6', '057ba9b9']"
1367,a6356b00,couple with children,057ba9b9,child living at home,1,3,1995-01-01,1996-01-01,2,1,2015.0,01,2010.0,05,a6356b00_1995-01-01,"['677fc918', '203f72e6', '057ba9b9']"
1368,d1a3f6da,single person household,8cd4678b,single person,1,1,1995-01-01,1996-01-01,1,0,,--,,--,d1a3f6da_1995-01-01,['8cd4678b']
1369,367b57f2,single person household,d1ccc4c3,single person,0,1,1995-01-01,1996-01-01,1,0,,--,,--,367b57f2_1995-01-01,['d1ccc4c3']
1370,55435dbf,couple with children,504039d3,partner in couple with children,1,3,1995-01-01,1996-01-01,2,1,2015.0,01,2010.0,05,55435dbf_1995-01-01,"['504039d3', '1c0cf745', 'ac9bbba4']"
1371,55435dbf,couple with children,1c0cf745,partner in couple with children,1,3,1995-01-01,1996-01-01,2,1,2015.0,01,2010.0,05,55435dbf_1995-01-01,"['504039d3', '1c0cf745', 'ac9bbba4']"
1372,55435dbf,couple with children,ac9bbba4,child living at home,1,3,1995-01-01,1996-01-01,2,1,2015.0,01,2010.0,05,55435dbf_1995-01-01,"['504039d3', '1c0cf745', 'ac9bbba4']"
1373,03f2a835,single person household,3ecfc7de,single person,0,1,1995-01-01,1996-01-01,1,0,,--,,--,03f2a835_1995-01-01,['3ecfc7de']
1374,84cf3aad,single parent household,c287df82,parent in single parent household,1,3,1995-01-01,1996-01-01,1,2,,--,,--,84cf3aad_1995-01-01,"['c287df82', 'f0a19adc', '9ce02f22']"
1375,84cf3aad,single parent household,f0a19adc,child living at home,1,3,1995-01-01,1996-01-01,1,2,,--,,--,84cf3aad_1995-01-01,"['c287df82', 'f0a19adc', '9ce02f22']"
1376,84cf3aad,single parent household,9ce02f22,child living at home,1,3,1995-01-01,1996-01-01,1,2,,--,,--,84cf3aad_1995-01-01,"['c287df82', 'f0a19adc', '9ce02f22']"
1377,0e1d9545,couple with children,73714a86,partner in couple with children,1,4,1995-01-01,1996-01-01,2,2,2015.0,01,2010.0,05,0e1d9545_1995-01-01,"['73714a86', '0f66bec7', '870e1532', '83d3fd5c']"
1378,0e1d9545,couple with children,0f66bec7,partner in couple with children,1,4,1995-01-01,1996-01-01,2,2,2015.0,01,2010.0,05,0e1d9545_1995-01-01,"['73714a86', '0f66bec7', '870e1532', '83d3fd5c']"
1379,0e1d9545,couple with children,870e1532,child living at home,1,4,1995-01-01,1996-01-01,2,2,2015.0,01,2010.0,05,0e1d9545_1995-01-01,"['73714a86', '0f66bec7', '870e1532', '83d3fd5c']"
1380,0e1d9545,couple with children,83d3fd5c,child living at home,1,4,1995-01-01,1996-01-01,2,2,2015.0,01,2010.0,05,0e1d9545_1995-01-01,"['73714a86', '0f66bec7', '870e1532', '83d3fd5c']"
1381,4dfb7df9,single parent household,f47b6fce,parent in single parent household,1,2,1995-01-01,1996-01-01,1,1,,--,,--,4dfb7df9_1995-01-01,"['f47b6fce', '17184c4d']"
1382,4dfb7df9,single parent household,17184c4d,child living at home,1,2,1995-01-01,1996-01-01,1,1,,--,,--,4dfb7df9_1995-01-01,"['f47b6fce', '17184c4d']"
1383,a7ec39ff,single person household,9c292f29,single person,1,1,1995-01-01,1996-01-01,1,0,,--,,--,a7ec39ff_1995-01-01,['9c292f29']
1384,a579f418,couple without children,9474d614,partner in couple without children,1,2,1995-01-01,1996-01-01,2,0,2015.0,01,2010.0,05,a579f418_1995-01-01,"['9474d614', '201b0565']"
1385,a579f418,couple without children,201b0565,partner in couple without children,1,2,1995-01-01,1996-01-01,2,0,2015.0,01,2010.0,05,a579f418_1995-01-01,"['9474d614', '201b0565']"
1386,4f087b3d,couple with children,c70f17db,partner in couple with children,1,6,1995-01-01,1996-01-01,2,4,2015.0,01,2010.0,05,4f087b3d_1995-01-01,"['c70f17db', '94c7184b', '2ecb427e', 'b45bb496', 'd3229821', 'fbbcb456']"
1387,4f087b3d,couple with children,94c7184b,child living at home,1,6,1995-01-01,1996-01-01,2,4,2015.0,01,2010.0,05,4f087b3d_1995-01-01,"['c70f17db', '94c7184b', '2ecb427e', 'b45bb496', 'd3229821', 'fbbcb456']"
1388,4f087b3d,couple with children,2ecb427e,child living at home,1,6,1995-01-01,1996-01-01,2,4,2015.0,01,2010.0,05,4f087b3d_1995-01-01,"['c70f17db', '94c7184b', '2ecb427e', 'b45bb496', 'd3229821', 'fbbcb456']"
1389,4f087b3d,couple with children,b45bb496,child living at home,1,6,1995-01-01,1996-01-01,2,4,2015.0,01,2010.0,05,4f087b3d_1995-01-01,"['c70f17db', '94c7184b', '2ecb427e', 'b45bb496', 'd3229821', 'fbbcb456']"
1390,4f087b3d,couple with children,d3229821,child living at home,1,6,1995-01-01,1996-01-01,2,4,2015.0,01,2010.0,05,4f087b3d_1995-01-01,"['c70f17db', '94c7184b', '2ecb427e', 'b45bb496', 'd3229821', 'fbbcb456']"
1391,4f087b3d,couple with children,fbbcb456,partner in couple with children,1,6,1995-01-01,1996-01-01,2,4,2015.0,01,2010.0,05,4f087b3d_1995-01-01,"['c70f17db', '94c7184b', '2ecb427e', 'b45bb496', 'd3229821', 'fbbcb456']"
1392,8c956c29,couple with children,7ea2119e,partner in couple with children,0,3,1995-01-01,1996-01-01,2,1,2015.0,01,2010.0,05,8c956c29_1995-01-01,"['7ea2119e', '52ba2d04', '5f17663d']"
1393,8c956c29,couple with children,52ba2d04,partner in couple with children,0,3,1995-01-01,1996-01-01,2,1,2015.0,01,2010.0,05,8c956c29_1995-01-01,"['7ea2119e', '52ba2d04', '5f17663d']"
1394,8c956c29,couple with children,5f17663d,child living at home,0,3,1995-01-01,1996-01-01,2,1,2015.0,01,2010.0,05,8c956c29_1995-01-01,"['7ea2119e', '52ba2d04', '5f17663d']"
1395,189a8f87,couple with children,2ba7c873,partner in couple with children,1,6,1995-01-01,1996-01-01,2,4,2015.0,01,2010.0,05,189a8f87_1995-01-01,"['2ba7c873', '563983b6', 'ba1c5bc0', 'f7117412', 'b31cdcdb', 'c5fcc4f8']"
1396,189a8f87,couple with children,563983b6,child living at home,1,6,1995-01-01,1996-01-01,2,4,2015.0,01,2010.0,05,189a8f87_1995-01-01,"['2ba7c873', '563983b6', 'ba1c5bc0', 'f7117412', 'b31cdcdb', 'c5fcc4f8']"
1397,189a8f87,couple with children,ba1c5bc0,child living at home,1,6,1995-01-01,1996-01-01,2,4,2015.0,01,2010.0,05,189a8f87_1995-01-01,"['2ba7c873', '563983b6', 'ba1c5bc0', 'f7117412', 'b31cdcdb', 'c5fcc4f8']"
1398,189a8f87,couple with children,f7117412,child living at home,1,6,1995-01-01,1996-01-01,2,4,2015.0,01,2010.0,05,189a8f87_1995-01-01,"['2ba7c873', '563983b6', 'ba1c5bc0', 'f7117412', 'b31cdcdb', 'c5fcc4f8']"
1399,189a8f87,couple with children,b31cdcdb,partner in couple with children,1,6,1995-01-01,1996-01-01,2,4,2015.0,01,2010.0,05,189a8f87_1995-01-01,"['2ba7c873', '563983b6', 'ba1c5bc0', 'f7117412', 'b31cdcdb', 'c5fcc4f8']"
1400,189a8f87,couple with children,c5fcc4f8,child living at home,1,6,1995-01-01,1996-01-01,2,4,2015.0,01,2010.0,05,189a8f87_1995-01-01,"['2ba7c873', '563983b6', 'ba1c5bc0', 'f7117412', 'b31cdcdb', 'c5fcc4f8']"
1401,d35c144a,couple without children,c85b38d8,partner in couple without children,0,2,1995-01-01,1996-01-01,2,0,2015.0,01,2010.0,05,d35c144a_1995-01-01,"['c85b38d8', '2f0335cb']"
1402,d35c144a,couple without children,2f0335cb,partner in couple without children,0,2,1995-01-01,1996-01-01,2,0,2015.0,01,2010.0,05,d35c144a_1995-01-01,"['c85b38d8', '2f0335cb']"
1403,759c0a93,single parent household,741b384b,parent in single parent household,1,2,1995-01-01,1996-01-01,1,1,,--,,--,759c0a93_1995-01-01,"['741b384b', 'a4c87342']"
1404,759c0a93,single parent household,a4c87342,child living at home,1,2,1995-01-01,1996-01-01,1,1,,--,,--,759c0a93_1995-01-01,"['741b384b', 'a4c87342']"
1405,7d97b9f0,couple with children,cd698d09,partner in couple with children,0,3,1995-01-01,1996-01-01,2,1,2015.0,01,2010.0,05,7d97b9f0_1995-01-01,"['cd698d09', '75a3339c', '3021edf4']"
1406,7d97b9f0,couple with children,75a3339c,child living at home,0,3,1995-01-01,1996-01-01,2,1,2015.0,01,2010.0,05,7d97b9f0_1995-01-01,"['cd698d09', '75a3339c', '3021edf4']"
1407,7d97b9f0,couple with children,3021edf4,partner in couple with children,0,3,1995-01-01,1996-01-01,2,1,2015.0,01,2010.0,05,7d97b9f0_1995-01-01,"['cd698d09', '75a3339c', '3021edf4']"
1408,062e49e9,single parent household,a5d88020,parent in single parent household,0,4,1995-01-01,1996-01-01,1,3,,--,,--,062e49e9_1995-01-01,"['a5d88020', '4551f63c', '1a42e2e9', 'f5126b48']"
1409,062e49e9,single parent household,4551f63c,child living at home,0,4,1995-01-01,1996-01-01,1,3,,--,,--,062e49e9_1995-01-01,"['a5d88020', '4551f63c', '1a42e2e9', 'f5126b48']"
1410,062e49e9,single parent household,1a42e2e9,child living at home,0,4,1995-01-01,1996-01-01,1,3,,--,,--,062e49e9_1995-01-01,"['a5d88020', '4551f63c', '1a42e2e9', 'f5126b48']"
1411,062e49e9,single parent household,f5126b48,child living at home,0,4,1995-01-01,1996-01-01,1,3,,--,,--,062e49e9_1995-01-01,"['a5d88020', '4551f63c', '1a42e2e9', 'f5126b48']"
1412,55bdc77e,couple with children,ad20a108,partner in couple with children,0,3,1995-01-01,1996-01-01,2,1,2015.0,01,2010.0,05,55bdc77e_1995-01-01,"['ad20a108', 'e3ee2e3d', '59eef06d']"
1413,55bdc77e,couple with children,e3ee2e3d,partner in couple with children,0,3,1995-01-01,1996-01-01,2,1,2015.0,01,2010.0,05,55bdc77e_1995-01-01,"['ad20a108', 'e3ee2e3d', '59eef06d']"
1414,55bdc77e,couple with children,59eef06d,child living at home,0,3,1995-01-01,1996-01-01,2,1,2015.0,01,2010.0,05,55bdc77e_1995-01-01,"['ad20a108', 'e3ee2e3d', '59eef06d']"
1415,0dc2dd55,couple with children,972eff55,partner in couple with children,1,3,1995-01-01,1996-01-01,2,1,2015.0,01,2010.0,05,0dc2dd55_1995-01-01,"['972eff55', '5e610014', '2d457d5f']"
1416,0dc2dd55,couple with children,5e610014,partner in couple with children,1,3,1995-01-01,1996-01-01,2,1,2015.0,01,2010.0,05,0dc2dd55_1995-01-01,"['972eff55', '5e610014', '2d457d5f']"
1417,0dc2dd55,couple with children,2d457d5f,child living at home,1,3,1995-01-01,1996-01-01,2,1,2015.0,01,2010.0,05,0dc2dd55_1995-01-01,"['972eff55', '5e610014', '2d457d5f']"
1418,81dc7733,couple with children,a89314ac,partner in couple with children,1,3,1995-01-01,1996-01-01,2,1,2015.0,01,2010.0,05,81dc7733_1995-01-01,"['a89314ac', '9554b54a', 'b8d0c87e']"
1419,81dc7733,couple with children,9554b54a,partner in couple with children,1,3,1995-01-01,1996-01-01,2,1,2015.0,01,2010.0,05,81dc7733_1995-01-01,"['a89314ac', '9554b54a', 'b8d0c87e']"
1420,81dc7733,couple with children,b8d0c87e,child living at home,1,3,1995-01-01,1996-01-01,2,1,2015.0,01,2010.0,05,81dc7733_1995-01-01,"['a89314ac', '9554b54a', 'b8d0c87e']"
1421,100e7e07,couple with children,761df28c,partner in couple with children,0,5,1995-01-01,1996-01-01,2,3,2015.0,01,2010.0,05,100e7e07_1995-01-01,"['761df28c', '0e30c262', '87262451', '8d478736', '242743fd']"
1422,100e7e07,couple with children,0e30c262,child living at home,0,5,1995-01-01,1996-01-01,2,3,2015.0,01,2010.0,05,100e7e07_1995-01-01,"['761df28c', '0e30c262', '87262451', '8d478736', '242743fd']"
1423,100e7e07,couple with children,87262451,child living at home,0,5,1995-01-01,1996-01-01,2,3,2015.0,01,2010.0,05,100e7e07_1995-01-01,"['761df28c', '0e30c262', '87262451', '8d478736', '242743fd']"
1424,100e7e07,couple with children,8d478736,partner in couple with children,0,5,1995-01-01,1996-01-01,2,3,2015.0,01,2010.0,05,100e7e07_1995-01-01,"['761df28c', '0e30c262', '87262451', '8d478736', '242743fd']"
1425,100e7e07,couple with children,242743fd,child living at home,0,5,1995-01-01,1996-01-01,2,3,2015.0,01,2010.0,05,100e7e07_1995-01-01,"['761df28c', '0e30c262', '87262451', '8d478736', '242743fd']"
1426,890f5cfe,couple with children,d5268abb,partner in couple with children,1,4,1995-01-01,1996-01-01,2,2,2015.0,01,2010.0,05,890f5cfe_1995-01-01,"['d5268abb', '56b25cd7', '2d1ba0a5', '1db438e4']"
1427,890f5cfe,couple with children,56b25cd7,partner in couple with children,1,4,1995-01-01,1996-01-01,2,2,2015.0,01,2010.0,05,890f5cfe_1995-01-01,"['d5268abb', '56b25cd7', '2d1ba0a5', '1db438e4']"
1428,890f5cfe,couple with children,2d1ba0a5,child living at home,1,4,1995-01-01,1996-01-01,2,2,2015.0,01,2010.0,05,890f5cfe_1995-01-01,"['d5268abb', '56b25cd7', '2d1ba0a5', '1db438e4']"
1429,890f5cfe,couple with children,1db438e4,child living at home,1,4,1995-01-01,1996-01-01,2,2,2015.0,01,2010.0,05,890f5cfe_1995-01-01,"['d5268abb', '56b25cd7', '2d1ba0a5', '1db438e4']"
1430,1db0cd85,couple with children,c2921c9d,partner in couple with children,1,4,1995-01-01,1996-01-01,2,2,2015.0,01,2010.0,05,1db0cd85_1995-01-01,"['c2921c9d', '4d5f864d', '934a8721', 'e9e764db']"
1431,1db0cd85,couple with children,4d5f864d,child living at home,1,4,1995-01-01,1996-01-01,2,2,2015.0,01,2010.0,05,1db0cd85_1995-01-01,"['c2921c9d', '4d5f864d', '934a8721', 'e9e764db']"
1432,1db0cd85,couple with children,934a8721,partner in couple with children,1,4,1995-01-01,1996-01-01,2,2,2015.0,01,2010.0,05,1db0cd85_1995-01-01,"['c2921c9d', '4d5f864d', '934a8721', 'e9e764db']"
1433,1db0cd85,couple with children,e9e764db,child living at home,1,4,1995-01-01,1996-01-01,2,2,2015.0,01,2010.0,05,1db0cd85_1995-01-01,"['c2921c9d', '4d5f864d', '934a8721', 'e9e764db']"
1434,ddf33ad3,couple with children,28a097ab,partner in couple with children,1,4,1995-01-01,1996-01-01,2,2,2015.0,01,2010.0,05,ddf33ad3_1995-01-01,"['28a097ab', '2707d4e0', '21ecd92b', '0d302242']"
1435,ddf33ad3,couple with children,2707d4e0,child living at home,1,4,1995-01-01,1996-01-01,2,2,2015.0,01,2010.0,05,ddf33ad3_1995-01-01,"['28a097ab', '2707d4e0', '21ecd92b', '0d302242']"
1436,ddf33ad3,couple with children,21ecd92b,child living at home,1,4,1995-01-01,1996-01-01,2,2,2015.0,01,2010.0,05,ddf33ad3_1995-01-01,"['28a097ab', '2707d4e0', '21ecd92b', '0d302242']"
1437,ddf33ad3,couple with children,0d302242,partner in couple with children,1,4,1995-01-01,1996-01-01,2,2,2015.0,01,2010.0,05,ddf33ad3_1995-01-01,"['28a097ab', '2707d4e0', '21ecd92b', '0d302242']"
1438,3f74dfbc,couple with children,d13d415e,partner in couple with children,1,5,1995-01-01,1996-01-01,2,3,2015.0,01,2010.0,05,3f74dfbc_1995-01-01,"['d13d415e', '678c09b8', '99cb489e', '73f902fd', 'ff6b9882']"
1439,3f74dfbc,couple with children,678c09b8,partner in couple with children,1,5,1995-01-01,1996-01-01,2,3,2015.0,01,2010.0,05,3f74dfbc_1995-01-01,"['d13d415e', '678c09b8', '99cb489e', '73f902fd', 'ff6b9882']"
1440,3f74dfbc,couple with children,99cb489e,child living at home,1,5,1995-01-01,1996-01-01,2,3,2015.0,01,2010.0,05,3f74dfbc_1995-01-01,"['d13d415e', '678c09b8', '99cb489e', '73f902fd', 'ff6b9882']"
1441,3f74dfbc,couple with children,73f902fd,child living at home,1,5,1995-01-01,1996-01-01,2,3,2015.0,01,2010.0,05,3f74dfbc_1995-01-01,"['d13d415e', '678c09b8', '99cb489e', '73f902fd', 'ff6b9882']"
1442,3f74dfbc,couple with children,ff6b9882,child living at home,1,5,1995-01-01,1996-01-01,2,3,2015.0,01,2010.0,05,3f74dfbc_1995-01-01,"['d13d415e', '678c09b8', '99cb489e', '73f902fd', 'ff6b9882']"
1443,98494c83,couple without children,d487548b,partner in couple without children,0,2,1995-01-01,1996-01-01,2,0,2015.0,01,2010.0,05,98494c83_1995-01-01,"['d487548b', 'cf188e9e']"
1444,98494c83,couple without children,cf188e9e,partner in couple without children,0,2,1995-01-01,1996-01-01,2,0,2015.0,01,2010.0,05,98494c83_1995-01-01,"['d487548b', 'cf188e9e']"
1445,23ae98aa,couple with children,6c7764d8,partner in couple with children,1,3,1995-01-01,1996-01-01,2,1,2015.0,01,2010.0,05,23ae98aa_1995-01-01,"['6c7764d8', '678a040d', 'd31bbf1c']"
1446,23ae98aa,couple with children,678a040d,partner in couple with children,1,3,1995-01-01,1996-01-01,2,1,2015.0,01,2010.0,05,23ae98aa_1995-01-01,"['6c7764d8', '678a040d', 'd31bbf1c']"
1447,23ae98aa,couple with children,d31bbf1c,child living at home,1,3,1995-01-01,1996-01-01,2,1,2015.0,01,2010.0,05,23ae98aa_1995-01-01,"['6c7764d8', '678a040d', 'd31bbf1c']"
1448,1b10bc97,couple with children,841030bd,partner in couple with children,1,3,1995-01-01,1996-01-01,2,1,2015.0,01,2010.0,05,1b10bc97_1995-01-01,"['841030bd', '359722c1', '7419b1d5']"
1449,1b10bc97,couple with children,359722c1,partner in couple with children,1,3,1995-01-01,1996-01-01,2,1,2015.0,01,2010.0,05,1b10bc97_1995-01-01,"['841030bd', '359722c1', '7419b1d5']"
1450,1b10bc97,couple with children,7419b1d5,child living at home,1,3,1995-01-01,1996-01-01,2,1,2015.0,01,2010.0,05,1b10bc97_1995-01-01,"['841030bd', '359722c1', '7419b1d5']"
1451,eb8f89c0,couple with children,f435ebc1,partner in couple with children,0,4,1995-01-01,1996-01-01,2,2,2015.0,01,2010.0,05,eb8f89c0_1995-01-01,"['f435ebc1', 'd9eda59d', '2061558e', '6683d80c']"
1452,eb8f89c0,couple with children,d9eda59d,child living at home,0,4,1995-01-01,1996-01-01,2,2,2015.0,01,2010.0,05,eb8f89c0_1995-01-01,"['f435ebc1', 'd9eda59d', '2061558e', '6683d80c']"
1453,eb8f89c0,couple with children,2061558e,child living at home,0,4,1995-01-01,1996-01-01,2,2,2015.0,01,2010.0,05,eb8f89c0_1995-01-01,"['f435ebc1', 'd9eda59d', '2061558e', '6683d80c']"
1454,eb8f89c0,couple with children,6683d80c,partner in couple with children,0,4,1995-01-01,1996-01-01,2,2,2015.0,01,2010.0,05,eb8f89c0_1995-01-01,"['f435ebc1', 'd9eda59d', '2061558e', '6683d80c']"
1455,4a40e9d6,couple with children,b58fe046,partner in couple with children,0,5,1995-01-01,1996-01-01,2,3,2015.0,01,2010.0,05,4a40e9d6_1995-01-01,"['b58fe046', '5d71be0c', 'ca9fd164', '3f4b9328', '20196197']"
1456,4a40e9d6,couple with children,5d71be0c,child living at home,0,5,1995-01-01,1996-01-01,2,3,2015.0,01,2010.0,05,4a40e9d6_1995-01-01,"['b58fe046', '5d71be0c', 'ca9fd164', '3f4b9328', '20196197']"
1457,4a40e9d6,couple with children,ca9fd164,child living at home,0,5,1995-01-01,1996-01-01,2,3,2015.0,01,2010.0,05,4a40e9d6_1995-01-01,"['b58fe046', '5d71be0c', 'ca9fd164', '3f4b9328', '20196197']"
1458,4a40e9d6,couple with children,3f4b9328,partner in couple with children,0,5,1995-01-01,1996-01-01,2,3,2015.0,01,2010.0,05,4a40e9d6_1995-01-01,"['b58fe046', '5d71be0c', 'ca9fd164', '3f4b9328', '20196197']"
1459,4a40e9d6,couple with children,20196197,child living at home,0,5,1995-01-01,1996-01-01,2,3,2015.0,01,2010.0,05,4a40e9d6_1995-01-01,"['b58fe046', '5d71be0c', 'ca9fd164', '3f4b9328', '20196197']"
1460,6f4cea9d,couple with children,6fabb65e,partner in couple with children,1,4,1995-01-01,1996-01-01,2,2,2015.0,01,2010.0,05,6f4cea9d_1995-01-01,"['6fabb65e', 'c338ceb1', '19fb8f76', '46b505a6']"
1461,6f4cea9d,couple with children,c338ceb1,child living at home,1,4,1995-01-01,1996-01-01,2,2,2015.0,01,2010.0,05,6f4cea9d_1995-01-01,"['6fabb65e', 'c338ceb1', '19fb8f76', '46b505a6']"
1462,6f4cea9d,couple with children,19fb8f76,child living at home,1,4,1995-01-01,1996-01-01,2,2,2015.0,01,2010.0,05,6f4cea9d_1995-01-01,"['6fabb65e', 'c338ceb1', '19fb8f76', '46b505a6']"
1463,6f4cea9d,couple with children,46b505a6,partner in couple with children,1,4,1995-01-01,1996-01-01,2,2,2015.0,01,2010.0,05,6f4cea9d_1995-01-01,"['6fabb65e', 'c338ceb1', '19fb8f76', '46b505a6']"
1464,562da4fb,couple with children,ce9427ee,partner in couple with children,1,4,1995-01-01,1996-01-01,2,2,2015.0,01,2010.0,05,562da4fb_1995-01-01,"['ce9427ee', 'd7aa5f87', '0cb80b58', 'e11d0757']"
1465,562da4fb,couple with children,d7aa5f87,partner in couple with children,1,4,1995-01-01,1996-01-01,2,2,2015.0,01,2010.0,05,562da4fb_1995-01-01,"['ce9427ee', 'd7aa5f87', '0cb80b58', 'e11d0757']"
1466,562da4fb,couple with children,0cb80b58,child living at home,1,4,1995-01-01,1996-01-01,2,2,2015.0,01,2010.0,05,562da4fb_1995-01-01,"['ce9427ee', 'd7aa5f87', '0cb80b58', 'e11d0757']"
1467,562da4fb,couple with children,e11d0757,child living at home,1,4,1995-01-01,1996-01-01,2,2,2015.0,01,2010.0,05,562da4fb_1995-01-01,"['ce9427ee', 'd7aa5f87', '0cb80b58', 'e11d0757']"
1468,0b8168f8,couple with children,f069856a,partner in couple with children,0,3,1995-01-01,1996-01-01,2,1,2015.0,01,2010.0,05,0b8168f8_1995-01-01,"['f069856a', '183ef5f3', 'd1e4b544']"
1469,0b8168f8,couple with children,183ef5f3,child living at home,0,3,1995-01-01,1996-01-01,2,1,2015.0,01,2010.0,05,0b8168f8_1995-01-01,"['f069856a', '183ef5f3', 'd1e4b544']"
1470,0b8168f8,couple with children,d1e4b544,partner in couple with children,0,3,1995-01-01,1996-01-01,2,1,2015.0,01,2010.0,05,0b8168f8_1995-01-01,"['f069856a', '183ef5f3', 'd1e4b544']"
1471,fc4fdd10,single parent household,91a48532,parent in single parent household,1,2,1995-01-01,1996-01-01,1,1,,--,,--,fc4fdd10_1995-01-01,"['91a48532', '2e034bc2']"
1472,fc4fdd10,single parent household,2e034bc2,child living at home,1,2,1995-01-01,1996-01-01,1,1,,--,,--,fc4fdd10_1995-01-01,"['91a48532', '2e034bc2']"
1473,a901b67e,single person household,245acfda,single person,0,1,1995-01-01,1996-01-01,1,0,,--,,--,a901b67e_1995-01-01,['245acfda']
1474,8025da67,single parent household,c8625a2a,parent in single parent household,0,6,1995-01-01,1996-01-01,1,5,,--,,--,8025da67_1995-01-01,"['c8625a2a', '56f21f55', '8e4c24e7', '140ccda3', '710c492f', '24f5df1e']"
1475,8025da67,single parent household,56f21f55,child living at home,0,6,1995-01-01,1996-01-01,1,5,,--,,--,8025da67_1995-01-01,"['c8625a2a', '56f21f55', '8e4c24e7', '140ccda3', '710c492f', '24f5df1e']"
1476,8025da67,single parent household,8e4c24e7,child living at home,0,6,1995-01-01,1996-01-01,1,5,,--,,--,8025da67_1995-01-01,"['c8625a2a', '56f21f55', '8e4c24e7', '140ccda3', '710c492f', '24f5df1e']"
1477,8025da67,single parent household,140ccda3,child living at home,0,6,1995-01-01,1996-01-01,1,5,,--,,--,8025da67_1995-01-01,"['c8625a2a', '56f21f55', '8e4c24e7', '140ccda3', '710c492f', '24f5df1e']"
1478,8025da67,single parent household,710c492f,child living at home,0,6,1995-01-01,1996-01-01,1,5,,--,,--,8025da67_1995-01-01,"['c8625a2a', '56f21f55', '8e4c24e7', '140ccda3', '710c492f', '24f5df1e']"
1479,8025da67,single parent household,24f5df1e,child living at home,0,6,1995-01-01,1996-01-01,1,5,,--,,--,8025da67_1995-01-01,"['c8625a2a', '56f21f55', '8e4c24e7', '140ccda3', '710c492f', '24f5df1e']"
1480,54ee1199,couple without children,a065a60e,partner in couple without children,0,2,1995-01-01,1996-01-01,2,0,2015.0,01,2010.0,05,54ee1199_1995-01-01,"['a065a60e', '2c355d86']"
1481,54ee1199,couple without children,2c355d86,partner in couple without children,0,2,1995-01-01,1996-01-01,2,0,2015.0,01,2010.0,05,54ee1199_1995-01-01,"['a065a60e', '2c355d86']"
1482,8221a77b,couple with children,4332d9a0,partner in couple with children,0,3,1995-01-01,1996-01-01,2,1,2015.0,01,2010.0,05,8221a77b_1995-01-01,"['4332d9a0', 'f5925e77', '0889e4ba']"
1483,8221a77b,couple with children,f5925e77,partner in couple with children,0,3,1995-01-01,1996-01-01,2,1,2015.0,01,2010.0,05,8221a77b_1995-01-01,"['4332d9a0', 'f5925e77', '0889e4ba']"
1484,8221a77b,couple with children,0889e4ba,child living at home,0,3,1995-01-01,1996-01-01,2,1,2015.0,01,2010.0,05,8221a77b_1995-01-01,"['4332d9a0', 'f5925e77', '0889e4ba']"
