rinpersoon,year,num_employed_months,num_firms_worked_at,average_salary_while_employed
7a903646,2014,4,4,6785.25
7a903646,2015,5,5,5932.6
7a903646,2016,4,4,6295.5
7a903646,2017,4,4,6580.0
7a903646,2018,4,4,4124.25
7a903646,2019,5,5,6120.6
7a903646,2020,5,5,6906.8
7a996d12,2010,4,4,3466.0
7a996d12,2011,3,3,4418.333333333333
7a996d12,2012,4,4,4360.5
7a996d12,2013,4,4,7890.0
7a996d12,2014,4,4,6272.5
7a996d12,2015,5,5,5125.2
7a996d12,2016,4,4,4682.75
7a996d12,2017,4,4,7251.5
7a996d12,2018,5,5,2821.4
7a996d12,2019,4,4,6578.0
7a996d12,2020,5,5,6678.6
7aa36add,2010,4,4,6487.5
7aa36add,2011,3,3,5890.0
7aa36add,2012,4,4,6448.0
7aa36add,2013,5,5,5126.6
7aa36add,2014,3,3,4315.333333333333
7aa36add,2015,3,3,3946.6666666666665
7aa36add,2016,3,3,6177.0
7aa36add,2017,5,5,5981.0
7aa36add,2018,5,5,7191.2
7aa36add,2019,4,4,3968.75
7aa36add,2020,5,5,4180.4
7aa5e5a3,2010,5,3,6014.2
7aa5e5a3,2011,2,2,3953.5
7aa5e5a3,2012,5,5,6317.0
7aa5e5a3,2013,5,5,4338.6
7aa5e5a3,2014,5,5,4765.4
7aa5e5a3,2015,5,5,5794.8
7aa5e5a3,2016,5,5,5920.8
7aa5e5a3,2017,4,4,6895.75
7aa5e5a3,2018,4,4,6960.75
7aa5e5a3,2019,5,5,7707.2
7aa5e5a3,2020,4,4,4551.75
7ab6c145,2010,4,3,6119.5
7ab6c145,2011,3,3,5970.666666666667
7ab6c145,2012,5,5,5979.4
7ab6c145,2013,5,5,7097.8
7ab6c145,2014,5,5,5056.6
7ab6c145,2015,4,4,5186.5
7ab6c145,2016,3,2,5113.666666666667
7ab6c145,2017,5,3,5819.6
7ab6c145,2018,5,3,8025.6
7ab6c145,2019,5,3,7786.8
7ab6c145,2020,5,3,6525.0
7ab7dc62,2010,4,4,5085.25
7ab7dc62,2011,5,5,5142.4
7ab7dc62,2012,4,4,5850.5
7ab7dc62,2013,4,4,6248.25
7ab7dc62,2014,4,4,5679.75
7ab7dc62,2015,4,4,7545.25
7ab7dc62,2016,4,4,5518.0
7ab7dc62,2017,5,5,2953.6
7ab7dc62,2018,4,4,7515.5
7ab7dc62,2019,4,4,6983.0
7ab7dc62,2020,2,2,4126.0
7ab9a566,2010,3,3,7291.333333333333
7ab9a566,2011,5,5,4091.8
7ab9a566,2012,5,5,6484.2
7ab9a566,2013,3,3,3815.6666666666665
7ab9a566,2014,3,3,6075.0
7ab9a566,2015,5,5,5363.0
7ab9a566,2016,5,5,3195.6
7ab9a566,2017,2,2,9222.5
7ab9a566,2018,5,5,6258.0
7ab9a566,2019,5,5,5968.4
7ab9a566,2020,3,3,5899.0
7abb41fe,2010,4,4,4723.5
7abb41fe,2011,3,3,5779.0
7abb41fe,2012,5,5,5316.6
7abb41fe,2013,5,5,5720.6
7abb41fe,2014,3,3,3256.333333333333
7abb41fe,2015,5,5,6797.2
7abb41fe,2016,3,3,7462.666666666667
7abb41fe,2017,5,4,5793.0
7abb41fe,2018,3,3,5138.666666666667
7abb41fe,2019,4,4,7967.5
7abb41fe,2020,5,5,5736.6
7aca335b,2010,4,3,8201.75
7aca335b,2011,4,3,2542.75
7aca335b,2012,5,4,7080.4
7aca335b,2013,4,3,4327.0
7aca335b,2014,4,3,4986.0
7aca335b,2015,5,3,4312.6
7aca335b,2016,5,3,5419.6
7aca335b,2017,5,3,6015.2
7aca335b,2018,5,3,5778.2
7aca335b,2019,4,3,4814.5
7aca335b,2020,5,4,4736.6
7acaad02,2010,4,4,5478.0
7acaad02,2011,4,4,6094.25
7acaad02,2012,4,4,4058.0
7acaad02,2013,3,3,5345.666666666667
7acaad02,2014,5,5,4110.2
7acaad02,2015,4,4,5433.5
7acaad02,2016,5,5,5309.4
7acaad02,2017,5,5,4421.0
7acaad02,2018,5,5,4923.8
7acaad02,2019,2,2,6118.0
7acaad02,2020,4,4,7096.5
7ad0d8b3,2010,5,5,6050.0
7ad0d8b3,2011,5,5,6196.6
7ad0d8b3,2012,5,5,5807.8
7ad0d8b3,2013,4,4,5128.75
7ad0d8b3,2014,3,3,5331.0
7ad0d8b3,2015,5,5,3904.2
7ad0d8b3,2016,4,4,5128.0
7ad0d8b3,2017,4,4,5679.0
7ad0d8b3,2018,4,4,4763.25
7ad0d8b3,2019,5,5,5506.8
7ad0d8b3,2020,3,3,6949.0
7ae0fc84,2010,5,5,4277.4
7ae0fc84,2011,5,5,6418.4
7ae0fc84,2012,5,5,6697.6
7ae0fc84,2013,4,4,4740.0
7ae0fc84,2014,3,3,3804.3333333333335
7ae0fc84,2015,5,3,5308.8
7ae0fc84,2016,4,3,3845.0
7ae0fc84,2017,4,3,6111.25
7ae0fc84,2018,5,4,2821.0
7ae0fc84,2019,3,3,5834.333333333333
7ae0fc84,2020,5,5,6730.6
7ae4bc00,2010,5,4,4417.8
7ae4bc00,2011,4,3,7408.0
7ae4bc00,2012,4,3,4935.25
7ae4bc00,2013,4,4,4306.25
7ae4bc00,2014,5,5,4053.6
7ae4bc00,2015,3,3,5643.0
7ae4bc00,2016,5,5,3694.4
7ae4bc00,2017,5,5,6052.6
7ae4bc00,2018,4,4,4351.75
7ae4bc00,2019,5,5,5337.0
7ae4bc00,2020,4,4,5323.75
7ae506b4,2010,4,4,5108.75
7ae506b4,2011,5,4,6453.4
7ae506b4,2012,5,4,5360.8
7ae506b4,2013,4,3,6458.0
7ae506b4,2014,4,4,8413.0
7ae506b4,2015,4,4,5427.75
7ae506b4,2016,5,5,6296.8
7ae506b4,2017,4,4,5467.5
7ae506b4,2018,4,4,5184.0
7ae506b4,2019,3,3,8284.0
7ae506b4,2020,4,4,6911.0
7aef32f5,2010,4,4,3958.75
7aef32f5,2011,4,4,5825.5
7aef32f5,2012,5,5,3468.0
7aef32f5,2013,3,3,6546.0
7aef32f5,2014,5,5,5235.0
7aef32f5,2015,3,3,3083.6666666666665
7aef32f5,2016,5,4,7453.2
7aef32f5,2017,3,3,5276.333333333333
7aef32f5,2018,4,4,6928.75
7aef32f5,2019,5,5,4291.8
7aef32f5,2020,4,4,5113.5
7af281c6,2010,4,4,4024.25
7af281c6,2011,3,3,4198.666666666667
7af281c6,2012,5,5,5138.4
7af281c6,2013,5,5,6461.6
7af281c6,2014,5,5,7252.6
7af281c6,2015,4,4,2368.5
7af281c6,2016,5,5,6559.4
7af281c6,2017,4,4,5179.75
7af281c6,2018,3,3,5125.666666666667
7af281c6,2019,3,2,5550.0
7af281c6,2020,5,4,5224.6
7af88479,2010,4,4,5214.5
7af88479,2011,5,5,4265.8
7af88479,2012,4,4,6196.5
7af88479,2013,5,5,7490.4
7af88479,2014,4,4,3622.75
7af88479,2015,4,4,9567.25
7af88479,2016,4,4,4457.25
7af88479,2017,4,4,3269.0
7af88479,2018,4,4,6596.25
7af88479,2019,5,5,3444.0
7af88479,2020,3,3,5218.0
7afb525e,2010,5,5,6180.2
7afb525e,2011,5,5,7112.2
7afb525e,2012,4,4,5879.75
7afb525e,2013,3,2,4062.0
7afb525e,2014,5,4,6262.6
7afb525e,2015,5,4,5625.2
7afb525e,2016,4,3,4449.5
7afb525e,2017,5,4,6382.6
7afb525e,2018,5,4,4108.2
7afb525e,2019,3,3,7650.333333333333
7afb525e,2020,5,5,4100.6
7afc4bef,2010,5,5,5635.4
7afc4bef,2011,4,4,5540.5
7afc4bef,2012,4,4,6670.5
7afc4bef,2013,4,4,5322.5
7afc4bef,2014,5,5,7121.0
7afc4bef,2015,4,4,5767.0
7afc4bef,2016,5,5,3951.4
7afc4bef,2017,4,4,4302.5
7afc4bef,2018,4,4,5672.25
7afc4bef,2019,5,4,3517.0
7afc4bef,2020,3,3,3262.0
7afd1b5b,2010,4,4,4431.75
7afd1b5b,2011,3,3,4362.0
7afd1b5b,2012,5,5,6374.4
7afd1b5b,2013,5,5,4121.4
7afd1b5b,2014,5,5,5284.4
7afd1b5b,2015,5,5,6794.4
7afd1b5b,2016,5,5,5234.0
7afd1b5b,2017,5,5,6338.6
7afd1b5b,2018,2,2,6248.0
7afd1b5b,2019,4,4,6566.0
7afd1b5b,2020,2,2,3897.0
7aff1b4a,2010,4,4,7817.0
7aff1b4a,2011,5,5,7359.6
7aff1b4a,2012,5,5,5285.0
7aff1b4a,2013,4,4,3012.5
7aff1b4a,2014,5,5,4653.8
7aff1b4a,2015,5,5,5208.4
7aff1b4a,2016,4,4,3568.0
7aff1b4a,2017,5,4,4924.0
7aff1b4a,2018,5,4,4632.6
7aff1b4a,2019,5,4,6807.6
7aff1b4a,2020,3,3,5141.0
7b0122d3,2010,4,4,6114.25
7b0122d3,2011,5,5,7250.2
7b0122d3,2012,3,3,6657.666666666667
7b0122d3,2013,5,5,4634.0
7b0122d3,2014,3,3,2775.333333333333
7b0122d3,2015,3,3,4553.333333333333
7b0122d3,2016,5,4,5334.0
7b0122d3,2017,5,4,5928.0
7b0122d3,2018,3,2,4168.0
7b0122d3,2019,5,4,7946.8
7b0122d3,2020,4,3,6773.75
7b01b81c,2010,5,5,4284.0
7b01b81c,2011,4,4,6471.25
7b01b81c,2012,5,4,5900.4
7b01b81c,2013,4,3,5301.5
7b01b81c,2014,5,4,6479.6
7b01b81c,2015,4,3,5444.0
7b01b81c,2016,5,4,5106.6
7b01b81c,2017,4,4,7783.0
7b01b81c,2018,2,2,3316.0
7b01b81c,2019,5,5,6254.8
7b01b81c,2020,5,5,6885.8
7b04687d,2010,4,4,6395.0
7b04687d,2011,5,5,4680.2
7b04687d,2012,4,4,4182.0
7b04687d,2013,5,5,7196.4
7b04687d,2014,4,4,5335.75
7b04687d,2015,4,4,6137.5
7b04687d,2016,5,5,4366.2
7b04687d,2017,4,4,6497.25
7b04687d,2018,3,3,9037.333333333334
7b04687d,2019,4,4,6566.0
7b04687d,2020,5,5,4989.8
7b07087c,2010,3,2,7724.0
7b07087c,2011,5,4,4718.2
7b07087c,2012,4,3,6214.5
7b07087c,2013,4,3,4515.25
7b07087c,2014,5,4,5947.8
7b07087c,2015,5,4,4240.0
7b07087c,2016,2,2,5346.5
7b07087c,2017,4,4,4523.75
7b07087c,2018,4,4,4982.5
7b07087c,2019,4,4,4002.25
7b07087c,2020,4,4,5788.0
7b0ca270,2010,5,4,6677.4
7b0ca270,2011,5,4,6744.0
7b0ca270,2012,5,4,5630.8
7b0ca270,2013,4,4,7701.0
7b0ca270,2014,5,5,7457.8
7b0ca270,2015,4,4,8049.5
7b0ca270,2016,4,3,7677.5
7b0ca270,2017,5,3,5953.0
7b0ca270,2018,5,3,3935.6
7b0ca270,2019,5,3,3416.0
7b0ca270,2020,3,2,7761.333333333333
7b11a0f4,2010,3,3,6248.333333333333
7b11a0f4,2011,4,4,6098.0
7b11a0f4,2012,5,5,5376.6
7b11a0f4,2013,3,3,6818.666666666667
7b11a0f4,2014,5,5,5755.4
7b11a0f4,2015,3,3,4688.333333333333
7b11a0f4,2016,4,4,6495.75
7b11a0f4,2017,4,4,4288.0
7b11a0f4,2018,4,4,4989.0
7b11a0f4,2019,4,4,4935.0
7b11a0f4,2020,5,5,4441.2
7b123abc,2010,3,3,7292.333333333333
7b123abc,2011,5,5,5596.6
7b123abc,2012,4,4,7638.75
7b123abc,2013,4,4,5128.75
7b123abc,2014,3,3,4991.333333333333
7b123abc,2015,4,4,3848.0
7b123abc,2016,4,4,6732.5
7b123abc,2017,4,4,5294.75
7b123abc,2018,5,5,5413.8
7b123abc,2019,3,3,4508.666666666667
7b123abc,2020,5,5,3935.6
7b16bc88,2010,5,4,5154.6
7b16bc88,2011,4,3,4794.25
7b16bc88,2012,4,4,3494.0
7b16bc88,2013,4,4,6281.75
7b16bc88,2014,4,4,5773.0
7b16bc88,2015,4,4,6307.25
7b16bc88,2016,2,2,4216.0
7b16bc88,2017,5,5,5649.6
7b16bc88,2018,4,4,3497.25
7b16bc88,2019,5,5,5632.8
7b16bc88,2020,4,4,6382.75
7b1d39bc,2010,3,3,5367.0
7b1d39bc,2011,5,5,5961.8
7b1d39bc,2012,4,4,5778.0
7b1d39bc,2013,5,5,3632.6
7b1d39bc,2014,3,3,6171.333333333333
7b1d39bc,2015,4,4,6916.5
7b1d39bc,2016,5,5,3908.0
7b1d39bc,2017,2,2,2602.5
7b1d39bc,2018,5,5,6793.0
7b1d39bc,2019,3,3,2274.333333333333
7b1d39bc,2020,5,5,4321.6
7b201af3,2010,4,3,4897.25
7b201af3,2011,5,4,5093.2
7b201af3,2012,5,4,3144.8
7b201af3,2013,4,4,6125.75
7b201af3,2014,4,4,5797.25
7b201af3,2015,5,5,6564.8
7b201af3,2016,3,3,3673.6666666666665
7b201af3,2017,4,4,3126.25
7b201af3,2018,5,5,6369.6
7b201af3,2019,3,3,6276.0
7b201af3,2020,5,5,6622.2
7b22a5c7,2010,5,4,5749.4
7b22a5c7,2011,4,3,3575.5
7b22a5c7,2012,5,4,6196.0
7b22a5c7,2013,3,2,7380.333333333333
7b22a5c7,2014,4,4,6349.75
7b22a5c7,2015,4,4,5657.5
7b22a5c7,2016,3,3,3264.333333333333
7b22a5c7,2017,4,4,2690.5
7b22a5c7,2018,3,3,5826.0
7b22a5c7,2019,5,5,4375.2
7b22a5c7,2020,5,5,4249.2
7b2429b3,2010,5,3,5989.8
7b2429b3,2011,5,3,6499.0
7b2429b3,2012,4,3,3604.0
7b2429b3,2013,4,2,4126.5
7b2429b3,2014,5,3,4953.2
7b2429b3,2015,5,3,4993.8
7b2429b3,2016,5,3,5904.6
7b2429b3,2017,5,3,7118.4
7b2429b3,2018,4,3,5414.75
7b2429b3,2019,5,4,5328.6
7b2429b3,2020,5,4,5989.0
7b2779c1,2010,4,3,5737.75
7b2779c1,2011,4,3,4685.0
7b2779c1,2012,4,4,5427.5
7b2779c1,2013,5,5,4730.0
7b2779c1,2014,3,3,8872.333333333334
7b2779c1,2015,5,5,7397.2
7b2779c1,2016,4,4,3192.75
7b2779c1,2017,4,4,4868.0
7b2779c1,2018,4,4,7028.25
7b2779c1,2019,4,3,3693.5
7b2779c1,2020,5,3,4127.4
7b2c779e,2010,4,4,6104.0
7b2c779e,2011,4,4,3836.25
7b2c779e,2012,5,5,7361.2
7b2c779e,2013,4,4,6237.25
7b2c779e,2014,5,4,5150.0
7b2c779e,2015,4,4,5784.0
7b2c779e,2016,5,5,4411.8
7b2c779e,2017,5,5,3958.0
7b2c779e,2018,4,4,6469.75
7b2c779e,2019,4,4,7376.5
7b2c779e,2020,4,4,5449.0
7b2d6e51,2010,4,4,4692.25
7b2d6e51,2011,4,4,5782.5
7b2d6e51,2012,5,4,5255.6
7b2d6e51,2013,4,4,8667.0
7b2d6e51,2014,5,4,4899.0
7b2d6e51,2015,5,4,6605.8
7b2d6e51,2016,5,4,5864.4
7b2d6e51,2017,4,4,3513.75
7b2d6e51,2018,5,5,5817.4
7b2d6e51,2019,5,5,4094.4
7b2d6e51,2020,5,5,4251.8
7b2e5766,2010,5,5,4631.6
7b2e5766,2011,3,3,5742.333333333333
7b2e5766,2012,5,5,3826.6
7b2e5766,2013,4,4,5482.25
7b2e5766,2014,2,2,5514.0
7b2e5766,2015,4,4,6386.25
7b2e5766,2016,4,4,4346.5
7b2e5766,2017,4,4,4259.0
7b2e5766,2018,5,5,6134.0
7b2e5766,2019,4,4,5297.0
7b2e5766,2020,4,4,4799.25
7b340a7d,2010,5,5,5007.2
7b340a7d,2011,4,4,5856.25
7b340a7d,2012,5,5,5531.0
7b340a7d,2013,4,4,5326.25
7b340a7d,2014,3,3,6532.666666666667
7b340a7d,2015,4,4,5746.0
7b340a7d,2016,3,3,7752.333333333333
7b340a7d,2017,5,5,5666.0
7b340a7d,2018,4,4,6492.5
7b340a7d,2019,5,5,5383.2
7b340a7d,2020,5,5,7423.2
7b34774e,2010,4,4,7512.75
7b34774e,2011,3,3,6009.0
7b34774e,2012,5,5,6091.2
7b34774e,2013,3,3,6892.333333333333
7b34774e,2014,5,5,3740.4
7b34774e,2015,3,3,8075.0
7b34774e,2016,4,4,7753.5
7b34774e,2017,4,4,4346.0
7b34774e,2018,4,4,6248.5
7b34774e,2019,4,4,2766.0
7b34774e,2020,5,5,6937.8
7b37417a,2010,4,4,5627.75
7b37417a,2011,5,5,6542.8
7b37417a,2012,4,4,7084.5
7b37417a,2013,3,3,7021.333333333333
7b37417a,2014,4,4,4202.0
7b37417a,2015,3,3,5749.0
7b37417a,2016,5,5,5951.6
7b37417a,2017,3,3,6342.666666666667
7b37417a,2018,3,3,6161.666666666667
7b37417a,2019,5,5,5974.0
7b37417a,2020,5,5,6784.4
7b3cb40d,2010,4,4,3790.0
7b3cb40d,2011,4,4,6582.0
7b3cb40d,2012,3,3,7695.0
7b3cb40d,2013,5,5,5865.0
7b3cb40d,2014,4,4,7510.5
7b3cb40d,2015,4,4,6237.5
7b3cb40d,2016,4,3,4534.75
7b3cb40d,2017,2,2,5336.5
7b3cb40d,2018,4,4,6280.75
7b3cb40d,2019,4,4,6241.75
7b3cb40d,2020,5,5,6454.4
7b3cd9bb,2010,4,4,4698.75
7b3cd9bb,2011,3,3,2967.333333333333
7b3cd9bb,2012,5,5,7094.6
7b3cd9bb,2013,4,4,6409.75
7b3cd9bb,2014,4,4,3750.5
7b3cd9bb,2015,5,5,7204.0
7b3cd9bb,2016,5,5,4992.2
7b3cd9bb,2017,5,5,7026.2
7b3cd9bb,2018,4,4,5812.25
7b3cd9bb,2019,5,4,5337.6
7b3cd9bb,2020,4,3,5456.25
7b3e5af3,2010,5,5,5001.2
7b3e5af3,2011,5,5,4301.6
7b3e5af3,2012,4,4,7181.5
7b3e5af3,2013,5,5,4347.8
7b3e5af3,2014,4,4,6748.5
7b3e5af3,2015,3,3,3163.0
7b3e5af3,2016,4,4,4817.5
7b3e5af3,2017,5,5,6267.0
7b3e5af3,2018,5,5,4950.0
7b3e5af3,2019,3,3,6335.0
7b3e5af3,2020,5,4,7671.2
7b43b7d8,2010,5,5,5329.2
7b43b7d8,2011,5,5,6381.6
7b43b7d8,2012,3,3,3439.333333333333
7b43b7d8,2013,5,5,6466.8
7b43b7d8,2014,4,4,4681.25
7b43b7d8,2015,5,5,6102.6
7b43b7d8,2016,4,4,5078.5
7b43b7d8,2017,4,4,5232.75
7b43b7d8,2018,5,5,6887.4
7b43b7d8,2019,4,4,6115.25
7b43b7d8,2020,3,3,5618.333333333333
7b44c0c6,2010,4,4,4708.5
7b44c0c6,2011,5,5,3502.2
7b44c0c6,2012,4,4,8830.75
7b44c0c6,2013,3,3,3278.0
7b44c0c6,2014,4,4,5539.25
7b44c0c6,2015,4,4,3782.75
7b44c0c6,2016,5,4,7154.2
7b44c0c6,2017,5,4,4164.6
7b44c0c6,2018,4,4,3470.5
7b44c0c6,2019,5,5,3185.0
7b44c0c6,2020,4,4,5223.5
7b486363,2010,3,2,5561.666666666667
7b486363,2011,5,4,4654.4
7b486363,2012,5,4,5639.4
7b486363,2013,3,3,5231.0
7b486363,2014,5,3,5770.2
7b486363,2015,5,3,7964.6
7b486363,2016,5,3,5962.4
7b486363,2017,4,3,6174.0
7b486363,2018,4,3,6262.25
7b486363,2019,4,3,5482.0
7b486363,2020,5,4,4950.4
7b4bd059,2010,4,4,7649.5
7b4bd059,2011,3,3,7880.333333333333
7b4bd059,2012,4,4,3737.75
7b4bd059,2013,4,4,6729.0
7b4bd059,2014,4,4,2702.5
7b4bd059,2015,5,5,4478.2
7b4bd059,2016,5,5,5474.4
7b4bd059,2017,4,4,5057.5
7b4bd059,2018,5,5,3663.8
7b4bd059,2019,5,5,5141.8
7b4bd059,2020,4,4,7291.25
7b514a31,2010,3,3,5881.0
7b514a31,2011,4,4,7088.75
7b514a31,2012,5,5,3464.6
7b514a31,2013,3,3,4218.333333333333
7b514a31,2014,4,4,3938.75
7b514a31,2015,4,4,7174.5
7b514a31,2016,5,5,4925.6
7b514a31,2017,4,4,5352.25
7b514a31,2018,5,5,5325.8
7b514a31,2019,3,3,4787.333333333333
7b514a31,2020,4,4,7128.0
7b53b5df,2010,5,5,4078.8
7b53b5df,2011,3,3,5761.333333333333
7b53b5df,2012,5,5,5660.8
7b53b5df,2013,4,4,5708.5
7b53b5df,2014,5,5,6973.4
7b53b5df,2015,5,5,4671.2
7b53b5df,2016,2,2,8026.0
7b53b5df,2017,5,5,3613.6
7b53b5df,2018,4,4,5960.25
7b53b5df,2019,5,5,6366.4
7b53b5df,2020,3,3,5488.666666666667
7b57c381,2010,4,4,4688.25
7b57c381,2011,5,5,5980.8
7b57c381,2012,4,4,7706.25
7b57c381,2013,4,4,4128.0
7b57c381,2014,3,3,3559.333333333333
7b57c381,2015,5,5,5268.2
7b57c381,2016,4,4,6636.25
7b57c381,2017,4,4,3244.75
7b57c381,2018,5,5,5572.0
7b57c381,2019,4,4,7561.0
7b57c381,2020,2,2,6358.5
7b5bd544,2010,3,3,5720.333333333333
7b5bd544,2011,5,5,4721.6
7b5bd544,2012,5,5,7189.6
7b5bd544,2013,5,5,7143.6
7b5bd544,2014,4,4,6276.75
7b5bd544,2015,5,5,4806.0
7b5bd544,2016,4,4,6694.5
7b5bd544,2017,3,3,4404.333333333333
7b5bd544,2018,4,4,6630.25
7b5bd544,2019,3,3,6071.0
7b5bd544,2020,5,5,5617.0
7b60abb0,2010,4,3,5855.75
7b60abb0,2011,5,4,4693.0
7b60abb0,2012,3,2,5492.666666666667
7b60abb0,2013,4,3,3917.75
7b60abb0,2014,3,3,4732.0
7b60abb0,2015,5,4,4397.4
7b60abb0,2016,3,3,4407.666666666667
7b60abb0,2017,4,4,7211.75
7b60abb0,2018,3,3,5575.333333333333
7b60abb0,2019,4,4,5542.5
7b60abb0,2020,4,4,4052.75
7b6afade,2010,4,4,5503.75
7b6afade,2011,5,5,5223.0
7b6afade,2012,5,5,2887.8
7b6afade,2013,2,2,5280.5
7b6afade,2014,4,4,6333.25
7b6afade,2015,4,4,5935.25
7b6afade,2016,5,5,5649.4
7b6afade,2017,4,4,7084.75
7b6afade,2018,5,5,3820.0
7b6afade,2019,2,2,5980.0
7b6afade,2020,5,5,4821.8
7b702df3,2010,5,5,6214.8
7b702df3,2011,3,3,4359.0
7b702df3,2012,5,4,6678.4
7b702df3,2013,3,2,6808.333333333333
7b702df3,2014,4,3,7331.75
7b702df3,2015,4,3,5607.75
7b702df3,2016,5,4,7347.4
7b702df3,2017,4,4,5251.25
7b702df3,2018,5,5,5942.4
7b702df3,2019,4,4,3492.0
7b702df3,2020,4,4,4509.75
7b71b36d,2010,4,4,6603.25
7b71b36d,2011,4,4,5312.75
7b71b36d,2012,5,5,5961.0
7b71b36d,2013,5,5,5493.0
7b71b36d,2014,3,3,5619.0
7b71b36d,2015,5,4,6951.2
7b71b36d,2016,3,3,6576.666666666667
7b71b36d,2017,4,4,7488.5
7b71b36d,2018,4,4,2432.5
7b71b36d,2019,4,4,5193.5
7b71b36d,2020,3,3,5721.333333333333
7b7dd689,2010,4,4,7357.0
7b7dd689,2011,2,2,6516.0
7b7dd689,2012,5,5,5904.8
7b7dd689,2013,4,4,6085.75
7b7dd689,2014,5,5,5305.8
7b7dd689,2015,4,4,8094.5
7b7dd689,2016,3,3,3449.6666666666665
7b7dd689,2017,5,5,6280.2
7b7dd689,2018,4,4,6619.25
7b7dd689,2019,5,5,5867.2
7b7dd689,2020,3,3,7015.0
7b814dfd,2010,4,3,7504.5
7b814dfd,2011,4,3,3480.75
7b814dfd,2012,2,2,7699.0
7b814dfd,2013,5,5,5392.6
7b814dfd,2014,5,5,3677.4
7b814dfd,2015,4,4,5707.75
7b814dfd,2016,4,4,4761.5
7b814dfd,2017,4,4,6880.75
7b814dfd,2018,2,2,4588.5
7b814dfd,2019,5,5,3575.2
7b814dfd,2020,4,4,3792.0
7b856930,2010,5,4,6566.0
7b856930,2011,4,3,5499.25
7b856930,2012,5,4,4982.4
7b856930,2013,5,4,4662.2
7b856930,2014,3,3,5630.0
7b856930,2015,4,4,5102.75
7b856930,2016,5,5,6782.6
7b856930,2017,5,5,4640.4
7b856930,2018,5,5,5137.2
7b856930,2019,5,5,4537.2
7b856930,2020,2,2,4603.0
7b92c369,2010,5,5,7099.4
7b92c369,2011,4,4,6909.75
7b92c369,2012,3,3,6740.0
7b92c369,2013,5,5,6134.8
7b92c369,2014,5,5,6856.0
7b92c369,2015,5,5,5464.8
7b92c369,2016,4,4,5362.5
7b92c369,2017,5,5,7329.4
7b92c369,2018,3,3,6615.666666666667
7b92c369,2019,4,4,6825.75
7b92c369,2020,5,5,5217.0
7b97aaeb,2010,4,4,5447.75
7b97aaeb,2011,4,4,6078.75
7b97aaeb,2012,3,3,6534.666666666667
7b97aaeb,2013,5,5,3522.6
7b97aaeb,2014,3,3,6879.0
7b97aaeb,2015,5,5,4143.8
7b97aaeb,2016,3,3,7111.0
7b97aaeb,2017,4,4,4966.0
7b97aaeb,2018,2,2,5452.0
7b97aaeb,2019,3,3,4881.333333333333
7b97aaeb,2020,5,5,6283.6
7b98852c,2010,4,4,6452.0
7b98852c,2011,5,5,6233.0
7b98852c,2012,5,5,5124.0
7b98852c,2013,4,4,5788.5
7b98852c,2014,5,5,6721.0
7b98852c,2015,4,4,7292.25
7b98852c,2016,4,4,6850.0
7b98852c,2017,4,4,5824.75
7b98852c,2018,4,4,3312.25
7b98852c,2019,5,5,5426.4
7b98852c,2020,3,3,5446.333333333333
7b988b2b,2010,4,4,3614.25
7b988b2b,2011,5,4,4403.6
7b988b2b,2012,4,3,5475.5
7b988b2b,2013,4,4,3200.25
7b988b2b,2014,5,4,5634.0
7b988b2b,2015,4,4,5134.0
7b988b2b,2016,4,4,8664.25
7b988b2b,2017,3,3,3395.0
7b988b2b,2018,5,4,5793.6
7b988b2b,2019,3,3,7589.0
7b988b2b,2020,4,4,5451.25
7b990287,2010,4,4,5861.75
7b990287,2011,5,5,5096.8
7b990287,2012,4,4,3698.25
7b990287,2013,5,5,4132.6
7b990287,2014,5,5,5119.2
7b990287,2015,5,5,5835.8
7b990287,2016,5,5,4624.6
7b990287,2017,4,4,6567.75
7b990287,2018,5,5,5184.0
7b990287,2019,3,3,4949.666666666667
7b990287,2020,4,3,5467.25
7b9c5651,2010,3,3,7343.666666666667
7b9c5651,2011,4,4,6658.5
7b9c5651,2012,3,3,3339.6666666666665
7b9c5651,2013,5,5,6132.0
7b9c5651,2014,5,5,4353.8
7b9c5651,2015,4,4,5091.25
7b9c5651,2016,4,4,3916.75
7b9c5651,2017,4,4,6916.75
7b9c5651,2018,3,3,4578.333333333333
7b9c5651,2019,5,5,4593.4
7b9c5651,2020,5,5,6486.6
7b9d1385,2010,5,5,4739.4
7b9d1385,2011,4,4,6101.25
7b9d1385,2012,5,5,5753.4
7b9d1385,2013,5,5,6234.8
7b9d1385,2014,3,3,7803.333333333333
7b9d1385,2015,3,3,3748.6666666666665
7b9d1385,2016,5,5,3968.8
7b9d1385,2017,5,5,8062.0
7b9d1385,2018,5,5,5819.0
7b9d1385,2019,4,4,7965.75
7b9d1385,2020,4,3,4939.0
7b9e6bd4,2010,4,4,5482.0
7b9e6bd4,2011,4,4,6923.5
7b9e6bd4,2012,3,3,1748.6666666666667
7b9e6bd4,2013,5,5,4789.4
7b9e6bd4,2014,1,1,3957.0
7b9e6bd4,2015,5,5,5098.6
7b9e6bd4,2016,5,5,5879.6
7b9e6bd4,2017,4,4,5297.25
7b9e6bd4,2018,4,4,7050.75
7b9e6bd4,2019,5,5,4733.6
7b9e6bd4,2020,5,5,5267.0
7ba413d5,2010,5,5,5424.8
7ba413d5,2011,4,4,6242.25
7ba413d5,2012,4,4,5088.25
7ba413d5,2013,4,3,5311.0
