,HOUSEKEEPING_NR,TYPHH,rinpersoon,PLHH,REFPERSOONHH,NUMBERPERSHH,DATE_STIRTHH,DATUMEINDEHH,AANTALOVHH,AANTALKINDHH,EVENT,BIRTHEDYOUNGCHILDHH,GEBMAANDJONGSTEKINDHH,GEBJAAROUDSTEKINDHH,BMAANDOUDSTEKINDHH,hierarchy,ID_list_child living at home,ID_list_parent in single parent household,ID_list_partner in couple with children,ID_list_partner in couple without children,ID_list_single person
1524,7d843191,couple with children,247fbc76,child living at home,0,7,1995-01-01,1996-01-01,2,5,couple_formed,2015.0,01,2010.0,05,7d843191_1995-01-01,"['1e5842ee', '247fbc76', '61243c95', '219f0ee6', '73123b04']",,"['f685e86d', 'ca5c5e48']",,
1525,7d843191,couple with children,61243c95,child living at home,0,7,1995-01-01,1996-01-01,2,5,couple_formed,2015.0,01,2010.0,05,7d843191_1995-01-01,"['1e5842ee', '247fbc76', '61243c95', '219f0ee6', '73123b04']",,"['f685e86d', 'ca5c5e48']",,
1526,7d843191,couple with children,ca5c5e48,partner in couple with children,0,7,1995-01-01,1996-01-01,2,5,couple_formed,2015.0,01,2010.0,05,7d843191_1995-01-01,"['1e5842ee', '247fbc76', '61243c95', '219f0ee6', '73123b04']",,"['f685e86d', 'ca5c5e48']",,
1527,7d843191,couple with children,219f0ee6,child living at home,0,7,1995-01-01,1996-01-01,2,5,couple_formed,2015.0,01,2010.0,05,7d843191_1995-01-01,"['1e5842ee', '247fbc76', '61243c95', '219f0ee6', '73123b04']",,"['f685e86d', 'ca5c5e48']",,
1528,7d843191,couple with children,73123b04,child living at home,0,7,1995-01-01,1996-01-01,2,5,couple_formed,2015.0,01,2010.0,05,7d843191_1995-01-01,"['1e5842ee', '247fbc76', '61243c95', '219f0ee6', '73123b04']",,"['f685e86d', 'ca5c5e48']",,
1529,4308ee85,couple with children,9b083d70,partner in couple with children,0,3,1995-01-01,1996-01-01,2,1,nothing,2015.0,01,2010.0,05,4308ee85_1995-01-01,['35afd9ff'],,"['9b083d70', 'd5bd699f']",,
1530,4308ee85,couple with children,d5bd699f,partner in couple with children,0,3,1995-01-01,1996-01-01,2,1,nothing,2015.0,01,2010.0,05,4308ee85_1995-01-01,['35afd9ff'],,"['9b083d70', 'd5bd699f']",,
1531,4308ee85,couple with children,35afd9ff,child living at home,0,3,1995-01-01,1996-01-01,2,1,nothing,2015.0,01,2010.0,05,4308ee85_1995-01-01,['35afd9ff'],,"['9b083d70', 'd5bd699f']",,
1532,3f74dfbc,couple with children,7c903c8b,partner in couple with children,0,5,1995-01-01,1996-01-01,2,3,couple_formed,2015.0,01,2010.0,05,3f74dfbc_1995-01-01,"['62058e8a', '65fbc6a1', 'bbe7343e']",,"['7c903c8b', 'ddd88a26']",,
1533,3f74dfbc,couple with children,ddd88a26,partner in couple with children,0,5,1995-01-01,1996-01-01,2,3,couple_formed,2015.0,01,2010.0,05,3f74dfbc_1995-01-01,"['62058e8a', '65fbc6a1', 'bbe7343e']",,"['7c903c8b', 'ddd88a26']",,
1534,3f74dfbc,couple with children,62058e8a,child living at home,0,5,1995-01-01,1996-01-01,2,3,couple_formed,2015.0,01,2010.0,05,3f74dfbc_1995-01-01,"['62058e8a', '65fbc6a1', 'bbe7343e']",,"['7c903c8b', 'ddd88a26']",,
1535,3f74dfbc,couple with children,65fbc6a1,child living at home,0,5,1995-01-01,1996-01-01,2,3,couple_formed,2015.0,01,2010.0,05,3f74dfbc_1995-01-01,"['62058e8a', '65fbc6a1', 'bbe7343e']",,"['7c903c8b', 'ddd88a26']",,
1536,3f74dfbc,couple with children,bbe7343e,child living at home,0,5,1995-01-01,1996-01-01,2,3,couple_formed,2015.0,01,2010.0,05,3f74dfbc_1995-01-01,"['62058e8a', '65fbc6a1', 'bbe7343e']",,"['7c903c8b', 'ddd88a26']",,
1537,fd54ae85,couple with children,edecd5f5,partner in couple with children,0,3,1995-01-01,1996-01-01,2,1,nothing,2015.0,01,2010.0,05,fd54ae85_1995-01-01,['3facafe2'],,"['edecd5f5', '7cdf5a71']",,
1538,fd54ae85,couple with children,7cdf5a71,partner in couple with children,0,3,1995-01-01,1996-01-01,2,1,nothing,2015.0,01,2010.0,05,fd54ae85_1995-01-01,['3facafe2'],,"['edecd5f5', '7cdf5a71']",,
1539,fd54ae85,couple with children,3facafe2,child living at home,0,3,1995-01-01,1996-01-01,2,1,nothing,2015.0,01,2010.0,05,fd54ae85_1995-01-01,['3facafe2'],,"['edecd5f5', '7cdf5a71']",,
1540,54ee1199,single person household,c6a4c67e,single person,0,1,1995-01-01,1996-01-01,1,0,breakup,,--,,--,54ee1199_1995-01-01,,,,,['c6a4c67e']
1541,17217684,single person household,f901aeea,single person,0,1,1995-01-01,1996-01-01,1,0,breakup,,--,,--,17217684_1995-01-01,,,,,['f901aeea']
1542,23ef24a3,single person household,df16a0df,single person,0,1,1995-01-01,1996-01-01,1,0,nothing,,--,,--,23ef24a3_1995-01-01,,,,,['df16a0df']
1543,c486e628,couple with children,a97ae209,partner in couple with children,1,8,1995-01-01,1996-01-01,2,6,nothing,2015.0,01,2010.0,05,c486e628_1995-01-01,"['93c3b503', '57c99fa1', '37490794', '2e738989', '11590e61', 'f531984b']",,"['a97ae209', '16f92055']",,
1544,c486e628,couple with children,93c3b503,child living at home,1,8,1995-01-01,1996-01-01,2,6,nothing,2015.0,01,2010.0,05,c486e628_1995-01-01,"['93c3b503', '57c99fa1', '37490794', '2e738989', '11590e61', 'f531984b']",,"['a97ae209', '16f92055']",,
1545,c486e628,couple with children,57c99fa1,child living at home,1,8,1995-01-01,1996-01-01,2,6,nothing,2015.0,01,2010.0,05,c486e628_1995-01-01,"['93c3b503', '57c99fa1', '37490794', '2e738989', '11590e61', 'f531984b']",,"['a97ae209', '16f92055']",,
1546,c486e628,couple with children,37490794,child living at home,1,8,1995-01-01,1996-01-01,2,6,nothing,2015.0,01,2010.0,05,c486e628_1995-01-01,"['93c3b503', '57c99fa1', '37490794', '2e738989', '11590e61', 'f531984b']",,"['a97ae209', '16f92055']",,
1547,c486e628,couple with children,16f92055,partner in couple with children,1,8,1995-01-01,1996-01-01,2,6,nothing,2015.0,01,2010.0,05,c486e628_1995-01-01,"['93c3b503', '57c99fa1', '37490794', '2e738989', '11590e61', 'f531984b']",,"['a97ae209', '16f92055']",,
1548,c486e628,couple with children,2e738989,child living at home,1,8,1995-01-01,1996-01-01,2,6,nothing,2015.0,01,2010.0,05,c486e628_1995-01-01,"['93c3b503', '57c99fa1', '37490794', '2e738989', '11590e61', 'f531984b']",,"['a97ae209', '16f92055']",,
1549,c486e628,couple with children,11590e61,child living at home,1,8,1995-01-01,1996-01-01,2,6,nothing,2015.0,01,2010.0,05,c486e628_1995-01-01,"['93c3b503', '57c99fa1', '37490794', '2e738989', '11590e61', 'f531984b']",,"['a97ae209', '16f92055']",,
1550,c486e628,couple with children,f531984b,child living at home,1,8,1995-01-01,1996-01-01,2,6,nothing,2015.0,01,2010.0,05,c486e628_1995-01-01,"['93c3b503', '57c99fa1', '37490794', '2e738989', '11590e61', 'f531984b']",,"['a97ae209', '16f92055']",,
1551,bf77c58e,couple with children,7be701c2,partner in couple with children,0,4,1995-01-01,1996-01-01,2,2,nothing,2015.0,01,2010.0,05,bf77c58e_1995-01-01,"['ac8b356f', '13cf5fcd']",,"['7be701c2', '3d190e9d']",,
1552,bf77c58e,couple with children,ac8b356f,child living at home,0,4,1995-01-01,1996-01-01,2,2,nothing,2015.0,01,2010.0,05,bf77c58e_1995-01-01,"['ac8b356f', '13cf5fcd']",,"['7be701c2', '3d190e9d']",,
1553,bf77c58e,couple with children,3d190e9d,partner in couple with children,0,4,1995-01-01,1996-01-01,2,2,nothing,2015.0,01,2010.0,05,bf77c58e_1995-01-01,"['ac8b356f', '13cf5fcd']",,"['7be701c2', '3d190e9d']",,
1554,bf77c58e,couple with children,13cf5fcd,child living at home,0,4,1995-01-01,1996-01-01,2,2,nothing,2015.0,01,2010.0,05,bf77c58e_1995-01-01,"['ac8b356f', '13cf5fcd']",,"['7be701c2', '3d190e9d']",,
1555,787d8e6d,couple with children,6c41c19b,partner in couple with children,0,5,1995-01-01,1996-01-01,2,3,child_born,2015.0,01,2010.0,05,787d8e6d_1995-01-01,"['738e4b52', '7ad0c7cb', 'a159dba0']",,"['6c41c19b', '4ab62457']",,
1556,787d8e6d,couple with children,4ab62457,partner in couple with children,0,5,1995-01-01,1996-01-01,2,3,child_born,2015.0,01,2010.0,05,787d8e6d_1995-01-01,"['738e4b52', '7ad0c7cb', 'a159dba0']",,"['6c41c19b', '4ab62457']",,
1557,787d8e6d,couple with children,738e4b52,child living at home,0,5,1995-01-01,1996-01-01,2,3,child_born,2015.0,01,2010.0,05,787d8e6d_1995-01-01,"['738e4b52', '7ad0c7cb', 'a159dba0']",,"['6c41c19b', '4ab62457']",,
1558,787d8e6d,couple with children,7ad0c7cb,child living at home,0,5,1995-01-01,1996-01-01,2,3,child_born,2015.0,01,2010.0,05,787d8e6d_1995-01-01,"['738e4b52', '7ad0c7cb', 'a159dba0']",,"['6c41c19b', '4ab62457']",,
1559,787d8e6d,couple with children,a159dba0,child living at home,0,5,1995-01-01,1996-01-01,2,3,child_born,2015.0,01,2010.0,05,787d8e6d_1995-01-01,"['738e4b52', '7ad0c7cb', 'a159dba0']",,"['6c41c19b', '4ab62457']",,
1560,65b9c242,couple with children,b26b57de,partner in couple with children,1,6,1995-01-01,1996-01-01,2,4,child_born,2015.0,01,2010.0,05,65b9c242_1995-01-01,"['dd318db8', '5f2120dd', 'ffb00fab', 'eb909139']",,"['b26b57de', '99bafd58']",,
1561,65b9c242,couple with children,dd318db8,child living at home,1,6,1995-01-01,1996-01-01,2,4,child_born,2015.0,01,2010.0,05,65b9c242_1995-01-01,"['dd318db8', '5f2120dd', 'ffb00fab', 'eb909139']",,"['b26b57de', '99bafd58']",,
1562,65b9c242,couple with children,5f2120dd,child living at home,1,6,1995-01-01,1996-01-01,2,4,child_born,2015.0,01,2010.0,05,65b9c242_1995-01-01,"['dd318db8', '5f2120dd', 'ffb00fab', 'eb909139']",,"['b26b57de', '99bafd58']",,
1563,65b9c242,couple with children,99bafd58,partner in couple with children,1,6,1995-01-01,1996-01-01,2,4,child_born,2015.0,01,2010.0,05,65b9c242_1995-01-01,"['dd318db8', '5f2120dd', 'ffb00fab', 'eb909139']",,"['b26b57de', '99bafd58']",,
1564,65b9c242,couple with children,ffb00fab,child living at home,1,6,1995-01-01,1996-01-01,2,4,child_born,2015.0,01,2010.0,05,65b9c242_1995-01-01,"['dd318db8', '5f2120dd', 'ffb00fab', 'eb909139']",,"['b26b57de', '99bafd58']",,
1565,65b9c242,couple with children,eb909139,child living at home,1,6,1995-01-01,1996-01-01,2,4,child_born,2015.0,01,2010.0,05,65b9c242_1995-01-01,"['dd318db8', '5f2120dd', 'ffb00fab', 'eb909139']",,"['b26b57de', '99bafd58']",,
1566,386b0632,couple with children,1d4d2171,partner in couple with children,1,3,1995-01-01,1996-01-01,2,1,child_born,2015.0,01,2010.0,05,386b0632_1995-01-01,['c5f83cf4'],,"['1d4d2171', 'f47b6fce']",,
1567,386b0632,couple with children,f47b6fce,partner in couple with children,1,3,1995-01-01,1996-01-01,2,1,child_born,2015.0,01,2010.0,05,386b0632_1995-01-01,['c5f83cf4'],,"['1d4d2171', 'f47b6fce']",,
1568,386b0632,couple with children,c5f83cf4,child living at home,1,3,1995-01-01,1996-01-01,2,1,child_born,2015.0,01,2010.0,05,386b0632_1995-01-01,['c5f83cf4'],,"['1d4d2171', 'f47b6fce']",,
1569,042aa557,couple with children,d6a8c905,partner in couple with children,0,7,1995-01-01,1996-01-01,2,5,couple_formed,2015.0,01,2010.0,05,042aa557_1995-01-01,"['1a55e142', '03c6605f', '67254760', '6cce39de', 'd9b62737']",,"['d6a8c905', '7b44a300']",,
1570,042aa557,couple with children,1a55e142,child living at home,0,7,1995-01-01,1996-01-01,2,5,couple_formed,2015.0,01,2010.0,05,042aa557_1995-01-01,"['1a55e142', '03c6605f', '67254760', '6cce39de', 'd9b62737']",,"['d6a8c905', '7b44a300']",,
1571,042aa557,couple with children,03c6605f,child living at home,0,7,1995-01-01,1996-01-01,2,5,couple_formed,2015.0,01,2010.0,05,042aa557_1995-01-01,"['1a55e142', '03c6605f', '67254760', '6cce39de', 'd9b62737']",,"['d6a8c905', '7b44a300']",,
1572,042aa557,couple with children,67254760,child living at home,0,7,1995-01-01,1996-01-01,2,5,couple_formed,2015.0,01,2010.0,05,042aa557_1995-01-01,"['1a55e142', '03c6605f', '67254760', '6cce39de', 'd9b62737']",,"['d6a8c905', '7b44a300']",,
1573,042aa557,couple with children,7b44a300,partner in couple with children,0,7,1995-01-01,1996-01-01,2,5,couple_formed,2015.0,01,2010.0,05,042aa557_1995-01-01,"['1a55e142', '03c6605f', '67254760', '6cce39de', 'd9b62737']",,"['d6a8c905', '7b44a300']",,
1574,042aa557,couple with children,6cce39de,child living at home,0,7,1995-01-01,1996-01-01,2,5,couple_formed,2015.0,01,2010.0,05,042aa557_1995-01-01,"['1a55e142', '03c6605f', '67254760', '6cce39de', 'd9b62737']",,"['d6a8c905', '7b44a300']",,
1575,042aa557,couple with children,d9b62737,child living at home,0,7,1995-01-01,1996-01-01,2,5,couple_formed,2015.0,01,2010.0,05,042aa557_1995-01-01,"['1a55e142', '03c6605f', '67254760', '6cce39de', 'd9b62737']",,"['d6a8c905', '7b44a300']",,
1576,f97339d3,couple with children,ed2760e4,partner in couple with children,1,6,1995-01-01,1996-01-01,2,4,child_born,2015.0,01,2010.0,05,f97339d3_1995-01-01,"['0fab8cd4', '1ee23966', '2e4a5aa7', 'e9482d42']",,"['ed2760e4', 'a514d4f3']",,
1577,f97339d3,couple with children,a514d4f3,partner in couple with children,1,6,1995-01-01,1996-01-01,2,4,child_born,2015.0,01,2010.0,05,f97339d3_1995-01-01,"['0fab8cd4', '1ee23966', '2e4a5aa7', 'e9482d42']",,"['ed2760e4', 'a514d4f3']",,
1578,f97339d3,couple with children,0fab8cd4,child living at home,1,6,1995-01-01,1996-01-01,2,4,child_born,2015.0,01,2010.0,05,f97339d3_1995-01-01,"['0fab8cd4', '1ee23966', '2e4a5aa7', 'e9482d42']",,"['ed2760e4', 'a514d4f3']",,
1579,f97339d3,couple with children,1ee23966,child living at home,1,6,1995-01-01,1996-01-01,2,4,child_born,2015.0,01,2010.0,05,f97339d3_1995-01-01,"['0fab8cd4', '1ee23966', '2e4a5aa7', 'e9482d42']",,"['ed2760e4', 'a514d4f3']",,
1580,f97339d3,couple with children,2e4a5aa7,child living at home,1,6,1995-01-01,1996-01-01,2,4,child_born,2015.0,01,2010.0,05,f97339d3_1995-01-01,"['0fab8cd4', '1ee23966', '2e4a5aa7', 'e9482d42']",,"['ed2760e4', 'a514d4f3']",,
1581,f97339d3,couple with children,e9482d42,child living at home,1,6,1995-01-01,1996-01-01,2,4,child_born,2015.0,01,2010.0,05,f97339d3_1995-01-01,"['0fab8cd4', '1ee23966', '2e4a5aa7', 'e9482d42']",,"['ed2760e4', 'a514d4f3']",,
1582,b55a1feb,couple with children,677fc918,partner in couple with children,0,7,1995-01-01,1996-01-01,2,5,nothing,2015.0,01,2010.0,05,b55a1feb_1995-01-01,"['04944dda', 'd1ccc4c3', 'd5eae13d', '73714a86', '2ba7c873']",,"['677fc918', '072ccdc5']",,
1583,b55a1feb,couple with children,04944dda,child living at home,0,7,1995-01-01,1996-01-01,2,5,nothing,2015.0,01,2010.0,05,b55a1feb_1995-01-01,"['04944dda', 'd1ccc4c3', 'd5eae13d', '73714a86', '2ba7c873']",,"['677fc918', '072ccdc5']",,
1584,b55a1feb,couple with children,d1ccc4c3,child living at home,0,7,1995-01-01,1996-01-01,2,5,nothing,2015.0,01,2010.0,05,b55a1feb_1995-01-01,"['04944dda', 'd1ccc4c3', 'd5eae13d', '73714a86', '2ba7c873']",,"['677fc918', '072ccdc5']",,
1585,b55a1feb,couple with children,072ccdc5,partner in couple with children,0,7,1995-01-01,1996-01-01,2,5,nothing,2015.0,01,2010.0,05,b55a1feb_1995-01-01,"['04944dda', 'd1ccc4c3', 'd5eae13d', '73714a86', '2ba7c873']",,"['677fc918', '072ccdc5']",,
1586,b55a1feb,couple with children,d5eae13d,child living at home,0,7,1995-01-01,1996-01-01,2,5,nothing,2015.0,01,2010.0,05,b55a1feb_1995-01-01,"['04944dda', 'd1ccc4c3', 'd5eae13d', '73714a86', '2ba7c873']",,"['677fc918', '072ccdc5']",,
1587,b55a1feb,couple with children,73714a86,child living at home,0,7,1995-01-01,1996-01-01,2,5,nothing,2015.0,01,2010.0,05,b55a1feb_1995-01-01,"['04944dda', 'd1ccc4c3', 'd5eae13d', '73714a86', '2ba7c873']",,"['677fc918', '072ccdc5']",,
1588,b55a1feb,couple with children,2ba7c873,child living at home,0,7,1995-01-01,1996-01-01,2,5,nothing,2015.0,01,2010.0,05,b55a1feb_1995-01-01,"['04944dda', 'd1ccc4c3', 'd5eae13d', '73714a86', '2ba7c873']",,"['677fc918', '072ccdc5']",,
1589,687ba355,single parent household,563983b6,parent in single parent household,1,3,1995-01-01,1996-01-01,1,2,nothing,,--,,--,687ba355_1995-01-01,"['f80f49ed', '3959ca2f']",['563983b6'],,,
1590,687ba355,single parent household,f80f49ed,child living at home,1,3,1995-01-01,1996-01-01,1,2,nothing,,--,,--,687ba355_1995-01-01,"['f80f49ed', '3959ca2f']",['563983b6'],,,
1591,687ba355,single parent household,3959ca2f,child living at home,1,3,1995-01-01,1996-01-01,1,2,nothing,,--,,--,687ba355_1995-01-01,"['f80f49ed', '3959ca2f']",['563983b6'],,,
1592,3a1dd939,single person household,504039d3,single person,1,1,1995-01-01,1996-01-01,1,0,breakup,,--,,--,3a1dd939_1995-01-01,,,,,['504039d3']
1593,61da7cd7,single person household,ba1c5bc0,single person,1,1,1995-01-01,1996-01-01,1,0,breakup,,--,,--,61da7cd7_1995-01-01,,,,,['ba1c5bc0']
1594,98494c83,couple with children,c287df82,partner in couple with children,1,5,1995-01-01,1996-01-01,2,3,nothing,2015.0,01,2010.0,05,98494c83_1995-01-01,"['9474d614', '8cd4678b', '3ecfc7de']",,"['c287df82', 'f7117412']",,
1595,98494c83,couple with children,f7117412,partner in couple with children,1,5,1995-01-01,1996-01-01,2,3,nothing,2015.0,01,2010.0,05,98494c83_1995-01-01,"['9474d614', '8cd4678b', '3ecfc7de']",,"['c287df82', 'f7117412']",,
1596,98494c83,couple with children,9474d614,child living at home,1,5,1995-01-01,1996-01-01,2,3,nothing,2015.0,01,2010.0,05,98494c83_1995-01-01,"['9474d614', '8cd4678b', '3ecfc7de']",,"['c287df82', 'f7117412']",,
1597,98494c83,couple with children,8cd4678b,child living at home,1,5,1995-01-01,1996-01-01,2,3,nothing,2015.0,01,2010.0,05,98494c83_1995-01-01,"['9474d614', '8cd4678b', '3ecfc7de']",,"['c287df82', 'f7117412']",,
1598,98494c83,couple with children,3ecfc7de,child living at home,1,5,1995-01-01,1996-01-01,2,3,nothing,2015.0,01,2010.0,05,98494c83_1995-01-01,"['9474d614', '8cd4678b', '3ecfc7de']",,"['c287df82', 'f7117412']",,
1599,eaf89eb1,single person household,f0a19adc,single person,0,1,1995-01-01,1996-01-01,1,0,nothing,,--,,--,eaf89eb1_1995-01-01,,,,,['f0a19adc']
1600,0b8168f8,single parent household,9ce02f22,parent in single parent household,0,2,1995-01-01,1996-01-01,1,1,nothing,,--,,--,0b8168f8_1995-01-01,['0f66bec7'],['9ce02f22'],,,
1601,0b8168f8,single parent household,0f66bec7,child living at home,0,2,1995-01-01,1996-01-01,1,1,nothing,,--,,--,0b8168f8_1995-01-01,['0f66bec7'],['9ce02f22'],,,
1602,80bf8a50,single parent household,9c292f29,parent in single parent household,0,5,1995-01-01,1996-01-01,1,4,nothing,,--,,--,80bf8a50_1995-01-01,"['c70f17db', '201b0565', '94c7184b', '7d668906']",['9c292f29'],,,
1603,80bf8a50,single parent household,c70f17db,child living at home,0,5,1995-01-01,1996-01-01,1,4,nothing,,--,,--,80bf8a50_1995-01-01,"['c70f17db', '201b0565', '94c7184b', '7d668906']",['9c292f29'],,,
1604,80bf8a50,single parent household,201b0565,child living at home,0,5,1995-01-01,1996-01-01,1,4,nothing,,--,,--,80bf8a50_1995-01-01,"['c70f17db', '201b0565', '94c7184b', '7d668906']",['9c292f29'],,,
1605,80bf8a50,single parent household,94c7184b,child living at home,0,5,1995-01-01,1996-01-01,1,4,nothing,,--,,--,80bf8a50_1995-01-01,"['c70f17db', '201b0565', '94c7184b', '7d668906']",['9c292f29'],,,
1606,80bf8a50,single parent household,7d668906,child living at home,0,5,1995-01-01,1996-01-01,1,4,nothing,,--,,--,80bf8a50_1995-01-01,"['c70f17db', '201b0565', '94c7184b', '7d668906']",['9c292f29'],,,
1607,61ca8b48,couple with children,203f72e6,partner in couple with children,0,3,1995-01-01,1996-01-01,2,1,couple_formed,2015.0,01,2010.0,05,61ca8b48_1995-01-01,['c5385471'],,"['203f72e6', '2ecb427e']",,
1608,61ca8b48,couple with children,c5385471,child living at home,0,3,1995-01-01,1996-01-01,2,1,couple_formed,2015.0,01,2010.0,05,61ca8b48_1995-01-01,['c5385471'],,"['203f72e6', '2ecb427e']",,
1609,61ca8b48,couple with children,2ecb427e,partner in couple with children,0,3,1995-01-01,1996-01-01,2,1,couple_formed,2015.0,01,2010.0,05,61ca8b48_1995-01-01,['c5385471'],,"['203f72e6', '2ecb427e']",,
1610,da16f2ab,couple with children,7ea2119e,partner in couple with children,0,6,1995-01-01,1996-01-01,2,4,nothing,2015.0,01,2010.0,05,da16f2ab_1995-01-01,"['a5d88020', '4551f63c', '1a42e2e9', '9af78544']",,"['7ea2119e', '52ba2d04']",,
1611,da16f2ab,couple with children,52ba2d04,partner in couple with children,0,6,1995-01-01,1996-01-01,2,4,nothing,2015.0,01,2010.0,05,da16f2ab_1995-01-01,"['a5d88020', '4551f63c', '1a42e2e9', '9af78544']",,"['7ea2119e', '52ba2d04']",,
1612,da16f2ab,couple with children,a5d88020,child living at home,0,6,1995-01-01,1996-01-01,2,4,nothing,2015.0,01,2010.0,05,da16f2ab_1995-01-01,"['a5d88020', '4551f63c', '1a42e2e9', '9af78544']",,"['7ea2119e', '52ba2d04']",,
1613,da16f2ab,couple with children,4551f63c,child living at home,0,6,1995-01-01,1996-01-01,2,4,nothing,2015.0,01,2010.0,05,da16f2ab_1995-01-01,"['a5d88020', '4551f63c', '1a42e2e9', '9af78544']",,"['7ea2119e', '52ba2d04']",,
1614,da16f2ab,couple with children,1a42e2e9,child living at home,0,6,1995-01-01,1996-01-01,2,4,nothing,2015.0,01,2010.0,05,da16f2ab_1995-01-01,"['a5d88020', '4551f63c', '1a42e2e9', '9af78544']",,"['7ea2119e', '52ba2d04']",,
1615,da16f2ab,couple with children,9af78544,child living at home,0,6,1995-01-01,1996-01-01,2,4,nothing,2015.0,01,2010.0,05,da16f2ab_1995-01-01,"['a5d88020', '4551f63c', '1a42e2e9', '9af78544']",,"['7ea2119e', '52ba2d04']",,
1616,258ab2fe,couple with children,c85b38d8,partner in couple with children,0,5,1995-01-01,1996-01-01,2,3,couple_formed,2015.0,01,2010.0,05,258ab2fe_1995-01-01,"['b45bb496', 'cd698d09', 'fbbcb456']",,"['c85b38d8', 'b31cdcdb']",,
1617,258ab2fe,couple with children,b45bb496,child living at home,0,5,1995-01-01,1996-01-01,2,3,couple_formed,2015.0,01,2010.0,05,258ab2fe_1995-01-01,"['b45bb496', 'cd698d09', 'fbbcb456']",,"['c85b38d8', 'b31cdcdb']",,
1618,258ab2fe,couple with children,cd698d09,child living at home,0,5,1995-01-01,1996-01-01,2,3,couple_formed,2015.0,01,2010.0,05,258ab2fe_1995-01-01,"['b45bb496', 'cd698d09', 'fbbcb456']",,"['c85b38d8', 'b31cdcdb']",,
1619,258ab2fe,couple with children,fbbcb456,child living at home,0,5,1995-01-01,1996-01-01,2,3,couple_formed,2015.0,01,2010.0,05,258ab2fe_1995-01-01,"['b45bb496', 'cd698d09', 'fbbcb456']",,"['c85b38d8', 'b31cdcdb']",,
1620,258ab2fe,couple with children,b31cdcdb,partner in couple with children,0,5,1995-01-01,1996-01-01,2,3,couple_formed,2015.0,01,2010.0,05,258ab2fe_1995-01-01,"['b45bb496', 'cd698d09', 'fbbcb456']",,"['c85b38d8', 'b31cdcdb']",,
1621,3c1cb5b1,single person household,1c0cf745,single person,1,1,1995-01-01,1996-01-01,1,0,breakup,,--,,--,3c1cb5b1_1995-01-01,,,,,['1c0cf745']
1622,3e27ef7b,single person household,0e30c262,single person,1,1,1995-01-01,1996-01-01,1,0,breakup,,--,,--,3e27ef7b_1995-01-01,,,,,['0e30c262']
1623,a579f418,single parent household,87262451,parent in single parent household,0,2,1995-01-01,1996-01-01,1,1,nothing,,--,,--,a579f418_1995-01-01,['ed5e0dbb'],['87262451'],,,
1624,a579f418,single parent household,ed5e0dbb,child living at home,0,2,1995-01-01,1996-01-01,1,1,nothing,,--,,--,a579f418_1995-01-01,['ed5e0dbb'],['87262451'],,,
1625,0e1d9545,couple with children,f5126b48,partner in couple with children,1,3,1995-01-01,1996-01-01,2,1,couple_formed,2015.0,01,2010.0,05,0e1d9545_1995-01-01,['e3ee2e3d'],,"['f5126b48', '2f0335cb']",,
1626,0e1d9545,couple with children,e3ee2e3d,child living at home,1,3,1995-01-01,1996-01-01,2,1,couple_formed,2015.0,01,2010.0,05,0e1d9545_1995-01-01,['e3ee2e3d'],,"['f5126b48', '2f0335cb']",,
1627,0e1d9545,couple with children,2f0335cb,partner in couple with children,1,3,1995-01-01,1996-01-01,2,1,couple_formed,2015.0,01,2010.0,05,0e1d9545_1995-01-01,['e3ee2e3d'],,"['f5126b48', '2f0335cb']",,
1628,c9c36cce,couple with children,28a097ab,partner in couple with children,0,3,1995-01-01,1996-01-01,2,1,nothing,2015.0,01,2010.0,05,c9c36cce_1995-01-01,['6c7764d8'],,"['28a097ab', '5e610014']",,
1629,c9c36cce,couple with children,5e610014,partner in couple with children,0,3,1995-01-01,1996-01-01,2,1,nothing,2015.0,01,2010.0,05,c9c36cce_1995-01-01,['6c7764d8'],,"['28a097ab', '5e610014']",,
1630,c9c36cce,couple with children,6c7764d8,child living at home,0,3,1995-01-01,1996-01-01,2,1,nothing,2015.0,01,2010.0,05,c9c36cce_1995-01-01,['6c7764d8'],,"['28a097ab', '5e610014']",,
1631,49c7f330,couple without children,2707d4e0,partner in couple without children,1,2,1995-01-01,1996-01-01,2,0,nothing,2015.0,01,2010.0,05,49c7f330_1995-01-01,,,,"['2707d4e0', '870e1532']",
1632,49c7f330,couple without children,870e1532,partner in couple without children,1,2,1995-01-01,1996-01-01,2,0,nothing,2015.0,01,2010.0,05,49c7f330_1995-01-01,,,,"['2707d4e0', '870e1532']",
1633,189a8f87,couple with children,761df28c,partner in couple with children,0,5,1995-01-01,1996-01-01,2,3,couple_formed,2015.0,01,2010.0,05,189a8f87_1995-01-01,"['3021edf4', 'ad20a108', '972eff55']",,"['761df28c', '9554b54a']",,
1634,189a8f87,couple with children,3021edf4,child living at home,0,5,1995-01-01,1996-01-01,2,3,couple_formed,2015.0,01,2010.0,05,189a8f87_1995-01-01,"['3021edf4', 'ad20a108', '972eff55']",,"['761df28c', '9554b54a']",,
1635,189a8f87,couple with children,ad20a108,child living at home,0,5,1995-01-01,1996-01-01,2,3,couple_formed,2015.0,01,2010.0,05,189a8f87_1995-01-01,"['3021edf4', 'ad20a108', '972eff55']",,"['761df28c', '9554b54a']",,
